,name,production,distributor,artist,st_day,ed_day,score,rank,장르,런타임,성별,활동유형
181,Stand By Your Man,Universal Music,Universal Music,Carla Bruni,2018-04-29,2018-05-05,9002992,72,POP / 팝,02:44:00,여성,솔로
182,EASY,RBW,카카오 M,휘인,2018-04-29,2018-05-05,8871809,73,가요 / R&B/소울,03:09:00,여성,솔로
183,애쓰지 마요,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,박보람,2018-04-29,2018-05-05,8618297,74,가요 / 발라드,03:49:00,여성,솔로
184,Adios,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-04-29,2018-05-05,8606668,75,가요 / 랩/힙합,03:02:00,남성,솔로
185,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018-04-29,2018-05-05,8552389,76,OST / 드라마,04:19:00,여성,솔로
186,기억의 빈자리,"인넥스트트렌드, 롱플레이뮤직",Stone Music Entertainment,나얼,2018-04-29,2018-05-05,8314189,77,가요 / R&B/소울,04:38:00,남성,솔로
187,나타나줘,AOMG,카카오 M,로꼬,2018-04-29,2018-05-05,8016654,78,가요 / 랩/힙합,03:47:00,남성,솔로
188,피카부,SM Entertainment,Dreamus,레드벨벳,2018-04-29,2018-05-05,8000289,79,가요 / 댄스,03:09:00,여성,그룹
189,"별, 그대",How엔터테인먼트,NHN벅스,황치열,2018-04-29,2018-05-05,7862052,80,가요 / 발라드,03:53:00,남성,솔로
190,그날의 너,울림 엔터테인먼트,카카오 M,러블리즈,2018-04-29,2018-05-05,7795861,81,가요 / 댄스,03:15:00,여성,그룹
191,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,길구봉구,2018-04-29,2018-05-05,7741209,82,가요 / R&B/소울,03:52:00,남성,그룹
192,Universe,SM Entertainment,Dreamus,EXO,2018-04-29,2018-05-05,7680721,83,가요 / 발라드,04:24:00,남성,그룹
193,좋아,미스틱스토리,Stone Music Entertainment,"윤종신, 민서",2018-04-29,2018-05-05,7524592,84,가요 / 발라드,05:10:00,혼성,프로젝트
194,빛나리,큐브엔터테인먼트,카카오 M,펜타곤,2018-04-29,2018-05-05,7478379,85,가요 / 댄스,03:19:00,남성,그룹
195,달리,브리지,NHN벅스,효린,2018-04-29,2018-05-05,7218845,86,가요 / 랩/힙합,03:23:00,여성,솔로
196,Closer,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2018-04-29,2018-05-05,7140558,87,POP / 팝,04:06:00,남성,듀엣
197,AIR,YG Entertainment,지니뮤직,WINNER,2018-04-29,2018-05-05,7000403,88,가요 / 댄스,03:45:00,남성,그룹
198,뒤집어버려,AOMG,카카오 M,"박재범,사이먼 도미닉",2018-04-29,2018-05-05,6882503,89,가요 / 랩/힙합,03:41:00,남성,프로젝트
199,폰서트,매직스트로베리사운드,카카오 M,10cm,2018-04-29,2018-05-05,6843557,90,가요 / 인디,03:18:00,남성,솔로
200,바보야,플레이엠엔터테인먼트,카카오 M,허각,2018-04-29,2018-05-05,6674259,91,가요 / 발라드,04:24:00,남성,솔로
201,Playdate,SM Entertainment,Dreamus,EXO-CBX,2018-04-29,2018-05-05,6343556,92,가요 / 댄스,03:31:00,남성,그룹
202,팔레트,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2018-04-29,2018-05-05,6308716,93,가요 / 발라드,03:38:00,여성,솔로
203,비,뉴런뮤직,NHN벅스,폴킴,2018-04-29,2018-05-05,6258424,94,가요 / R&B/소울,03:58:00,남성,솔로
204,벚꽃 엔딩,Stone Music Entertainment,Stone Music Entertainment,버스커 버스커,2018-04-29,2018-05-05,6183314,95,가요 / 락,04:21:00,남성,밴드
205,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2018-04-29,2018-05-05,6160792,96,가요 / 인디,03:43:00,여성,솔로
206,우리 둘만 아는,센토엔터테인먼트,지니뮤직,윤건,2018-04-29,2018-05-05,6097741,97,가요 / 발라드,03:27:00,남성,솔로
207,가시나,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018-04-29,2018-05-05,6023178,98,가요 / 댄스,03:00:00,여성,솔로
208,"그때의 나, 그때의 우리",메이크어스엔터테인먼트,카카오 M,어반 자카파,2018-04-29,2018-05-05,6019862,99,가요 / R&B/소울,03:18:00,혼성,그룹
209,고민보다 Go,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-04-29,2018-05-05,5982479,100,가요 / 랩/힙합,03:56:00,남성,그룹
210,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018-05-06,2018-05-12,47592596,1,가요 / 발라드,03:52:00,혼성,프로젝트
211,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2018-05-06,2018-05-12,37282709,2,가요 / 발라드,04:41:00,남성,솔로
212,잊을만하면,아메바컬쳐,Stone Music Entertainment,크러쉬,2018-05-06,2018-05-12,35755320,3,가요 / R&B/소울,03:57:00,남성,솔로
213,You,JTBC,인터파크,멜로망스,2018-05-06,2018-05-12,33343638,4,가요 / 발라드,04:32:00,남성,듀엣
214,What is Love?,JYP Entertainment,Dreamus,TWICE,2018-05-06,2018-05-12,32233526,5,가요 / 댄스,03:28:00,여성,그룹
215,밤,쏘스뮤직,카카오 M,여자친구,2018-05-06,2018-05-12,28488642,6,가요 / 댄스,03:47:00,여성,그룹
216,붕붕,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-05-06,2018-05-12,28189663,7,가요 / 랩/힙합,03:55:00,남성,솔로
217,사랑을 했다,YG Entertainment,지니뮤직,iKON,2018-05-06,2018-05-12,27131234,8,가요 / 랩/힙합,03:30:00,남성,그룹
218,별이 빛나는 밤,RBW,카카오 M,마마무,2018-05-06,2018-05-12,24806153,9,가요 / 댄스,03:31:00,여성,그룹
219,욕심,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-05-06,2018-05-12,24373897,10,가요 / 인디,04:01:00,남성,듀엣
220,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드,2018-05-06,2018-05-12,23497798,11,가요 / 댄스,03:29:00,여성,그룹
221,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018-05-06,2018-05-12,23301060,12,OST / 드라마,04:39:00,남성,솔로
222,그날처럼,리메즈,카카오 M,장덕철,2018-05-06,2018-05-12,22122358,13,가요 / 발라드,03:53:00,남성,그룹
223,꽃 길,YG Entertainment,지니뮤직,빅뱅,2018-05-06,2018-05-12,21748273,14,가요 / 트로트,03:18:00,여성,솔로
224,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018-05-06,2018-05-12,20505271,15,가요 / 발라드,04:09:00,남성,솔로
225,바코드,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-05-06,2018-05-12,20476522,16,가요 / 랩/힙합,03:43:00,남성,프로젝트
226,EVERYDAY,YG Entertainment,지니뮤직,WINNER,2018-05-06,2018-05-12,20462305,17,가요 / 랩/힙합,03:26:00,남성,그룹
227,소나기,어라운드 어스,카카오 M,용준형,2018-05-06,2018-05-12,20142615,18,가요 / 랩/힙합,03:25:00,남성,솔로
228,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-05-06,2018-05-12,18462155,19,가요 / 인디,04:21:00,남성,듀엣
229,Roller Coaster,MNH Entertainment,Stone Music Entertainment,청하,2018-05-06,2018-05-12,17934070,20,가요 / 댄스,03:33:00,여성,솔로
230,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018-05-06,2018-05-12,17745415,21,POP / 팝,03:13:00,혼성,밴드
231,"모든 날, 모든 순간",SM Entertainment,Dreamus,폴킴,2018-05-06,2018-05-12,16796737,22,OST / 드라마,03:31:00,남성,솔로
232,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2018-05-06,2018-05-12,15965532,23,POP / 팝,03:37:00,여성,솔로
233,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2018-05-06,2018-05-12,15965532,23,POP / 팝,03:37:00,여성,솔로
234,북,Stone Music Entertainment,Stone Music Entertainment,배연서,2018-05-06,2018-05-12,15227494,24,가요 / 랩/힙합,03:33:00,남성,프로젝트
235,전혀,Stone Music Entertainment,Stone Music Entertainment,이병재,2018-05-06,2018-05-12,14674592,25,가요 / 랩/힙합,03:41:00,남성,솔로
236,비행운,덕선레코드,미러볼뮤직,문문,2018-05-06,2018-05-12,14566772,26,가요 / 인디,02:59:00,남성,솔로
237,별 시,글러브엔터테인먼트,Stone Music Entertainment,박효신,2018-05-06,2018-05-12,14452057,27,가요 / 발라드,04:42:00,남성,솔로
238,Jenga,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈,2018-05-06,2018-05-12,14067735,28,가요 / R&B/소울,03:30:00,여성,솔로
239,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로,2018-05-06,2018-05-12,13735562,29,가요 / 발라드,05:07:00,남성,솔로
240,어린 왕자,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-05-06,2018-05-12,13530838,30,가요 / 랩/힙합,02:44:00,남성,프로젝트
241,Bad Boy,SM Entertainment,Dreamus,레드벨벳,2018-05-06,2018-05-12,13352734,31,가요 / 댄스,03:31:00,여성,그룹
242,이 별,뮤직웍스,지니뮤직,길구봉구,2018-05-06,2018-05-12,12992547,32,가요 / 발라드,03:58:00,남성,그룹
243,花요일,SM Entertainment,Dreamus,EXO-CBX,2018-05-06,2018-05-12,12872096,33,가요 / 댄스,03:20:00,남성,그룹
244,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2018-05-06,2018-05-12,12832751,34,가요 / 발라드,05:03:00,남성,솔로
245,LATATA,큐브엔터테인먼트,카카오 M,(여자)아이들,2018-05-06,2018-05-12,12149754,35,가요 / 댄스,03:23:00,여성,그룹
246,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2018-05-06,2018-05-12,12033536,36,POP / 팝,03:54:00,남성,솔로
247,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2018-05-06,2018-05-12,12019933,37,가요 / 발라드,04:13:00,여성,솔로
248,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2018-05-06,2018-05-12,12001866,38,가요 / R&B/소울,04:16:00,남성,솔로
249,무슨 말이 필요해,어라운드 어스,카카오 M,용준형,2018-05-06,2018-05-12,11872342,39,가요 / 댄스,03:25:00,남성,솔로
250,밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,펀치,2018-05-06,2018-05-12,11869447,40,가요 / R&B/소울,03:26:00,여성,솔로
251,눈사람,안테나뮤직,지니뮤직,정승환,2018-05-06,2018-05-12,11821161,41,가요 / 발라드,03:56:00,남성,솔로
252,BOOMERANG,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-05-06,2018-05-12,11676710,42,가요 / 댄스,03:04:00,남성,그룹
253,빛나리,큐브엔터테인먼트,카카오 M,펜타곤,2018-05-06,2018-05-12,11547448,43,가요 / 댄스,03:19:00,남성,그룹
254,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2018-05-06,2018-05-12,11524591,44,가요 / 댄스,03:07:00,여성,그룹
255,비도 오고 그래서,Stone Music Entertainment,Stone Music Entertainment,헤이즈,2018-05-06,2018-05-12,11409182,45,가요 / 랩/힙합,03:25:00,여성,솔로
256,좋니,미스틱스토리,카카오 M,윤종신,2018-05-06,2018-05-12,11337825,46,가요 / 발라드,05:28:00,남성,솔로
257,시차,AOMG,Stone Music Entertainment,우원재,2018-05-06,2018-05-12,11180125,47,가요 / 랩/힙합,03:16:00,남성,솔로
258,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-05-06,2018-05-12,11161775,48,가요 / 랩/힙합,03:43:00,남성,그룹
259,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2018-05-06,2018-05-12,11056703,49,가요 / 발라드,04:09:00,남성,솔로
260,이로한,Stone Music Entertainment,Stone Music Entertainment,배연서,2018-05-06,2018-05-12,10728157,50,가요 / 랩/힙합,03:33:00,남성,프로젝트
261,결혼,Stone Music Entertainment,Stone Music Entertainment,문문,2018-05-06,2018-05-12,10437030,51,OST / 드라마,03:24:00,남성,솔로
262,LIKEY,JYP Entertainment,Dreamus,TWICE,2018-05-06,2018-05-12,10336417,52,가요 / 댄스,03:28:00,여성,그룹
263,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-05-06,2018-05-12,10318178,53,가요 / 댄스,04:34:00,남성,그룹
264,REALLY REALLY,YG Entertainment,지니뮤직,WINNER,2018-05-06,2018-05-12,10122659,54,가요 / 댄스,03:23:00,남성,그룹
265,눈 떠보니 이별이더라,메이저나인,카카오 M,포맨,2018-05-06,2018-05-12,10076620,55,가요 / 발라드,04:43:00,남성,듀엣
266,빨간 맛,SM Entertainment,Dreamus,레드벨벳,2018-05-06,2018-05-12,10071560,56,가요 / 댄스,03:11:00,여성,그룹
267,미안해,브랜뉴뮤직,카카오 M,양다일,2018-05-06,2018-05-12,9917856,57,가요 / R&B/소울,03:49:00,남성,솔로
268,#첫사랑,"쇼파르뮤직, 딩고뮤직",카카오 M,볼빨간사춘기,2018-05-06,2018-05-12,9690874,58,가요 / 인디,03:28:00,여성,솔로
269,어른,Stone Music Entertainment,Stone Music Entertainment,Sondia,2018-05-06,2018-05-12,9499803,59,OST / 드라마,04:19:00,여성,솔로
270,그리워하다,큐브엔터테인먼트,카카오 M,비투비,2018-05-06,2018-05-12,9389398,60,가요 / 발라드,03:57:00,남성,그룹
271,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018-05-06,2018-05-12,9362048,61,POP / 락,03:07:00,남성,그룹
272,탓,Stone Music Entertainment,Stone Music Entertainment,이병재,2018-05-06,2018-05-12,9327625,62,가요 / 랩/힙합,03:29:00,남성,솔로
273,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리,2018-05-06,2018-05-12,9317356,63,OST / 드라마,03:50:00,여성,솔로
274,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018-05-06,2018-05-12,9270429,64,POP / 팝,03:20:00,남성,솔로
275,짙어져,스페이스오디티,카카오 M,멜로망스,2018-05-06,2018-05-12,9131767,65,OST / 드라마,04:38:00,남성,듀엣
276,주인공,"메이크어스엔터테인먼트, The Black Label",카카오 M,선미,2018-05-06,2018-05-12,8980059,66,가요 / 댄스,03:15:00,여성,솔로
277,에너제틱,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-05-06,2018-05-12,8973543,67,가요 / 댄스,03:09:00,남성,그룹
278,내가 더 나빠,"Stone Music Entertainment, Studio blu",Stone Music Entertainment,헤이즈,2018-05-06,2018-05-12,8857583,68,가요 / R&B/소울,03:58:00,여성,솔로
279,노력,메이크어스엔터테인먼트,카카오 M,박원,2018-05-06,2018-05-12,8724779,69,가요 / 발라드,04:23:00,남성,솔로
280,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018-05-06,2018-05-12,8699402,70,가요 / 댄스,03:33:00,여성,그룹
281,약속해요,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-05-06,2018-05-12,8644758,71,가요 / 댄스,03:41:00,남성,그룹
282,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2018-05-06,2018-05-12,8583205,72,가요 / 인디,03:01:00,여성,솔로
283,Stand By Your Man,Universal Music,Universal Music,Carla Bruni,2018-05-06,2018-05-12,8489869,73,POP / 팝,02:44:00,여성,솔로
284,My Paradise,H1GHR MUSIC,카카오 M,GroovyRoom,2018-05-06,2018-05-12,8455196,74,가요 / 랩/힙합,03:25:00,남성,그룹
285,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-05-06,2018-05-12,8429029,75,가요 / 발라드,03:17:00,남성,그룹
286,Like It,Stone Music Entertainment,Stone Music Entertainment,배연서,2018-05-06,2018-05-12,8126920,76,가요 / 전체,03:40:00,혼성,그룹
287,SINKING DOWN WITH U,로맨틱팩토리,카카오 M,빈첸,2018-05-06,2018-05-12,7963651,77,가요 / 랩/힙합,02:50:00,남성,솔로
288,애쓰지 마요,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,박보람,2018-05-06,2018-05-12,7888057,78,가요 / 발라드,03:49:00,여성,솔로
289,우리 둘만 아는,센토엔터테인먼트,지니뮤직,윤건,2018-05-06,2018-05-12,7558417,79,가요 / 발라드,03:27:00,남성,솔로
290,"별, 그대",How엔터테인먼트,NHN벅스,황치열,2018-05-06,2018-05-12,7546357,80,가요 / 발라드,03:53:00,남성,솔로
291,Universe,SM Entertainment,Dreamus,EXO,2018-05-06,2018-05-12,7333631,81,가요 / 발라드,04:24:00,남성,그룹
292,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,길구봉구,2018-05-06,2018-05-12,7313342,82,가요 / R&B/소울,03:52:00,남성,그룹
293,기억의 빈자리,"인넥스트트렌드, 롱플레이뮤직",Stone Music Entertainment,나얼,2018-05-06,2018-05-12,7239457,83,가요 / R&B/소울,04:38:00,남성,솔로
294,EASY,RBW,카카오 M,휘인,2018-05-06,2018-05-12,7089384,84,가요 / R&B/소울,03:09:00,여성,솔로
295,Adios,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-05-06,2018-05-12,7002291,85,가요 / 랩/힙합,03:02:00,남성,솔로
296,나타나줘,AOMG,카카오 M,로꼬,2018-05-06,2018-05-12,6775782,86,가요 / 랩/힙합,03:47:00,남성,솔로
297,피카부,SM Entertainment,Dreamus,레드벨벳,2018-05-06,2018-05-12,6652880,87,가요 / 댄스,03:09:00,여성,그룹
298,그대들은 어떤 기분이신가요,로맨틱팩토리,카카오 M,빈첸,2018-05-06,2018-05-12,6605768,88,가요 / 랩/힙합,04:49:00,남성,솔로
299,Closer,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2018-05-06,2018-05-12,6510502,89,POP / 팝,04:06:00,남성,듀엣
300,비,뉴런뮤직,NHN벅스,폴킴,2018-05-06,2018-05-12,6483086,90,가요 / R&B/소울,03:58:00,남성,솔로
301,좋아,미스틱스토리,Stone Music Entertainment,"윤종신, 민서",2018-05-06,2018-05-12,6227270,91,가요 / 발라드,05:10:00,혼성,프로젝트
302,폰서트,매직스트로베리사운드,카카오 M,10cm,2018-05-06,2018-05-12,6131730,92,가요 / 인디,03:18:00,남성,솔로
303,너란 별,스타쉽엔터테인먼트,카카오 M,케이윌,2018-05-06,2018-05-12,5990269,93,가요 / 발라드,03:26:00,남성,솔로
304,고민보다 Go,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-05-06,2018-05-12,5857831,94,가요 / 랩/힙합,03:56:00,남성,그룹
305,AIR,YG Entertainment,지니뮤직,WINNER,2018-05-06,2018-05-12,5746706,95,가요 / 댄스,03:45:00,남성,그룹
306,우리 서로,네버랜드엔터테인먼트,카카오 M,김나영,2018-05-06,2018-05-12,5686953,96,가요 / 발라드,03:57:00,여성,솔로
307,팔레트,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2018-05-06,2018-05-12,5626471,97,가요 / 발라드,03:38:00,여성,솔로
308,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2018-05-06,2018-05-12,5447764,98,가요 / 인디,03:43:00,여성,솔로
309,Playdate,SM Entertainment,Dreamus,EXO-CBX,2018-05-06,2018-05-12,5405949,99,가요 / 댄스,03:31:00,남성,그룹
310,매일 듣는 노래,How엔터테인먼트,NHN벅스,황치열,2018-05-06,2018-05-12,5405245,100,가요 / 발라드,04:19:00,남성,솔로
311,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018-05-13,2018-05-19,44532910,1,가요 / 발라드,03:52:00,혼성,프로젝트
312,밤,쏘스뮤직,카카오 M,여자친구,2018-05-13,2018-05-19,41006851,2,가요 / 댄스,03:47:00,여성,그룹
313,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2018-05-13,2018-05-19,37012350,3,가요 / 발라드,04:41:00,남성,솔로
314,You,JTBC,인터파크,멜로망스,2018-05-13,2018-05-19,33549905,4,가요 / 발라드,04:32:00,남성,듀엣
315,What is Love?,JYP Entertainment,Dreamus,TWICE,2018-05-13,2018-05-19,30885357,5,가요 / 댄스,03:28:00,여성,그룹
