artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
태연,사계,3,4,3,Ballad,summer,female,K_POP,Solo,0,2019.7.28,0.479289941,0.538461538,0.74,0.230700527,0.820457802,0.47595999,0.853215152,0.254373626,0.044008106,0.011073849,0
Billie Eilish,bad guy,2,2,2,Rock,summer,female,POP,Solo,1,2019.7.28,0.49704142,0.528846154,0.29,0.751628482,0.868272877,0.392176011,0.321032687,0,0,0,0
BLACKPINK,Kill This Love,5,2,5,Rap/Hiphop,summer,female,K_POP,Group,1,2019.7.28,0.482248521,0.403846154,0.24,0.543777623,0.859000043,0.605437097,0.548999057,0,0,0,0
IZ*ONE,비올레타,10,10,10,Dance,summer,female,K_POP,Group,1,2019.7.28,0.517751479,0.269230769,0.16,0.442289713,0,0.394525289,0.35722981,0,0,0,0
"Marshmello, Anne-Marie",FRIENDS,10,10,10,Pop,summer,mixed,POP,Project,1,2019.7.28,0.523668639,0.528846154,0.43,0.894263621,0,0.469414754,0,0,0,0,0
볼빨간사춘기,"나만, 봄",5,10,4,Indi,summer,female,K_POP,Solo,1,2019.7.28,0.565088757,0.528846154,0.15,0.258698005,0,0.501741531,0.424711506,0,0,0,0
볼빨간사춘기,별 보러 갈래?,7,10,6,Indi,summer,female,K_POP,Solo,0,2019.7.28,0.517751479,0.317307692,0.15,0.258698005,0,0.501741531,0.424711506,0,0,0,0
첸,사월이 지나면 우리 헤어져요,5,10,4,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.721893491,0.432692308,0.02,0.020651721,0,0.47595999,0.853215152,0,0,0,0
방탄소년단,작은 것들을 위한 시,2,10,2,Rap/Hiphop,summer,male,K_POP,Group,1,2019.7.28,0.603550296,0.528846154,0.34,0.750952416,0,0.605437097,0.6717251,0.326886116,0.065660287,0.014589639,0
방탄소년단,Make It Right,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.28,0.591715976,0.346153846,0.34,0.750952416,0,0.605437097,0.6717251,0.326886116,0.065660287,0.014589639,0
방탄소년단,소우주,9,10,9,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.28,0.585798817,0.471153846,0.34,0.750952416,0,0.605437097,0.6717251,0.326886116,0.065660287,0.014589639,0
TWICE,FANCY,3,1,3,Dance,summer,female,K_POP,Group,1,2019.7.28,0.556213018,0.5,0.57,0.73696827,0.88098109,0.394525289,0.325902085,0.175726087,0.026009735,0.004433724,0
엠씨더맥스,사계,5,4,5,Ballad,summer,male,K_POP,Band,1,2019.7.28,0.683431953,0.653846154,0.1,0.277551548,0.820457802,0.47595999,0,0,0,0,0
"Khalid, Disclosure",Talk,10,10,10,R&B/Soul,summer,male,POP,Solo,1,2019.7.28,0.730769231,0.403846154,0.215,0.825784955,0.773230902,0.509702644,0,0,0,0,0
박효신,Goodbye,4,9,4,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.775147929,0.461538462,0.46,0.198541019,0.776421282,0.47595999,0.442289713,0.392224441,0.090525508,0.090202089,0
오마이걸,다섯 번째 계절,10,10,10,Dance,summer,female,K_POP,Group,1,2019.7.28,0.633136095,0.221153846,0.54,0.615168868,0,0.394525289,0.730368397,0.249549215,0.042754573,0.007514264,0
"Alan Walker, Sabrina Carpenter, Farruko",On My Way,10,7,10,Electronica,summer,male,POP,Project,1,2019.7.28,0.49704142,0.471153846,0.177,0.914915342,0.790852077,0.514429632,0,0,0,0,0
"Ed Sheeran, Justin Bieber",I Don`t Care,8,10,7,Pop,summer,male,POP,Project,1,2019.7.28,0.573964497,0.384615385,0.315,0.805181167,0,0.469414754,0,0,0,0,0
Shawn Mendes,If I Can`t Have You,10,10,10,Pop,summer,male,POP,Solo,1,2019.7.28,0.48816568,0.259615385,0.6,0.919629358,0,0.469414754,0.904502332,0,0,0,0
WINNER,AH YEAH,7,10,7,Dance,summer,male,K_POP,Group,1,2019.7.28,0.446745562,0.182692308,0.49,0.735518906,0,0.394525289,0.548999057,0,0,0,0
다비치,너에게 못했던 내 마지막 말은,2,10,2,Ballad,summer,female,K_POP,Duet,1,2019.7.28,0.715976331,0.471153846,0.28,0.398808574,0,0.47595999,0.487807803,0.032414375,0.003669508,0.005535516,0
소유,비가 오잖아,10,10,10,R&B/Soul,summer,mixed,K_POP,Project,1,2019.7.28,0.585798817,0.144230769,0.62,0.418520254,0,0.509702644,0.150190483,0,0,0,0
송하예,니 소식,1,3,1,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.633136095,0.471153846,0.17,0.305731339,0.835023814,0.47595999,0.427742032,0,0,0,0
기리보이,교통정리,9,10,9,Rap/Hiphop,summer,male,K_POP,Solo,0,2019.7.28,0.50887574,0.182692308,0.54,0.562337364,0,0.605437097,0.542008804,0,0,0,0
김재환,안녕하세요,10,10,10,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.612426036,0.134615385,0.27,0.536614026,0,0.47595999,0.101839947,0,0,0,0
염따,돈 Call Me,8,10,8,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.414201183,0.259615385,0.17,0.265166517,0,0.605437097,0.616432306,0,0,0,0
"Mena Massoud, Naomi Scott",A Whole New World,3,2,3,Foreign Movie,summer,mixed,OST,Group,1,2019.7.28,0.443786982,0.307692308,0.225,0,0.840165862,0.304056162,0.904502332,0,0,0,0
Naomi Scott,Speechless,1,2,1,Foreign Movie,summer,female,OST,Solo,1,2019.7.28,0.541420118,0.471153846,0.23,0,0.869031051,0.304056162,0.904502332,0,0,0,0
먼데이 키즈,사랑이 식었다고 말해도 돼,2,10,2,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.576923077,0.451923077,0.71,0.424711506,0,0.47595999,0.64583766,0,0,0,0
우디,대충 입고 나와,6,10,6,Indi,summer,male,K_POP,Solo,1,2019.7.28,0.532544379,0.192307692,0.72,0.258698005,0,0.501741531,0.087855801,0,0,0,0
이하이,누구 없소,5,10,5,Dance,summer,female,K_POP,Solo,1,2019.7.28,0.5,0.182692308,0.19,0.101839947,0,0.394525289,0.548999057,0.488078825,0.139118457,0.019190783,0
Jonas Brothers,Sucker,10,10,10,Pop,summer,male,POP,Group,1,2019.7.28,0.458579882,0.125,0.35,0.728874053,0,0.469414754,0,0,0,0,0
Will Smith,Arabian Nights,8,8,7,Foreign Movie,summer,male,OST,Solo,1,2019.7.28,0.49408284,0.125,0.52,0.828168687,0.781039652,0.304056162,0.904502332,0,0,0,0
Will Smith,Friend Like Me,10,10,10,Foreign Movie,summer,male,OST,Solo,0,2019.7.28,0.384615385,0.096153846,0.52,0.828168687,0,0.304056162,0.904502332,0,0,0,0
Will Smith,Prince Ali,8,9,7,Foreign Movie,summer,male,OST,Solo,1,2019.7.28,0.544378698,0.134615385,0.52,0.828168687,0.776764489,0.304056162,0.904502332,0,0,0,0
기리보이,아퍼,5,10,5,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.857988166,0.346153846,0.54,0.562337364,0,0.605437097,0.542008804,0,0,0,0
김나영,솔직하게 말해서 나,2,10,2,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.517751479,0.432692308,0.22,0.289266783,0,0.47595999,0.521534616,0,0,0,0
마크툽,오늘도 빛나는 너에게,1,1,1,Indi,summer,male,K_POP,Solo,1,2019.7.28,0.710059172,0.432692308,0.15,0.961351176,0.877335832,0.501741531,0,0,0,0,0
어반 자카파,서울 밤,4,10,4,R&B/Soul,summer,mixed,K_POP,Group,1,2019.7.28,0.529585799,0.182692308,0,0.31605134,0,0.509702644,0.087855801,0,0,0,0
전소미,BIRTHDAY,7,3,6,Dance,summer,female,K_POP,Solo,1,2019.7.28,0.473372781,0.134615385,0.27,0.127361065,0.829083576,0.394525289,0.305731339,0.129012664,0.017457181,0.002229982,0
"창모, Hash Swan, ASH ISLAND, 김효은",BAND,4,10,4,Rap/Hiphop,summer,male,K_POP,Project,1,2019.7.28,0.650887574,0.432692308,0.462,0.592480196,0,0.605437097,0.758275601,0,0,0,0
황인욱,친구로 지내자면서,10,6,10,Ballad,summer,male,K_POP,Solo,0,2019.7.28,0.618343195,0.115384615,0.05,0.582400283,0.807157639,0.47595999,0,0,0,0,0
레드벨벳,짐살라빔,6,2,5,Dance,summer,female,K_POP,Group,1,2019.7.28,0.48816568,0.144230769,0.24,0.536614026,0.861506633,0.394525289,0.853215152,0.163030242,0.023544209,0.009709087,0
"장혜진, 윤민수",술이 문제야,1,1,1,Ballad,summer,mixed,K_POP,Project,1,2019.7.28,0.653846154,0.423076923,0.23,0.361357155,0.879448647,0.47595999,0.838356331,0,0,0,0
황인욱,포장마차,1,10,1,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.615384615,0.423076923,0.05,0.582400283,0,0.47595999,0.25203043,0,0,0,0
(여자)아이들,Uh-Oh,7,2,6,Rap/Hiphop,summer,female,K_POP,Group,1,2019.7.28,0.535502959,0.144230769,0.18,0.18047397,0.857469755,0.605437097,0.223096973,0,0,0,0
"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",비워,8,9,8,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.568047337,0.173076923,0.385,0.632219835,0.777105544,0.605437097,0.600761933,0,0,0,0
"Shawn Mendes, Camila Cabello",Senorita,3,1,3,Pop,summer,mixed,POP,Project,1,2019.7.28,0.48816568,0.413461538,0.655,0.926362865,0.872846842,0.469414754,0.904502332,0,0,0,0
청하,Snapping,2,1,2,Dance,summer,female,K_POP,Solo,1,2019.7.28,0.553254438,0.336538462,0.43,0.384595016,0.882959423,0.394525289,0,0.104375686,0.013482965,0.003742325,0
HYNN,시든 꽃에 물을 주듯,5,4,7,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.51183432,0.403846154,0,0.127361065,0.827356506,0.47595999,0,0,0,0,0
SIXC,움직여,9,9,8,Dance,summer,male,K_POP,Group,1,2019.7.28,0.470414201,0.076923077,0,0,0.775728303,0.394525289,0.487807803,0,0,0,0
갓츄,U GOT IT,6,6,5,Dance,summer,male,K_POP,Group,1,2019.7.28,0.482248521,0.096153846,0,0.223096973,0.80696161,0.394525289,0.487807803,0,0,0,0
디오,괜찮아도 괜찮아,4,10,3,R&B/Soul,summer,male,K_POP,Solo,1,2019.7.28,0.576923077,0.240384615,0.62,0.18047397,0.772124462,0.509702644,0.853215152,0,0,0,0
마마무,WOW,10,10,10,Drama,summer,female,OST,Group,1,2019.7.28,0.517751479,0.038461538,0.27,0.476092568,0,0.406205251,0.487807803,0.26530239,0.046927866,0.01748938,0
벤,헤어져줘서 고마워,1,1,1,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.674556213,0.403846154,0.66,0.559078971,0.888496212,0.47595999,0.361357155,0,0,0,0
여자친구,열대야,5,10,5,Dance,summer,female,K_POP,Group,1,2019.7.28,0.556213018,0.115384615,1,0.794925449,0,0.394525289,1,0.260248077,0.045563549,0.012880897,0
윤하,비가 내리는 날에는,3,6,2,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.550295858,0.269230769,0.29,0.294895127,0.799613523,0.47595999,0.418520254,0.082367424,0.010213293,0.005588042,0
지아,니가 길게 혼자면 좋겠어,10,10,10,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.630177515,0.038461538,0.65,0.353022317,0,0.47595999,0,0,0,0,0
크레파스,이뻐이뻐,9,6,8,Dance,summer,male,K_POP,Group,1,2019.7.28,0.553254438,0.086538462,0.48,0.813963165,0.806170351,0.394525289,0.487807803,0,0,0,0
멜로망스,인사,2,10,1,Ballad,summer,male,K_POP,Duet,1,2019.7.28,0.576923077,0.298076923,0.1,0.127361065,0,0.47595999,0.58821752,0,0,0,0
백현,UN Village,7,7,6,R&B/Soul,summer,male,K_POP,Solo,1,2019.7.28,0.621301775,0.115384615,0.39,0.405580346,0.795409001,0.509702644,0.853215152,0.189501222,0.028812717,0.008049435,0
양다일,My Love,10,10,10,Ballad,summer,male,K_POP,Solo,0,2019.7.28,0.75443787,0.028846154,0.57,0.127361065,0,0.47595999,0.258698005,0,0,0,0
헤이즈,We don`t talk together,2,10,2,R&B/Soul,summer,female,K_POP,Solo,0,2019.7.28,0.51183432,0.201923077,0.42,0.858637625,0,0.509702644,0.35722981,0,0,0,0
10cm,나의 어깨에 기대어요,2,10,2,Drama,summer,male,OST,Solo,1,2019.7.28,0.547337278,0.384615385,0.22,0.412146881,0,0.406205251,0.391818321,0,0,0,0
DAY6,한 페이지가 될 수 있게,10,10,10,Rock,summer,male,K_POP,Band,1,2019.7.28,0.532544379,0.019230769,0.42,0.907152873,0,0.392176011,0.325902085,0.245199698,0.041642568,0.027168113,0
Post Malone,Goodbyes,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.7.28,0.440828402,0.115384615,0.2,0.741966031,0,0.605437097,0.79270308,0,0,0,0
이우,내 안부,6,4,7,Ballad,summer,male,K_POP,Solo,1,2019.7.28,0.606508876,0.278846154,0.28,0.395341635,0.819996146,0.47595999,0.507420293,0,0,0,0
폴킴,헤어질 걸 알아,6,10,4,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.485207101,0.105769231,0.1,0.65233852,0,0.509702644,0.732590766,0,0,0,0
하은,비오는 날 뭐해,7,10,7,Indi,summer,male,K_POP,Solo,1,2019.7.28,0.553254438,0.134615385,0.49,0.230700527,0,0.501741531,0.087855801,0,0,0,0
NCT DREAM,BOOM,9,3,10,Dance,summer,male,K_POP,Group,1,2019.7.28,0.5,0.038461538,0.92,0.820446567,0.831513039,0.394525289,0.853215152,0,0,0,0
PRODUCE X 101,소년미,10,10,9,Dance,summer,male,K_POP,Group,1,2019.7.28,0.594674556,0.009615385,0.14,0.039505265,0,0.394525289,0.487807803,0,0,0,0
강다니엘,뭐해,3,2,2,R&B/Soul,summer,male,K_POP,Solo,1,2019.7.28,0.464497041,0.067307692,0,0.728122998,0.848276401,0.509702644,0,0.7365933,0.376667694,0.058032938,0
마마무,다 빛이나,10,10,9,Dance,summer,female,K_POP,Group,1,2019.7.28,0.467455621,0.019230769,0.27,0.476092568,0.77359477,0.394525289,0.67750355,0.26530239,0.046927866,0.01748938,0
빈지노,Fashion Hoarder,10,10,9,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.476331361,0.009615385,0.27,0.289266783,0,0.605437097,0,0,0,0,0
세훈&찬열,What a life,10,10,9,Rap/Hiphop,summer,male,K_POP,Group,1,2019.7.28,0.526627219,0.048076923,0.365,0.361357155,0,0.605437097,0.853215152,0,0,0,0
태연,그대라는 시,1,10,1,Drama,summer,female,OST,Solo,1,2019.7.28,0.544378698,0.375,0.74,0.230700527,0,0.406205251,0.391818321,0.254373626,0.044008106,0.011073849,0
ITZY,ICY,2,1,1,Dance,summer,female,K_POP,Group,1,2019.7.28,0.48816568,0.365384615,1,0.388236767,0.969430691,0.394525289,0.325902085,0,0,0,0
Martin Garrix,Summer Days,10,10,10,Electronica,summer,male,POP,Solo,1,2019.7.28,0.677514793,0.067307692,0.4,0.903834599,0,0.514429632,0,0,0,0,0
P.O,Promise,10,10,10,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.573964497,0,0.49,0.957991743,0,0.605437097,0.57642255,0,0,0,0
PRODUCE X 101,To My World,10,10,10,Dance,summer,male,K_POP,Group,1,2019.7.28,0.523668639,0.019230769,0.14,0.039505265,0,0.394525289,0.487807803,0,0,0,0
PRODUCE X 101,꿈을 꾼다,10,10,10,Dance,summer,male,K_POP,Group,1,2019.7.28,0.597633136,0.028846154,0.14,0.039505265,0,0.394525289,0.487807803,0,0,0,0
비와이,가라사대,10,2,10,Rap/Hiphop,summer,male,K_POP,Solo,1,2019.7.28,0.316568047,0.221153846,1,0.348731503,0.85597499,0.605437097,0,0,0,0,0
세훈&찬열,부르면 돼,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,1,2019.7.28,0.476331361,0.009615385,0.365,0.361357155,0,0.605437097,0.853215152,0,0,0,0
세훈&찬열,있어 희미하게,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,1,2019.7.28,0.51183432,0.038461538,0.365,0.361357155,0,0.605437097,0.853215152,0,0,0,0
양다일,너만 너만 너만,4,10,9,Drama,summer,male,OST,Solo,1,2019.7.28,0.674556213,0.105769231,0.57,0.127361065,0,0.406205251,0.391818321,0,0,0,0
정인,사랑 그 깊은 곳,10,10,10,Ballad,summer,female,K_POP,Solo,1,2019.7.28,0.579881657,0,0.58,0.670746863,0,0.47595999,0,0,0,0,0
헤이즈,내 맘을 볼 수 있나요,1,10,1,Drama,summer,female,OST,Solo,1,2019.7.28,0.591715976,0.269230769,0.42,0.858637625,0,0.406205251,0.391818321,0,0,0,0
먼데이 키즈,Another Day,3,3,3,Drama,summer,mixed,OST,Project,0,2019.7.28,0.568047337,0.221153846,0.71,0.424711506,0.832871519,0.406205251,0.391818321,0,0,0,0
청하,그 끝에 그대,10,10,1,Drama,summer,female,OST,Solo,0,2019.7.28,0.585798817,0.144230769,0.43,0.384595016,0,0.406205251,0.391818321,0.104375686,0.013482965,0.003742325,0
강다니엘,Color,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.446745562,0.038461538,0,0.728122998,0,0.509702644,0,0.7365933,0.376667694,0.058032938,0
강다니엘,Horizon,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.384615385,0.038461538,0,0.728122998,0,0.509702644,0,0.7365933,0.376667694,0.058032938,0
강다니엘,I HOPE,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.476331361,0.038461538,0,0.728122998,0,0.509702644,0,0.7365933,0.376667694,0.058032938,0
강다니엘,Intro,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.159763314,0.019230769,0,0.728122998,0,0.509702644,0,0.7365933,0.376667694,0.058032938,0
기리보이,파티피플,10,10,10,Rap/Hiphop,summer,male,K_POP,Solo,0,2019.7.28,0.520710059,0.038461538,0.54,0.562337364,0,0.605437097,0.542008804,0,0,0,0
김나영,조금 더 외로워지겠지,6,10,5,Drama,summer,female,OST,Solo,0,2019.7.28,0.559171598,0.067307692,0.22,0.289266783,0,0.406205251,0.487807803,0,0,0,0
방탄소년단,Dionysus,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.28,0.659763314,0.288461538,0.34,0.750952416,0,0.605437097,0.6717251,0.326886116,0.065660287,0.014589639,0
방탄소년단,HOME,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.28,0.615384615,0.173076923,0.34,0.750952416,0,0.605437097,0.6717251,0.326886116,0.065660287,0.014589639,0
백현,Stay Up,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.535502959,0.028846154,0.39,0.405580346,0,0.509702644,0.853215152,0.189501222,0.028812717,0.008049435,0
볼빨간사춘기,나의 사춘기에게,10,10,10,Indi,summer,female,K_POP,Solo,0,2019.7.28,0.582840237,0.384615385,0.15,0.258698005,0,0.501741531,0.424711506,0,0,0,0
잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만,10,10,10,Ballad,summer,male,K_POP,Band,0,2019.7.28,0.642011834,0.25,0.05,0.310952774,0,0.47595999,0.18047397,0,0,0,0
잔나비,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...,10,10,10,Indi,summer,male,K_POP,Band,0,2019.7.28,0.520710059,0.182692308,0.05,0.310952774,0,0.501741531,0.18047397,0,0,0,0
청하,Chica,10,4,10,Dance,summer,female,K_POP,Solo,0,2019.7.28,0.49408284,0.048076923,0.43,0.384595016,0.821520002,0.394525289,0,0.104375686,0.013482965,0.003742325,0
케이시,진심이 담긴 노래,8,10,8,Ballad,summer,female,K_POP,Solo,0,2019.7.28,0.724852071,0.278846154,0.38,0.430730756,0,0.47595999,0.265166517,0,0,0,0
폴킴,비,6,10,6,R&B/Soul,summer,male,K_POP,Solo,0,2019.7.28,0.627218935,0.980769231,0.1,0.65233852,0,0.509702644,0.732590766,0,0,0,0
Camila Cabello,Havana,10,10,10,Pop,summer,female,POP,Solo,1,2019.8.4,0.565088757,0.855769231,0.59,0.899101951,0,0.469414754,0,0,0,0,0
Ed Sheeran,Shape of You,10,10,10,Pop,summer,male,POP,Solo,1,2019.8.4,0.615384615,1,0.29,0.806757021,0,0.469414754,0,0,0,0,0
Fitz & The Tantrums,HandClap,10,10,10,Pop,summer,mixed,POP,Band,1,2019.8.4,0.49408284,0.740384615,0,0.402220914,0,0.469414754,0.463707536,0,0,0,0
iKON,사랑을 했다,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,1,2019.8.4,0.544378698,0.615384615,0.26,0.442289713,0,0.605437097,0.527313067,0,0,0,0
Imagine Dragons,Thunder,10,10,10,Rock,summer,male,POP,Group,0,2019.8.4,0.476331361,0.673076923,0.27,0.565547483,0,0.392176011,0,0,0,0,0
Shawn Mendes,There`s Nothing Holdin` Me Back,10,10,10,Pop,summer,male,POP,Solo,1,2019.8.4,0.514792899,0.548076923,0.51,0.919318261,0,0.469414754,0.925759302,0,0,0,0
The Chainsmokers,Closer,10,10,10,Pop,summer,male,POP,Duet,1,2019.8.4,0.650887574,0.663461538,0.53,0.732590766,0,0.469414754,0.7806463,0,0,0,0
닐로,지나오다,10,10,10,Ballad,summer,male,K_POP,Solo,1,2019.8.4,0.75443787,0.923076923,0.06,0.056848844,0,0.47595999,0,0,0,0,0
먼데이 키즈,가을 안부,10,10,10,Ballad,summer,male,K_POP,Solo,0,2019.8.4,0.819526627,0.788461538,0.34,0.395341635,0,0.47595999,0.591068601,0,0,0,0
모모랜드,뿜뿜,10,10,10,Dance,summer,female,K_POP,Group,1,2019.8.4,0.541420118,0.567307692,0.16,0.245151152,0,0.394525289,0.245151152,0,0,0,0
방탄소년단,DNA,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.4,0.582840237,0.673076923,0.37,0.755641172,0,0.605437097,0.525403988,0.406240389,0.096647539,0.022032689,0
아이유,밤편지,10,10,9,Ballad,summer,female,K_POP,Solo,1,2019.8.4,0.671597633,1,0.83,0.559078971,0,0.47595999,0.348731503,0,0,0,0
양다일,미안해,10,10,10,R&B/Soul,summer,male,K_POP,Solo,0,2019.8.4,0.600591716,0.788461538,0.17,0.127361065,0,0.509702644,0.277551548,0,0,0,0
에일리,첫눈처럼 너에게 가겠다,10,10,10,Drama,summer,female,OST,Solo,1,2019.8.4,0.603550296,0.836538462,0.13,0.238046284,0,0.406205251,0.57642255,0,0,0,0
윤종신,좋니,10,10,10,Ballad,summer,male,K_POP,Solo,1,2019.8.4,0.893491124,0.528846154,0.4,0.365407349,0,0.47595999,0,0.093224603,0.011794593,0.017337999,0
장덕철,그날처럼,10,10,10,Ballad,summer,male,K_POP,Group,1,2019.8.4,0.612426036,0.807692308,0,0.265166517,0,0.47595999,0.189695748,0,0,0,0
청하,Roller Coaster,10,10,10,Dance,summer,female,K_POP,Solo,0,2019.8.4,0.553254438,0.586538462,0.45,0.398808574,0,0.394525289,0,0.197623441,0.030530384,0.00630338,0
폴킴,"모든 날, 모든 순간",3,10,3,Drama,summer,male,OST,Solo,1,2019.8.4,0.547337278,1,0.28,0.353022317,0,0.406205251,0.800383648,0,0,0,0
방탄소년단,FAKE LOVE,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.4,0.639053254,0.653846154,0.37,0.755641172,0,0.605437097,0.525403988,0.406240389,0.096647539,0.022032689,0
벤,열애중,10,10,10,Ballad,summer,female,K_POP,Solo,0,2019.8.4,0.724852071,0.769230769,0.66,0.66976419,0,0.47595999,0.405580346,0,0,0,0
헤이즈,비도 오고 그래서,10,10,10,Rap/Hiphop,summer,female,K_POP,Solo,0,2019.8.4,0.529585799,0.682692308,0.37,0.325902085,0,0.605437097,0.633387919,0,0,0,0
볼빨간사춘기,여행,9,10,9,Indi,summer,female,K_POP,Solo,0,2019.8.4,0.576923077,0.951923077,0.19,0.258698005,0,0.501741531,0.412146881,0,0,0,0
Adele,Someone Like You,10,10,10,R&B/Soul,summer,female,POP,Solo,1,2019.8.4,0.769230769,0.336538462,0.47,0.781235903,0,0.509702644,0,0,0,0,0
Justin Bieber,Love Yourself,10,10,10,Pop,summer,male,POP,Solo,1,2019.8.4,0.615384615,0.548076923,0.15,0.748226857,0,0.469414754,0.955107889,0,0,0,0
BLACKPINK,뚜두뚜두,10,10,10,Dance,summer,female,K_POP,Group,0,2019.8.4,0.541420118,0.653846154,0.4,0.562337364,0,0.394525289,0.527313067,0,0,0,0
Troye Sivan,Youth,10,10,10,Pop,summer,male,POP,Solo,1,2019.8.4,0.470414201,0.846153846,0.35,0.675594471,0,0.469414754,0.845913085,0,0,0,0
BLACKPINK,Forever Young,10,10,10,Dance,summer,female,K_POP,Group,0,2019.8.4,0.624260355,0.586538462,0.4,0.562337364,0,0.394525289,0.527313067,0,0,0,0
레드벨벳,빨간 맛,10,10,10,Dance,summer,female,K_POP,Group,0,2019.8.4,0.48816568,0.432692308,0.16,0.53842725,0,0.394525289,0.800383648,0.157380753,0.022482072,0.012973934,0
TWICE,Dance The Night Away,6,2,7,Dance,summer,female,K_POP,Group,0,2019.8.4,0.458579882,0.692307692,0.8,1,0.860927154,0.394525289,0.640267197,0.189486379,0.028809623,0.00688953,0
숀,Way Back Home,5,10,5,Electronica,summer,male,K_POP,Solo,1,2019.8.4,0.556213018,0.894230769,0.23,0.056848844,0,0.514429632,0,0,0,0,0
"기리보이, Kid Milli, NO:EL, 스윙스",flex,10,10,10,Rap/Hiphop,summer,male,K_POP,Project,1,2019.8.4,0.591715976,0.576923077,0.4,0.718901221,0,0.605437097,0.826263804,0,0,0,0
레드벨벳,Power Up,10,10,10,Dance,summer,female,K_POP,Group,0,2019.8.4,0.520710059,0.480769231,0.16,0.53842725,0,0.394525289,0.800383648,0.157380753,0.022482072,0.012973934,0
Charlie Puth,Attention,10,10,10,Pop,summer,male,POP,Solo,1,2019.8.4,0.550295858,0.663461538,0.11,0.583869299,0,0.469414754,0,0,0,0,0
방탄소년단,IDOL,7,4,7,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.4,0.582840237,0.836538462,0.37,0.755641172,0.830247909,0.605437097,0.525403988,0.406240389,0.096647539,0.022032689,0
바이브,가을 타나 봐,10,10,10,Ballad,summer,male,K_POP,Group,1,2019.8.4,0.609467456,0.596153846,0.12,0.283488333,0,0.47595999,0.405580346,0.324553286,0.064874093,0.023701263,0
임창정,하루도 그대를 사랑하지 않은 적이 없었다,10,10,10,Ballad,summer,male,K_POP,Solo,1,2019.8.4,0.642011834,0.586538462,0.06,0.198541019,0,0.47595999,0.625075922,0.056276418,0.006651885,0.022488746,0
임한별,이별하러 가는 길,8,10,8,Ballad,summer,male,K_POP,Solo,1,2019.8.4,0.831360947,0.682692308,0.67,0.289266783,0,0.47595999,0.373287456,0,0,0,0
"pH-1, Kid Milli, 루피",Good Day,10,10,10,Rap/Hiphop,summer,male,K_POP,Project,1,2019.8.4,0.713017751,0.567307692,0.257,0.698327993,0,0.605437097,0.633387919,0,0,0,0
아이유,삐삐,10,10,10,R&B/Soul,summer,female,K_POP,Solo,1,2019.8.4,0.5,0.769230769,0.83,0.559078971,0,0.509702644,0.35722981,0,0,0,0
양다일,고백,10,10,10,Ballad,summer,male,K_POP,Solo,0,2019.8.4,0.547337278,0.596153846,0.17,0.127361065,0,0.47595999,0.277551548,0,0,0,0
