artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
양다일,미안해,5,10,5,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.23,0.600591716,0.788461538,0.12,0.16076229,0,0.580986671,0.300380966,0,0,0,0
에일리,첫눈처럼 너에게 가겠다,6,10,6,Drama,winter,female,OST,Solo,1,2018.12.23,0.603550296,0.836538462,0.1,0.1390763,0,0.646944859,0.552411397,0,0,0,0.279562986
장덕철,그날처럼,7,10,8,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.612426036,0.807692308,0.22,0.430730756,0,0.537976127,0.348731503,0,0,0,0
정승환,눈사람,10,10,10,Ballad,winter,male,K_POP,Solo,0,2018.12.23,0.621301775,0.355769231,0.56,0.321032687,0,0.537976127,0.875664097,0.459388315,0.122816144,0.041834982,0
폴킴,"모든 날, 모든 순간",2,2,2,Drama,winter,male,OST,Solo,0,2018.12.23,0.547337278,1,0.26,0.586777786,0.864587918,0.646944859,0.762810156,0,0,0,0
방탄소년단,FAKE LOVE,6,4,6,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,0.639053254,0.653846154,0.49,0.88679732,0.839414049,0.533239364,0.616432306,0.442192734,0.113807232,0.028719574,0
벤,열애중,3,10,2,Ballad,winter,female,K_POP,Solo,0,2018.12.23,0.724852071,0.769230769,0.64,0.433678816,0,0.537976127,0.480854937,0,0,0,0
방탄소년단,전하지 못한 진심,10,10,10,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.639053254,0.5,0.49,0.88679732,0,0.537976127,0.616432306,0.442192734,0.113807232,0.028719574,0
볼빨간사춘기,여행,7,10,7,Indi,winter,female,K_POP,Solo,1,2018.12.23,0.576923077,0.951923077,0.09,0.305731339,0,0.628129793,0.412146881,0,0,0,0
BLACKPINK,뚜두뚜두,4,1,4,Dance,winter,female,K_POP,Group,1,2018.12.23,0.541420118,0.653846154,0.4,0.810904116,0.9142278,0.696853547,0.505326759,0,0,0,0
BLACKPINK,Forever Young,9,10,9,Dance,winter,female,K_POP,Group,0,2018.12.23,0.624260355,0.586538462,0.4,0.810904116,0,0.696853547,0.505326759,0,0,0,0
비투비,너 없인 안 된다,6,10,6,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.594674556,0.548076923,0.47,0.67269894,0,0.537976127,0.223096973,0,0,0,0
멜로망스,동화,10,10,10,Indi,winter,male,K_POP,Duet,0,2018.12.23,0.594674556,0.403846154,0.11,0.127361065,0,0.628129793,0.555770829,0,0,0,0
TWICE,Dance The Night Away,5,4,5,Dance,winter,female,K_POP,Group,0,2018.12.23,0.458579882,0.692307692,0.67,0.723561165,0.841846246,0.696853547,0.35722981,0,0,0,0
숀,Way Back Home,3,10,2,Electronica,winter,male,K_POP,Solo,1,2018.12.23,0.556213018,0.894230769,0.11,0.101839947,0,0.539911547,0.056848844,0,0,0,0
마마무,너나 해,9,10,8,Dance,winter,female,K_POP,Group,0,2018.12.23,0.50295858,0.365384615,0.42,0.675594471,0,0.696853547,0.7362448,0.292030735,0.054561258,0.022876691,0
승리,셋 셀테니,10,5,10,Dance,winter,male,K_POP,Solo,1,2018.12.23,0.529585799,0.307692308,0.04,0.61768842,0.818269076,0.696853547,0.505326759,0.229962368,0.037878788,0.031726803,0
"기리보이, Kid Milli, NO:EL, 스윙스",flex,6,10,6,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.23,0.591715976,0.576923077,0.275,0.505326759,0,0.533239364,0.709269454,0,0,0,0
Wanna One,에너제틱,8,10,8,Dance,winter,male,K_POP,Group,0,2018.12.23,0.482248521,0.442307692,0.24,0.979069206,0,0.696853547,0.554097624,0,0,0,0
레드벨벳,Power Up,10,10,10,Dance,winter,female,K_POP,Group,0,2018.12.23,0.520710059,0.480769231,0.35,0.678451819,0,0.696853547,0.762810156,0.148625502,0.020877276,0.006459593,0
방탄소년단,IDOL,4,2,4,Rap/Hiphop,winter,male,K_POP,Group,1,2018.12.23,0.582840237,0.836538462,0.49,0.88679732,0.873022037,0.533239364,0.616432306,0.442192734,0.113807232,0.028719574,0
선미,사이렌,4,10,4,Dance,winter,female,K_POP,Solo,1,2018.12.23,0.51183432,0.403846154,0.27,0.685892175,0,0.696853547,0.330664453,0.595532083,0.217171717,0.025419899,0
정승환,잘 지내요,8,10,9,Drama,winter,male,OST,Solo,1,2018.12.23,0.597633136,0.307692308,0.56,0.321032687,0,0.646944859,0.388236767,0.459388315,0.122816144,0.041834982,0
펀치,헤어지는 중,5,10,4,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.23,0.582840237,0.403846154,0.42,0.421637992,0,0.580986671,0.215216866,0,0,0,0
로이킴,우리 그만하자,4,9,4,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.686390533,0.317307692,0.06,0.215216866,0.774671996,0.537976127,0.636854858,0.27970033,0.050950309,0.024186039,0
바이브,가을 타나 봐,2,10,1,Ballad,winter,male,K_POP,Group,1,2018.12.23,0.609467456,0.596153846,0.45,0.258698005,0,0.537976127,0.480854937,0.325173981,0.065082645,0.029741912,0
임창정,하루도 그대를 사랑하지 않은 적이 없었다,2,5,2,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.642011834,0.586538462,0.27,0.223096973,0.826127889,0.537976127,0.691309434,0.13328292,0.018181818,0.027834313,0
임한별,이별하러 가는 길,3,10,3,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.831360947,0.682692308,0.89,0.427742032,0,0.537976127,0.741259084,0,0,0,0
저스디스,IndiGO,4,2,4,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.23,0.636094675,0.384615385,0.47,0.415357,0.852517364,0.533239364,0.415357,0,0,0,0
iKON,이별길,7,10,7,Ballad,winter,male,K_POP,Group,1,2018.12.23,0.630177515,0.221153846,0.17,0.637998286,0,0.537976127,0.505326759,0.393123264,0.090909091,0.175478065,0
"pH-1, Kid Milli, 루피",Good Day,3,10,3,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.23,0.713017751,0.567307692,0.24,0.436587303,0,0.533239364,0.636854858,0,0,0,0
로꼬,시간이 들겠지,4,10,4,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.23,0.609467456,0.355769231,0.1,0.101839947,0,0.533239364,0.391818321,0,0,0,0
아이유,삐삐,2,10,2,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.23,0.5,0.769230769,0.5,0.408888488,0,0.580986671,0.215216866,0,0,0,0
다비치,꿈처럼 내린,6,10,5,Drama,winter,female,OST,Duet,1,2018.12.23,0.591715976,0.221153846,0.39,0.330664453,0,0.646944859,0.680335997,0.369846339,0.081357049,0.023087833,0
양다일,고백,2,10,2,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.547337278,0.596153846,0.12,0.16076229,0,0.537976127,0.300380966,0,0,0,0
자이언티,멋지게 인사하는 법,5,10,5,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.520710059,0.221153846,0,0.265166517,0,0.537976127,0.198541019,0,0,0,0
루피,Save,8,6,8,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.23,0.834319527,0.182692308,0.27,0.271447509,0.801382724,0.533239364,0.636854858,0,0,0,0
멜로망스,선물,7,10,7,Indi,winter,male,K_POP,Duet,1,2018.12.23,0.695266272,0.961538462,0.11,0.127361065,0,0.628129793,0.555770829,0,0,0,0
케이윌,내 생에 아름다운,2,3,2,Drama,winter,male,OST,Solo,1,2018.12.23,0.636094675,0.615384615,0.1,0.365407349,0.84407516,0.646944859,0.680335997,0.29113268,0.054292929,0.068539509,0
EXO,Tempo,3,2,3,Dance,winter,male,K_POP,Group,0,2018.12.23,0.588757396,0.442307692,0.84,0.9716175,0.857469755,0.696853547,0.762810156,0.381992837,0.086243685,0.017876445,0
IZ*ONE,라비앙로즈,4,10,3,Dance,winter,female,K_POP,Group,1,2018.12.23,0.571005917,0.346153846,0.16,0.531081494,0,0.696853547,0.496744288,0,0,0,0
폴킴,너를 만나,1,10,1,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.75443787,0.740384615,0.26,0.586777786,0,0.537976127,0.691309434,0,0,0,0
SUPERBEE,수퍼비와,7,10,7,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.23,0.724852071,0.173076923,0,0.777673975,0,0.533239364,0.636854858,0,0,0,0
TWICE,YES or YES,1,1,1,Dance,winter,female,K_POP,Group,1,2018.12.23,0.627218935,0.615384615,0.67,0.723561165,0.919931874,0.696853547,0.35722981,0,0,0,0
노을,너는 어땠을까,5,10,5,Ballad,winter,male,K_POP,Group,1,2018.12.23,0.698224852,0.5,0.36,0.88895693,0,0.537976127,0.321032687,0.171887077,0.025252525,0.048763135,0
웬디,Goodbye,8,10,7,Drama,winter,female,OST,Solo,1,2018.12.23,0.49704142,0.173076923,0.17,0.056848844,0.771374131,0.646944859,0.680335997,0.170398473,0.024961658,0.010454593,0
Queen,Bohemian Rhapsody,6,4,5,Foreign Movie,winter,male,OST,Band,1,2018.12.23,0.973372781,0.317307692,0.53,0.791021216,0.841639015,0.75830627,0,0,0,0,0
비투비,아름답고도 아프구나,2,10,2,Ballad,winter,male,K_POP,Group,1,2018.12.23,0.633136095,0.336538462,0.47,0.67269894,0,0.537976127,0.223096973,0,0,0,0
제니,SOLO,1,1,1,Rap/Hiphop,winter,female,K_POP,Solo,1,2018.12.23,0.426035503,0.451923077,0.15,0.485514881,0.940743561,0.533239364,0.505326759,0,0,0,0
하은,신용재,1,1,1,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.556213018,0.509615385,1,0.395341635,0.89700692,0.537976127,0.170842204,0,0,0,0
Ariana Grande,"thank u, next",2,3,2,Pop,winter,female,POP,Solo,0,2018.12.23,0.535502959,0.701923077,0.8,0.879812996,0.84612081,0.576737494,0.740549823,0,0,0,0
EXID,알러뷰,6,10,5,Dance,winter,female,K_POP,Group,1,2018.12.23,0.5,0.134615385,0.43,0.424711506,0,0.696853547,0.415357,0.358351002,0.076921231,0.012020058,0
Wanna One,봄바람,4,4,3,Dance,winter,male,K_POP,Group,1,2018.12.23,0.621301775,0.182692308,0.24,0.979069206,0.828293274,0.696853547,0.531081494,0,0,0,0
황치열,그대가 내 안에 박혔다,9,10,9,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.618343195,0.173076923,0.45,0.563948368,0,0.537976127,0.245151152,0.221507684,0.035876001,0.012556255,0
김범수,첫눈처럼 너에게 가겠다,7,10,6,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.621301775,0.105769231,0.69,0.365407349,0,0.537976127,0.592480196,0.179324344,0.026728827,0.021499088,0
레드벨벳,RBB,5,10,4,Dance,winter,female,K_POP,Group,1,2018.12.23,0.482248521,0.134615385,0.35,0.678451819,0,0.696853547,0.762810156,0.148625502,0.020877276,0.006459593,0
마마무,Wind flower,4,4,3,R&B/Soul,winter,female,K_POP,Group,1,2018.12.23,0.624260355,0.153846154,0.42,0.675594471,0.827893776,0.580986671,0.7362448,0.292030735,0.054561258,0.022876691,0
송민호,아낙네,1,1,1,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.23,0.538461538,0.375,0.47,0.567134883,0.894315297,0.533239364,0.505326759,0,0,0,0
허각,흔한 이별,3,10,3,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.668639053,0.403846154,0.22,0.07290649,0,0.537976127,0.60873875,0.405192256,0.096179183,0.164161754,0
Sia,Snowman,2,6,4,Pop,winter,female,POP,Solo,1,2018.12.23,0.414201183,0.5,0.93,0.421637992,0.804757333,0.576737494,0.747540077,0,0,0,0
김동률,동화,3,10,2,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.674556213,0.134615385,0.37,0.636854858,0,0.537976127,0.626283051,0.489802712,0.140151515,0.077391768,0
EXO,Love Shot,1,1,1,Dance,winter,male,K_POP,Group,1,2018.12.23,0.514792899,0.471153846,0.84,0.9716175,0.892307758,0.696853547,0.762810156,0.381992837,0.086243685,0.017876445,0
Mariah Carey,All I Want For Christmas Is You,2,10,7,carol,winter,female,Others,Solo,1,2018.12.23,0.639053254,0.153846154,0.53,1,0,0.501657493,0,0,0,0,0
벤,180도,1,10,1,Ballad,winter,female,K_POP,Solo,1,2018.12.23,0.600591716,0.509615385,0.64,0.433678816,0,0.537976127,0.480854937,0,0,0,0
"성시경, 박효신, 이석훈, 서인국, 빅스",크리스마스니까,3,10,6,carol,winter,male,Others,Project,1,2018.12.23,0.588757396,0.115384615,0.334,0.565547483,0,0.501657493,0.882412434,0,0,0,0
오반,행복,7,2,8,Indi,winter,male,K_POP,Solo,1,2018.12.23,0.653846154,0.211538462,0.21,0.16076229,0.856845379,0.628129793,0.150190483,0,0,0,0
헤이즈,첫눈에,1,3,1,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.23,0.532544379,0.201923077,0.48,0.348731503,0.850614532,0.580986671,0.519573706,0,0,0,0
WINNER,MILLIONS,1,1,1,Dance,winter,male,K_POP,Group,1,2018.12.23,0.538461538,0.336538462,0.73,0.998924667,0.882471544,0.696853547,0.505326759,0,0,0,0
장덕철,알았다면,3,10,6,Ballad,winter,male,K_POP,Group,1,2018.12.23,0.642011834,0.230769231,0.22,0.430730756,0,0.537976127,0.348731503,0,0,0,0
Ariana Grande,Santa Tell Me,1,10,3,Pop,winter,female,POP,Solo,1,2018.12.23,0.526627219,0.240384615,0.8,0.879812996,0.774315286,0.576737494,0.740549823,0,0,0,0
"SG워너비, 브라운 아이드 걸스",Must Have Love,9,10,10,All,winter,mixed,K_POP,Project,1,2018.12.23,0.692307692,0.038461538,0.12,0.294895127,0,0.565257715,0.577932515,0,0,0,0
윤건,너도 그냥 날 놓아주면 돼,7,10,7,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.659763314,0.384615385,0.4,0.603453633,0,0.537976127,0.673668423,0,0,0.035303279,0
방탄소년단,봄날,6,10,7,Dance,winter,male,K_POP,Group,0,2018.12.23,0.733727811,1,0.49,0.88679732,0,0.696853547,0.616432306,0.442192734,0.113807232,0.028719574,0
EXO,Gravity,9,10,9,Dance,winter,male,K_POP,Group,0,2018.12.23,0.618343195,0.173076923,0.84,0.9716175,0,0.696853547,0.762810156,0.381992837,0.086243685,0.017876445,0
EXO,Wait,9,10,8,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.659763314,0.115384615,0.84,0.9716175,0,0.537976127,0.762810156,0.381992837,0.086243685,0.017876445,0
EXO,닿은 순간,10,10,10,Dance,winter,male,K_POP,Group,0,2018.12.23,0.476331361,0.163461538,0.84,0.9716175,0,0.696853547,0.762810156,0.381992837,0.086243685,0.017876445,0
EXO,트라우마,8,10,7,Dance,winter,male,K_POP,Group,0,2018.12.23,0.579881657,0.115384615,0.84,0.9716175,0,0.696853547,0.762810156,0.381992837,0.086243685,0.017876445,0
TWICE,올해 제일 잘한 일,10,10,6,R&B/Soul,winter,female,K_POP,Group,0,2018.12.23,0.544378698,0.028846154,0.67,0.723561165,0,0.580986671,0.35722981,0,0,0,0
Wanna One,Beautiful,8,10,8,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.50591716,0.394230769,0.24,0.979069206,0,0.537976127,0.554097624,0,0,0,0
방탄소년단,Euphoria,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,0.600591716,0.307692308,0.49,0.88679732,0,0.533239364,0.616432306,0.442192734,0.113807232,0.028719574,0
방탄소년단,I`m Fine,8,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,0.633136095,0.365384615,0.49,0.88679732,0,0.533239364,0.616432306,0.442192734,0.113807232,0.028719574,0
아이유,미리 메리 크리스마스,3,10,6,All,winter,female,K_POP,Solo,0,2018.12.23,0.721893491,0.125,0.5,0.408888488,0,0.565257715,0.215216866,0,0,0,0
에일리,Is You,7,10,10,Drama,winter,female,OST,Solo,0,2018.12.23,0.704142012,0.038461538,0.1,0.1390763,0.772864584,0.646944859,0.636854858,0,0,0,0.675020475
폴킴,비,5,10,5,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.23,0.627218935,0.980769231,0.26,0.586777786,0,0.580986671,0.691309434,0,0,0,0
폴킴,사랑 알 수 없나봐,6,10,3,Drama,winter,male,OST,Solo,0,2018.12.23,0.683431953,0.115384615,0.26,0.586777786,0,0.646944859,0.294895127,0,0,0,0
10cm,폰서트,10,10,10,Indi,winter,male,K_POP,Solo,1,2018.12.30,0.50887574,0.240384615,0.23,0.300380966,0,0.628129793,0.805707726,0,0,0,0
BLACKPINK,마지막처럼,10,10,10,Dance,winter,female,K_POP,Group,0,2018.12.30,0.553254438,0.317307692,0.53,1,0,0.696853547,0.77466031,0,0,0,0
Camila Cabello,Havana,10,10,9,Pop,winter,female,POP,Solo,1,2018.12.30,0.565088757,0.855769231,0.11,0.659684276,0,0.576737494,0,0,0,0,0
DEAN,instagram,10,10,10,R&B/Soul,winter,male,K_POP,Solo,1,2018.12.30,0.680473373,0.25,0.61,0.71653312,0,0.580986671,0,0,0,0,0
Ed Sheeran,Shape of You,9,10,9,Pop,winter,male,POP,Solo,1,2018.12.30,0.615384615,1,0.35,0.784740223,0,0.576737494,0,0,0,0,0
EXO,Universe,10,10,10,Ballad,winter,male,K_POP,Group,0,2018.12.30,0.704142012,0.259615385,0.81,0.846785034,0,0.537976127,0.936949022,0.443621952,0.114535372,0.031064054,0
Fitz & The Tantrums,HandClap,8,10,8,Pop,winter,mixed,POP,Band,1,2018.12.30,0.49408284,0.740384615,0,0.607429507,0,0.576737494,0.599403439,0,0,0,0
iKON,사랑을 했다,7,10,8,Rap/Hiphop,winter,male,K_POP,Group,1,2018.12.30,0.544378698,0.615384615,0.45,0.667785372,0,0.533239364,0.77466031,0,0,0.130079894,0
Imagine Dragons,Thunder,10,10,9,Rock,winter,male,POP,Group,1,2018.12.30,0.476331361,0.673076923,0.51,0.573370682,0,0.640332925,0,0,0,0,0
Shawn Mendes,There`s Nothing Holdin` Me Back,10,10,10,Pop,winter,male,POP,Solo,1,2018.12.30,0.514792899,0.548076923,0,0.729622513,0,0.576737494,0.913960106,0,0,0,0
The Chainsmokers,Closer,10,10,10,Pop,winter,male,POP,Duet,1,2018.12.30,0.650887574,0.663461538,0.28,0.731111722,0,0.576737494,0.845475791,0,0,0,0
TWICE,What is Love?,10,3,9,Dance,winter,female,K_POP,Group,0,2018.12.30,0.538461538,0.5,0.89,0.685892175,0.840907425,0.696853547,0.713334847,0,0,0,0
Wanna One,BOOMERANG,10,10,10,Dance,winter,male,K_POP,Group,0,2018.12.30,0.467455621,0.317307692,0.51,1,0,0.696853547,0.531081494,0,0,0,0
길구봉구,이 별,10,10,10,Ballad,winter,male,K_POP,Group,1,2018.12.30,0.627218935,0.490384615,1,0.344353999,0,0.537976127,0.305731339,0,0,0,0
김하온,붕붕,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.30,0.618343195,0.461538462,0,0.531081494,0,0.533239364,0.596660629,0,0,0,0
닐로,지나오다,3,4,4,Ballad,winter,male,K_POP,Solo,1,2018.12.30,0.75443787,0.923076923,0.1,0.07290649,0.837655572,0.537976127,0,0,0,0,0
"로꼬, 화사",주지마,10,10,9,Ballad,winter,mixed,K_POP,Project,1,2018.12.30,0.609467456,0.586538462,0.135,0.25203043,0,0.537976127,0.934350575,0,0,0,0
로이킴,그때 헤어지면 돼,6,10,6,Ballad,winter,male,K_POP,Solo,0,2018.12.30,0.659763314,0.509615385,0.06,0.114976033,0,0.537976127,0.461143257,0.241521467,0.040715404,0.023279781,0
마마무,별이 빛나는 밤,10,10,10,Dance,winter,female,K_POP,Group,0,2018.12.30,0.547337278,0.451923077,0.46,0.680335997,0,0.696853547,0.806233009,0.323574648,0.0645462,0.020540698,0
먼데이 키즈,가을 안부,6,10,5,Ballad,winter,male,K_POP,Solo,1,2018.12.30,0.819526627,0.788461538,0.27,0.335324398,0,0.537976127,0.532941411,0,0,0,0
멜로망스,You,10,10,9,Ballad,winter,male,K_POP,Duet,0,2018.12.30,0.727810651,0.596153846,0.26,0.127361065,0,0.537976127,0.776473534,0,0,0,0
모모랜드,뿜뿜,10,10,10,Dance,winter,female,K_POP,Group,1,2018.12.30,0.541420118,0.567307692,0.35,0.321032687,0,0.696853547,0.230700527,0,0,0,0
박원,all of my life,10,10,10,Ballad,winter,male,K_POP,Solo,1,2018.12.30,0.659763314,0.307692308,0.3,0.715737966,0,0.537976127,0.277551548,0,0,0,0
방탄소년단,DNA,7,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.30,0.582840237,0.673076923,0.48,0.89530954,0,0.533239364,0.580921239,0.381231941,0.085931386,0.018781055,0
비투비,그리워하다,7,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.30,0.624260355,0.644230769,0.45,0.635705364,0,0.537976127,0.245151152,0,0,0,0
빅뱅,꽃 길,10,10,10,Trot,winter,female,K_POP,Solo,1,2018.12.30,0.50887574,0.307692308,0.42,0.265166517,0,0.754868366,0.77466031,0.529524304,0.165780613,0.017669856,0
아이유,밤편지,4,10,5,Ballad,winter,female,K_POP,Solo,0,2018.12.30,0.671597633,1,0.63,0.447845891,0,0.537976127,0.478486836,0,0,0,0
양다일,미안해,5,10,5,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.30,0.600591716,0.788461538,0.35,0.170842204,0,0.580986671,0.305731339,0,0,0,0
에일리,첫눈처럼 너에게 가겠다,6,10,6,Drama,winter,female,OST,Solo,1,2018.12.30,0.603550296,0.836538462,0.08,0.127361065,0,0.646944859,0.517594888,0,0,0,0.317209397
용준형,소나기,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.30,0.529585799,0.375,0.03,0.020651721,0,0.533239364,0.07290649,0,0,0,0
우원재,시차,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.30,0.50295858,0.451923077,0,0.325902085,0,0.533239364,0.421637992,0,0,0,0
윤종신,좋니,10,10,10,Ballad,winter,male,K_POP,Solo,1,2018.12.30,0.893491124,0.528846154,0.23,0.305731339,0,0.537976127,0.941492918,0.082000876,0.010160957,0.021409901,0
이수,My Way,10,10,10,Drama,winter,male,OST,Solo,1,2018.12.30,0.74852071,0.567307692,0.87,0.238046284,0,0.646944859,0,0,0,0,0
장덕철,그날처럼,8,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.30,0.612426036,0.807692308,0.22,0.369383223,0,0.537976127,0.402220914,0,0,0,0
정승환,눈사람,10,10,10,Ballad,winter,male,K_POP,Solo,0,2018.12.30,0.621301775,0.355769231,0.65,0.31605134,0,0.537976127,0.893212629,0.20340488,0.031783351,0.023909147,0
청하,Roller Coaster,10,5,9,Dance,winter,female,K_POP,Solo,0,2018.12.30,0.553254438,0.586538462,0.54,0.682203931,0.832381442,0.696853547,0,0.179805286,0.026825633,0.005417769,0
펀치,밤이 되니까,10,10,10,R&B/Soul,winter,female,K_POP,Solo,0,2018.12.30,0.532544379,0.355769231,0.43,0.442289713,0,0.580986671,0.207039327,0,0,0,0
폴킴,"모든 날, 모든 순간",2,2,2,Drama,winter,male,OST,Solo,0,2018.12.30,0.547337278,1,0.36,0.63454974,0.87014886,0.646944859,0.936949022,0,0,0,0
여자친구,밤,10,10,10,Dance,winter,female,K_POP,Group,1,2018.12.30,0.594674556,0.384615385,0.34,0.563948368,0,0.696853547,0.198541019,0.310386441,0.060236107,0.015131011,0
(여자)아이들,LATATA,10,10,10,Dance,winter,female,K_POP,Group,1,2018.12.30,0.523668639,0.221153846,0.25,0.458548267,0,0.696853547,0.245151152,0,0,0,0
방탄소년단,FAKE LOVE,6,2,6,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.30,0.639053254,0.653846154,0.48,0.89530954,0.850526438,0.533239364,0.580921239,0.381231941,0.085931386,0.018781055,0
벤,열애중,3,10,3,Ballad,winter,female,K_POP,Solo,0,2018.12.30,0.724852071,0.769230769,0.65,0.427742032,0,0.537976127,0.492322113,0,0,0,0
헤이즈,비도 오고 그래서,10,10,10,Rap/Hiphop,winter,female,K_POP,Solo,0,2018.12.30,0.529585799,0.682692308,0.29,0.289266783,0,0.533239364,0.596660629,0,0,0,0
방탄소년단,전하지 못한 진심,10,10,10,Ballad,winter,male,K_POP,Group,0,2018.12.30,0.639053254,0.5,0.48,0.89530954,0,0.537976127,0.580921239,0.381231941,0.085931386,0.018781055,0
볼빨간사춘기,여행,7,10,7,Indi,winter,female,K_POP,Solo,1,2018.12.30,0.576923077,0.951923077,0.12,0.555770829,0,0.628129793,0.542008804,0,0,0,0
Adele,Someone Like You,10,10,10,R&B/Soul,winter,female,POP,Solo,1,2018.12.30,0.769230769,0.336538462,0.74,0.796028143,0,0.580986671,0,0,0,0,0
Justin Bieber,Love Yourself,10,10,10,Pop,winter,male,POP,Solo,1,2018.12.30,0.615384615,0.548076923,0.26,0.738408003,0,0.576737494,0.941211699,0,0,0,0
