rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
7,4,7,Dance,fall,female,K_POP,Group,FALSE,0.523668639053255,0.221153846153846,0.25,0.593882654618329,0.825572800832437,0.503168297512131,0.30573133866415,0,0,0,0
3,2,3,Dance,summer,female,K_POP,Group,TRUE,0.523668639053255,0.221153846153846,0.2,0.450571449671064,0.866658569922151,0.394525288674247,0.258698004551698,0,0,0,0
6,3,6,Dance,fall,female,K_POP,Group,FALSE,0.523668639053255,0.221153846153846,0.53,0.725092472223789,0.835023813819836,0.503168297512131,1,0,0,0,0
6,3,5,Dance,summer,female,K_POP,Group,FALSE,0.523668639053255,0.221153846153846,0.62,0.756302788335214,0.845447437828894,0.394525288674247,0.310952773617176,0,0,0,0
2,10,2,Dance,summer,female,K_POP,Group,TRUE,0.523668639053255,0.221153846153846,0.6,0.746159950748812,0,0.394525288674247,0.310952773617176,0,0,0,0
8,4,7,Dance,fall,female,K_POP,Group,FALSE,0.523668639053255,0.221153846153846,0.46,0.49232211319683,0.832010965509565,0.503168297512131,0.283488332509601,0,0,0,0
6,3,6,Dance,fall,female,K_POP,Group,FALSE,0.523668639053255,0.221153846153846,0.66,0.70090242762251,0.845058878048638,0.503168297512131,0.289266783361501,0,0,0,0
2,10,2,Dance,summer,female,K_POP,Group,TRUE,0.523668639053255,0.221153846153846,0.46,0.65126849741821,0,0.394525288674247,0.344353998842983,0,0,0,0
10,4,10,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.43,0.30573133866415,0.821218626963371,0.56525771462608,0.480854936714392,0,0,0,0
6,1,7,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.59,0.384595016410646,0.861434535165427,0.56525771462608,0.114976033480779,0,0,0,0
10,5,10,All,spring,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.6,0.325902084525783,0.818109316015948,0.40323191326895,0.527313067236237,0,0,0,0
5,2,4,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.64,0.325902084525783,0.861506633440333,0.56525771462608,0.127361065167681,0,0,0,0
10,5,10,All,spring,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.41,0.271447509100542,0.812377900904998,0.40323191326895,0.34873150258179,0,0,0,0
10,10,10,All,spring,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.44,0.316051339802897,0,0.40323191326895,0.384595016410646,0,0,0,0
6,2,5,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.53,0.271447509100542,0.854191285041727,0.56525771462608,0.207039326825948,0,0,0,0
3,1,2,All,fall,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.79,0.395341635260227,0.899928327899234,0.521663772066384,0.252030430312962,0,0,0,0
7,1,6,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.45,0.258698004551698,0.849458028057119,0.56525771462608,0.198541019358102,0,0,0,0
7,2,6,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.74,0.316051339802897,0.843776541622751,0.56525771462608,0.300380966447376,0,0,0,0
10,5,10,All,spring,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.38,0.252030430312962,0.81148170057337,0.40323191326895,0.436587303232837,0,0,0,0
10,3,10,All,spring,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.4,0.380891010567912,0.839197323097801,0.40323191326895,0.51358219851865,0,0,0,0
7,2,7,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.6,0.294895127476996,0.837767158265655,0.56525771462608,0.58532842275597,0,0,0,0
2,1,10,All,fall,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.97,0.503212800579202,0.88936660111778,0.521663772066384,0.238046283874735,0,0,0,0
6,2,6,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.37,0.223096972966128,0.848184434867844,0.56525771462608,0.384595016410646,0,0,0,0
7,3,7,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.85,0.316051339802897,0.839844927613764,0.56525771462608,0.424711505776413,0,0,0,0
4,1,3,All,fall,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.6,0.335324397936896,0.873889649677162,0.521663772066384,0.480854936714392,0,0,0,0
10,1,10,All,fall,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.57,0.505326759447614,0.915843704996874,0.521663772066384,0.207039326825948,0,0,0,0
8,2,7,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.61,0.252030430312962,0.838870606579511,0.56525771462608,0.580921238986251,0,0,0,0
10,10,10,All,spring,female,K_POP,Group,FALSE,0.547337278106509,0.240384615384615,0.7,0.458548266958582,0,0.40323191326895,0,0,0,0,0
6,1,6,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.58,0.40558034618405,0.849637560030925,0.56525771462608,0.325902084525783,0,0,0,0
9,3,8,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.51,0.258698004551698,0.836754547376731,0.56525771462608,0.49232211319683,0,0,0,0
10,4,10,All,spring,female,K_POP,Group,FALSE,0.547337278106509,0.240384615384615,0.65,0.480854936714392,0.825433139308488,0.40323191326895,0,0,0,0,0
10,3,9,All,winter,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.59,0.321032687124339,0.832010965509565,0.56525771462608,0.388236767098423,0,0,0,0
3,1,3,All,fall,female,K_POP,Group,TRUE,0.547337278106509,0.240384615384615,0.55,0.361357155132215,0.892307757576973,0.521663772066384,0.335324397936896,0,0,0,0
10,3,10,All,spring,female,K_POP,Group,FALSE,0.547337278106509,0.240384615384615,0.78,0.562337364211053,0.838100549318702,0.40323191326895,0.42163799232423,0,0,0,0
3,10,2,Dance,spring,female,K_POP,Group,TRUE,0.502958579881657,0.0192307692307692,0.7,0.458548266958582,0,0.551930308223071,0.30573133866415,0,0,0,0
2,1,10,Dance,spring,female,K_POP,Group,TRUE,0.502958579881657,0.0192307692307692,0.78,0.562337364211053,0.904364489325856,0.551930308223071,0.353022317355514,0,0,0,0
2,1,2,Dance,spring,female,K_POP,Group,TRUE,0.502958579881657,0.0192307692307692,0.65,0.480854936714392,0.891897203601357,0.551930308223071,0.300380966447376,0,0,0,0
10,3,10,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.13,0.238046283874735,0.834788832305792,0.551930308223071,0.207039326825948,0,0,0,0
8,2,6,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.3,0.238046283874735,0.845640681861605,0.551930308223071,0.198541019358102,0,0,0,0
10,3,9,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.23,0.223096972966128,0.828821415771499,0.551930308223071,0.189695747740321,0,0,0,0
9,3,8,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.17,0.230700527344224,0.835023813819836,0.551930308223071,0.223096972966128,0,0,0,0
10,4,10,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.26,0.207039326825948,0.822855903658626,0.551930308223071,0.189695747740321,0,0,0,0
2,1,3,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.21,0.353022317355514,0.895869635388835,0.551930308223071,0.271447509100542,0,0,0,0
3,1,2,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.53,0.344353998842983,0.899212552518509,0.551930308223071,0.330664453490704,0,0,0,0
10,3,10,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.2,0.198541019358102,0.825433139308488,0.551930308223071,0.180473970267016,0,0,0,0
5,1,4,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.3,0.215216865818728,0.872612366748925,0.551930308223071,0.238046283874735,0,0,0,0
10,5,10,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.1,0.127361065167681,0.811662125712639,0.551930308223071,0.180473970267016,0,0,0,0
6,2,5,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.07,0.223096972966128,0.8611451826724,0.551930308223071,0.215216865818728,0,0,0,0
4,1,3,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.37,0.245151152036539,0.897752111944707,0.551930308223071,0.252030430312962,0,0,0,0
10,3,10,Dance,spring,female,K_POP,Group,TRUE,0.50887573964497,0.125,0.34,0.198541019358102,0.822709079998693,0.551930308223071,0.180473970267016,0,0,0,0
3,1,10,Dance,winter,female,K_POP,Group,TRUE,0.50887573964497,0.125,1,0.507420293273324,0.91689490959279,0.696853546999652,0.321032687124339,0,0,0,0
6,2,5,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.35,0.180473970267016,0.870942117157428,0.605437097331563,0.289266783361501,0,0,0,0
5,2,4,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.47,0.198541019358102,0.88047505751105,0.605437097331563,0.245151152036539,0,0,0,0
9,3,8,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.1,0.207039326825948,0.847349664445036,0.605437097331563,0.215216865818728,0,0,0,0
8,2,7,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.27,0.160762290393488,0.841535102782348,0.605437097331563,0.189695747740321,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.44,0.442289713001193,0.837878515799993,0.532094004538088,0.198541019358102,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.44,0.436587303232837,0.847068536489665,0.532094004538088,0.215216865818728,0,0,0,0
4,1,7,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.56,0.245151152036539,0.899212552518509,0.605437097331563,0.198541019358102,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.41,0.458548266958582,0.831762571766359,0.532094004538088,0.198541019358102,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.59,0.436587303232837,0.838211227152601,0.532094004538088,0.223096972966128,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.5,0.461143256840864,0.839952116095627,0.532094004538088,0.189695747740321,0,0,0,0
7,2,7,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.31,0.170842203900651,0.848642720126803,0.605437097331563,0.230700527344224,0,0,0,0
4,1,4,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.46,0.207039326825948,0.888055739053951,0.605437097331563,0.189695747740321,0,0,0,0
10,3,9,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.19,0.289266783361501,0.837543756980445,0.605437097331563,0.189695747740321,0,0,0,0
10,3,10,Rap/Hiphop,fall,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.35,0.321032687124339,0.826950042340979,0.532094004538088,0.170842203900651,0,0,0,0
7,1,10,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.52,0.310952773617176,0.761456183680544,0.605437097331563,0.223096972966128,0,0,0,0
7,2,6,Rap/Hiphop,summer,female,K_POP,Group,TRUE,0.535502958579882,0.144230769230769,0.18,0.180473970267016,0.857469754952523,0.605437097331563,0.223096972966128,0,0,0,0
10,10,10,All,fall,female,K_POP,Group,TRUE,0.683431952662722,0,0.41,0.453263149693463,0,0.521663772066384,0.271447509100542,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.25,0.458548266958582,0,0.696853546999652,0.245151152036539,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.22,0.230700527344224,0,0.696853546999652,0.230700527344224,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.26,0.252030430312962,0,0.696853546999652,0.283488332509601,0,0,0,0
6,10,5,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.28,0.51358219851865,0,0.503168297512131,0.230700527344224,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.17,0.223096972966128,0,0.696853546999652,0.283488332509601,0,0,0,0
3,10,3,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.35,0.487807802719603,0,0.503168297512131,0.294895127476996,0,0,0,0
2,10,2,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.58,0.540225427159403,0,0.503168297512131,0.373287456189816,0,0,0,0
10,10,8,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.43,0.373287456189816,0,0.503168297512131,0.289266783361501,0,0,0,0
2,10,10,Dance,summer,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.8,1,0,0.394525288674247,0.501078014194522,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.23,0.283488332509601,0,0.696853546999652,0.300380966447376,0,0,0,0
5,10,3,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.21,0.494544482066671,0,0.503168297512131,0.570275213947825,0,0,0,0
10,10,10,Dance,spring,female,K_POP,Group,FALSE,0.532544378698225,0.240384615384615,0.53,0.344353998842983,0,0.551930308223071,0.330664453490704,0,0,0,0
2,10,1,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.53,0.725092472223789,0,0.503168297512131,1,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.17,0.238046283874735,0,0.696853546999652,0.223096972966128,0,0,0,0
10,10,10,Dance,spring,female,K_POP,Group,FALSE,0.532544378698225,0.240384615384615,0.21,0.353022317355514,0,0.551930308223071,0.271447509100542,0,0,0,0
3,10,2,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.46,0.49232211319683,0,0.503168297512131,0.283488332509601,0,0,0,0
1,10,1,Dance,summer,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.62,0.756302788335214,0,0.394525288674247,0.310952773617176,0,0,0,0
7,10,6,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.75,0.645837660114665,0,0.503168297512131,0.271447509100542,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.21,0.198541019358102,0,0.696853546999652,0.277551548391368,0,0,0,0
2,10,2,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.25,0.593882654618329,0,0.503168297512131,0.30573133866415,0,0,0,0
1,10,1,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.66,0.70090242762251,0,0.503168297512131,0.289266783361501,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,FALSE,0.532544378698225,0.240384615384615,1,0.507420293273324,0,0.696853546999652,0.321032687124339,0,0,0,0
8,10,7,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.37,0.471223170348026,0,0.503168297512131,0.330664453490704,0,0,0,0
10,10,10,Dance,winter,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.14,0.189695747740321,0,0.696853546999652,0.321032687124339,0,0,0,0
1,10,2,Dance,summer,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.88,0.908466083961025,0,0.394525288674247,0.365407349042416,0,0,0,0
5,10,5,Dance,fall,female,K_POP,Group,TRUE,0.532544378698225,0.240384615384615,0.27,0.408888487775386,0,0.503168297512131,0.238046283874735,0,0,0,0
7,7,6,Drama,fall,male,OST,Solo,FALSE,0.624260355029586,0.0384615384615385,0.44,0.463707536062569,0.787306081776034,0.374420603619436,0.754977529981696,0,0,0,0
9,9,8,Drama,fall,male,OST,Solo,FALSE,0.624260355029586,0.0384615384615385,0.46,0.40558034618405,0.781980276731675,0.374420603619436,0.774660309679745,0,0,0,0
6,9,4,Drama,fall,male,OST,Solo,FALSE,0.624260355029586,0.0384615384615385,0.41,0.455921821887838,0.776075896177934,0.374420603619436,0.722791433975989,0,0,0,0
8,7,7,Drama,fall,male,OST,Solo,FALSE,0.624260355029586,0.0384615384615385,0.62,0.398808574268223,0.796609891253585,0.374420603619436,0.748226857346798,0,0,0,0
4,8,10,Drama,fall,male,OST,Solo,FALSE,0.624260355029586,0.0384615384615385,1,0.476092567749471,0.786453874489092,0.374420603619436,0.725092472223789,0,0,0,0
10,10,10,Indi,spring,male,K_POP,Solo,FALSE,0.535502958579882,0,0.37,0.51358219851865,0,0.513549812983716,0.714138851624206,0,0,0,0
4,10,3,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.3,0.424711505776413,0,0.513549812983716,0.765359351110972,0,0,0,0
7,10,7,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.18,0.461143256840864,0,0.513549812983716,0.802529002892143,0,0,0,0
9,10,9,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.49,0.395341635260227,0,0.513549812983716,0.811928604803279,0,0,0,0
3,10,2,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.54,0.42163799232423,0,0.513549812983716,0.75297431942407,0,0,0,0
2,10,1,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.33,0.430730755762563,0,0.513549812983716,0.792703079644206,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.23,0.398808574268223,0,0.501741531027057,0.762810156233686,0,0,0,0
6,10,4,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.32,0.365407349042416,0,0.513549812983716,0.760878383569155,0,0,0,0
2,10,10,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.37,0.51358219851865,0,0.513549812983716,0.714138851624206,0,0,0,0
8,10,7,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.29,0.450571449671064,0,0.513549812983716,0.784160091473999,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.17,0.316051339802897,0,0.501741531027057,0.739838233032565,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,FALSE,0.606508875739645,0.192307692307692,0.4,0.418520254141751,0,0.501741531027057,0.708447141792414,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.26,0.353022317355514,0,0.501741531027057,0.721243719786009,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.47,0.321032687124339,0,0.501741531027057,0.742670679448569,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.27,0.384595016410646,0,0.501741531027057,0.721243719786009,0,0,0,0
3,10,3,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.24,0.408888487775386,0,0.513549812983716,0.722018958771606,0,0,0,0
6,10,6,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.24,0.34873150258179,0,0.513549812983716,0.693968105762573,0,0,0,0
10,10,9,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.25,0.369383223258753,0,0.501741531027057,0.753644116140839,0,0,0,0
10,10,10,Indi,summer,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.35,0.34873150258179,0,0.501741531027057,0.737689332127127,0,0,0,0
1,10,2,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.5,0.439457266585189,0,0.513549812983716,0.87831348128612,0,0,0,0
7,10,6,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.24,0.398808574268223,0,0.513549812983716,0.710088657714005,0,0,0,0
9,10,8,Indi,spring,male,K_POP,Solo,TRUE,0.606508875739645,0.192307692307692,0.46,0.447845890899422,0,0.513549812983716,0.809874759422654,0,0,0,0
6,10,6,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.27,0.357229810049636,0,0.374420603619436,0.412146880987365,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.31,0.398808574268223,0,0.61352226319875,0.702601879984026,0,0,0,0
3,10,3,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.25,0.494544482066671,0,0.374420603619436,0.730368397071566,0,0,0,0
2,10,2,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.53,0.543777622538885,0,0.374420603619436,0.672698939743172,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.32,0.388236767098423,0,0.61352226319875,0.555770829407738,0,0,0,0
6,10,5,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.35,0.339886230964009,0,0.374420603619436,0.380891010567912,0,0,0,0
3,10,3,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.42,0.483197435911274,0,0.374420603619436,0.604787046758008,0,0,0,0
8,10,6,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.33,0.408888487775386,0,0.646944858645259,0.339886230964009,0,0,0,0
2,10,2,Drama,summer,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.38,0.769127777666336,0,0.406205251373573,0.72356116503532,0,0,0,0
8,10,8,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.26,0.49232211319683,0,0.646944858645259,0.415356999928155,0,0,0,0
4,10,4,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.2,0.418520254141751,0,0.374420603619436,0.483197435911274,0,0,0,0
3,10,2,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.27,0.471223170348026,0,0.374420603619436,0.450571449671064,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.27,0.395341635260227,0,0.61352226319875,0.503212800579202,0,0,0,0
8,10,8,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.15,0.339886230964009,0,0.646944858645259,1,0,0,0,0
2,10,10,Drama,summer,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.4,0.418520254141751,0,0.406205251373573,0.361357155132215,0,0,0,0
2,10,2,Drama,summer,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.22,0.412146880987365,0,0.406205251373573,0.39181832079586,0,0,0,0
5,10,5,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.27,0.325902084525783,0,0.374420603619436,0.442289713001193,0,0,0,0
9,10,8,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.33,0.365407349042416,0,0.646944858645259,0.602111962591246,0,0,0,0
4,10,4,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.3,0.39181832079586,0,0.374420603619436,0.480854936714392,0,0,0,0
7,10,8,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.32,0.34873150258179,0,0.646944858645259,0.570275213947825,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.22,0.388236767098423,0,0.61352226319875,0.507420293273324,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.25,0.415356999928155,0,0.61352226319875,0.567134882671604,0,0,0,0
10,10,10,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.23,0.357229810049636,0,0.646944858645259,0.734059782180665,0,0,0,0
10,10,10,Drama,spring,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.32,0.433678815733289,0,0.61352226319875,0.503212800579202,0,0,0,0
4,10,3,Drama,fall,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.25,0.442289713001193,0,0.374420603619436,0.532941411351731,0,0,0,0
8,10,7,Drama,winter,male,OST,Solo,TRUE,0.547337278106509,0.384615384615385,0.42,0.344353998842983,0,0.646944858645259,0.565547483151843,0,0,0,0
