,previous_ranking,genre,season,sex,song_type,active_type,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,title_song,you_rank_g
8962,9,Rap/Hiphop,winter,male,K_POP,Group,226,37,38.0,50.0,2280000.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,False,8
8963,10,Rap/Hiphop,fall,male,K_POP,Group,226,37,26.0,27.8,13900000.0,-0.00050109,8.4,6751.0,2.1013048640000003,91.61874259,0.0,False,1
8964,4,Rap/Hiphop,summer,male,K_POP,Group,226,37,52.0,47.0,0.0,0.049246414,15.3,13781.0,2.298764236,147.9877635,0.0,False,10
8965,10,Rap/Hiphop,winter,male,K_POP,Group,226,37,32.0,26.5,0.0,0.00027579,8.8,2848.0,3.569412836,230.9399181,0.0,False,10
8966,1,Rap/Hiphop,spring,male,K_POP,Group,226,37,49.0,58.7,1830000.0,-0.03748262,14.9,10105.0,3.501353084,230.2521008,0.0,False,7
8967,6,Rap/Hiphop,summer,male,K_POP,Group,226,37,39.0,39.6,0.0,0.049246414,12.2,7767.0,1.916134061,155.9719408,0.0,False,10
8968,8,Rap/Hiphop,winter,male,K_POP,Group,226,37,24.0,29.8,0.0,0.00027579,14.2,3728.0,1.251364132,163.79592580000002,0.0,False,10
8969,10,Rap/Hiphop,summer,male,K_POP,Group,226,37,29.0,28.5,0.0,0.049246414,12.7,2524.0,3.129610656,221.40625,0.0,False,10
8970,10,Rap/Hiphop,summer,male,K_POP,Group,226,37,34.0,31.0,0.0,0.049246414,21.2,4875.0,2.166789487,126.4593466,0.0,False,10
8971,10,Rap/Hiphop,winter,male,K_POP,Group,226,37,38.0,32.2,1770000.0,0.00027579,39.5,6969.0,1.78332782,132.0901422,0.0,False,10
8972,10,Rap/Hiphop,fall,male,K_POP,Group,226,37,27.0,29.9,2300000.0,-0.00050109,11.0,3655.0,1.9072233269999999,127.03876740000001,0.0,False,7
8973,8,Rap/Hiphop,fall,male,K_POP,Group,226,37,31.0,29.6,3180000.0,-0.00050109,12.5,3721.0,2.424662279,158.54520259999998,0.0,False,4
8974,8,Rap/Hiphop,winter,male,K_POP,Group,226,37,31.0,27.9,0.0,0.00027579,19.2,2414.0,3.02354874,222.0487404,0.0,False,10
8975,4,Rap/Hiphop,spring,male,K_POP,Group,226,37,74.0,74.1,2300000.0,-0.03748262,29.2,17856.0,4.033212247,225.5188376,0.0,True,6
8976,4,Rap/Hiphop,spring,male,K_POP,Group,226,37,45.0,44.9,2180000.0,-0.03748262,15.9,8817.0,3.0308542480000003,144.88349069999998,0.0,False,7
8977,10,Rap/Hiphop,summer,male,K_POP,Group,226,37,31.0,36.5,0.0,0.049246414,9.3,12941.0,0.6879372840000001,64.85804603,0.0,False,10
8978,3,Rap/Hiphop,spring,male,K_POP,Group,226,37,53.0,47.3,1570000.0,-0.03748262,12.2,7248.0,4.676421405,252.2349498,0.0,False,10
8979,10,Rap/Hiphop,fall,male,K_POP,Group,226,37,26.0,30.3,6130000.0,-0.00050109,7.5,3279.0,3.470430108,184.312724,0.0,False,2
8980,9,Rap/Hiphop,summer,male,K_POP,Group,226,37,32.0,32.9,0.0,0.049246414,7.0,9491.0,0.8750587679999999,47.68841091,0.0,False,10
8981,10,Rap/Hiphop,summer,male,K_POP,Group,226,37,37.0,31.7,0.0,0.049246414,10.3,3292.0,3.1893687710000003,190.9738372,0.0,False,10
8982,3,Rap/Hiphop,spring,male,K_POP,Group,226,37,41.0,42.5,1800000.0,-0.03748262,8.9,10353.0,2.5549113230000002,133.7702933,0.0,False,9
8983,8,Rap/Hiphop,spring,male,K_POP,Group,209,10,24.0,23.2,0.0,-0.03748262,9.9,4723.0,1.0748407640000002,99.35164544,0.0,False,10
8984,5,Rap/Hiphop,spring,male,K_POP,Group,209,10,30.0,26.5,0.0,-0.03748262,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,False,10
8985,6,Rap/Hiphop,spring,male,K_POP,Group,209,10,28.0,24.6,0.0,-0.03748262,9.9,2995.0,1.118068834,114.26434029999999,0.0,False,10
8986,7,Rap/Hiphop,spring,male,K_POP,Group,209,10,27.0,24.6,0.0,-0.03748262,13.5,2754.0,2.037267081,126.24957649999999,0.0,False,10
8987,7,Rap/Hiphop,spring,male,K_POP,Group,209,10,27.0,23.8,0.0,-0.03748262,11.0,2835.0,1.236723164,111.8711864,0.0,False,10
8988,6,Rap/Hiphop,winter,male,K_POP,Group,209,10,40.0,51.8,2010000.0,0.00027579,15.2,8605.0,2.063027075,159.7212605,0.0,False,9
8989,8,Rap/Hiphop,spring,male,K_POP,Group,209,10,27.0,26.1,0.0,-0.03748262,10.8,4514.0,1.1561242090000001,101.0322024,0.0,False,10
8990,3,Rap/Hiphop,spring,male,K_POP,Group,209,10,34.0,42.4,0.0,-0.03748262,11.8,7570.0,1.684241359,110.9650459,0.0,False,10
8991,10,Rap/Hiphop,winter,male,K_POP,Group,209,10,38.0,50.0,3780000.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,False,4
8992,4,Rap/Hiphop,spring,male,K_POP,Group,209,10,33.0,34.9,0.0,-0.03748262,12.2,9220.0,1.171463648,73.76292457,0.0,False,10
8993,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,28.0,24.6,18600000.0,-0.03748262,9.9,2995.0,1.118068834,114.26434029999999,0.0,True,1
8994,2,Rap/Hiphop,winter,male,K_POP,Group,246,10,40.0,51.8,65400000.0,0.00027579,15.2,8605.0,2.063027075,159.7212605,0.0,True,1
8995,2,Rap/Hiphop,spring,male,K_POP,Group,246,10,24.0,23.2,0.0,-0.03748262,9.9,4723.0,1.0748407640000002,99.35164544,0.0,True,10
8996,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,27.0,26.1,1100000.0,-0.03748262,10.8,4514.0,1.1561242090000001,101.0322024,0.0,True,1
8997,10,Rap/Hiphop,winter,male,K_POP,Group,246,10,38.0,50.0,96300000.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,True,1
8998,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,33.0,34.9,2900000.0,-0.03748262,12.2,9220.0,1.171463648,73.76292457,0.0,True,1
8999,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,27.0,23.8,12500000.0,-0.03748262,11.0,2835.0,1.236723164,111.8711864,0.0,True,1
9000,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,30.0,26.5,23400000.0,-0.03748262,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,True,1
9001,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,27.0,24.6,13900000.0,-0.03748262,13.5,2754.0,2.037267081,126.24957649999999,0.0,True,1
9002,1,Rap/Hiphop,spring,male,K_POP,Group,246,10,34.0,42.4,20900000.0,-0.03748262,11.8,7570.0,1.684241359,110.9650459,0.0,True,1
9003,8,Rap/Hiphop,spring,male,K_POP,Group,196,10,33.0,34.9,0.0,-0.03748262,12.2,9220.0,1.171463648,73.76292457,0.0,False,10
9004,9,Rap/Hiphop,spring,male,K_POP,Group,196,10,30.0,26.5,0.0,-0.03748262,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,False,10
9005,6,Rap/Hiphop,spring,male,K_POP,Group,196,10,34.0,42.4,0.0,-0.03748262,11.8,7570.0,1.684241359,110.9650459,0.0,False,10
9006,9,Rap/Hiphop,spring,male,K_POP,Group,196,10,28.0,24.6,0.0,-0.03748262,9.9,2995.0,1.118068834,114.26434029999999,0.0,False,10
9007,9,Rap/Hiphop,winter,male,K_POP,Group,196,10,40.0,51.8,0.0,0.00027579,15.2,8605.0,2.063027075,159.7212605,0.0,False,10
9008,10,Rap/Hiphop,spring,male,K_POP,Group,196,10,27.0,26.1,0.0,-0.03748262,10.8,4514.0,1.1561242090000001,101.0322024,0.0,False,10
9009,10,Rap/Hiphop,spring,male,K_POP,Group,196,10,27.0,24.6,0.0,-0.03748262,13.5,2754.0,2.037267081,126.24957649999999,0.0,False,10
9010,10,Rap/Hiphop,spring,male,K_POP,Group,196,10,24.0,23.2,0.0,-0.03748262,9.9,4723.0,1.0748407640000002,99.35164544,0.0,False,10
9011,10,Rap/Hiphop,winter,male,K_POP,Group,196,10,38.0,50.0,0.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,False,10
9012,10,Rap/Hiphop,spring,male,K_POP,Group,196,10,27.0,23.8,0.0,-0.03748262,11.0,2835.0,1.236723164,111.8711864,0.0,False,10
9013,9,Rap/Hiphop,summer,male,K_POP,Group,285,4,66.0,61.8,0.0,0.049246414,18.1,22079.0,2.460210618,217.62468790000003,0.0,False,10
9014,10,Rap/Hiphop,spring,male,K_POP,Group,285,4,38.0,79.3,0.0,-0.03748262,10.9,33033.0,2.450679605,178.0955371,0.0,False,10
9015,7,Rap/Hiphop,spring,male,K_POP,Group,285,4,82.0,94.0,0.0,-0.03748262,51.6,35496.0,2.5464096919999997,188.81459109999997,0.0,False,10
9016,7,Rap/Hiphop,spring,male,K_POP,Group,285,4,100.0,100.0,0.0,-0.03748262,100.0,21703.0,3.589892786,246.157804,0.0,False,10
9017,8,Rap/Hiphop,winter,male,K_POP,Group,238,10,40.0,51.8,0.0,0.00027579,15.2,8605.0,2.063027075,159.7212605,0.0,False,10
9018,10,Rap/Hiphop,spring,male,K_POP,Group,238,10,24.0,23.2,0.0,-0.03748262,9.9,4723.0,1.0748407640000002,99.35164544,0.0,False,10
9019,10,Rap/Hiphop,spring,male,K_POP,Group,238,10,27.0,24.6,0.0,-0.03748262,13.5,2754.0,2.037267081,126.24957649999999,0.0,False,10
9020,5,Rap/Hiphop,spring,male,K_POP,Group,238,10,34.0,42.4,0.0,-0.03748262,11.8,7570.0,1.684241359,110.9650459,0.0,False,10
9021,10,Rap/Hiphop,winter,male,K_POP,Group,238,10,38.0,50.0,2070000.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,False,9
9022,10,Rap/Hiphop,spring,male,K_POP,Group,238,10,27.0,26.1,0.0,-0.03748262,10.8,4514.0,1.1561242090000001,101.0322024,0.0,False,10
9023,10,Rap/Hiphop,spring,male,K_POP,Group,238,10,27.0,23.8,0.0,-0.03748262,11.0,2835.0,1.236723164,111.8711864,0.0,False,10
9024,8,Rap/Hiphop,spring,male,K_POP,Group,238,10,33.0,34.9,0.0,-0.03748262,12.2,9220.0,1.171463648,73.76292457,0.0,False,10
9025,9,Rap/Hiphop,spring,male,K_POP,Group,238,10,30.0,26.5,0.0,-0.03748262,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,False,10
9026,9,Rap/Hiphop,spring,male,K_POP,Group,238,10,28.0,24.6,0.0,-0.03748262,9.9,2995.0,1.118068834,114.26434029999999,0.0,False,10
9027,10,Rap/Hiphop,summer,male,K_POP,Group,277,2,43.0,70.5,0.0,0.049246414,12.9,32559.0,2.0213080469999998,171.1983343,0.0,False,10
9028,8,Rap/Hiphop,summer,male,K_POP,Group,277,2,54.0,58.9,0.0,0.049246414,13.2,21712.0,3.1338591069999997,276.9960034,0.0,False,10
9029,6,Electronica,summer,male,K_POP,Group,282,5,66.0,61.8,0.0,-0.012482565,18.1,22079.0,2.460210618,217.62468790000003,0.0,False,10
9030,8,Electronica,summer,male,K_POP,Group,282,5,47.0,48.1,0.0,-0.012482565,10.5,23910.0,2.00625093,200.88807859999997,0.0,False,10
9031,5,Electronica,spring,male,K_POP,Group,282,5,100.0,100.0,0.0,0.025120659,100.0,21703.0,3.589892786,246.157804,0.0,False,10
9032,10,Electronica,spring,male,K_POP,Group,282,5,38.0,79.3,0.0,0.025120659,10.9,33033.0,2.450679605,178.0955371,0.0,False,10
9033,6,Electronica,spring,male,K_POP,Group,282,5,82.0,94.0,0.0,0.025120659,51.6,35496.0,2.5464096919999997,188.81459109999997,0.0,False,10
9034,7,Rap/Hiphop,fall,male,K_POP,Group,225,7,45.0,54.7,0.0,-0.00050109,23.9,26796.0,2.609319351,190.8465077,0.0,False,10
9035,10,Rap/Hiphop,fall,male,K_POP,Group,225,7,47.0,39.0,0.0,-0.00050109,15.2,12684.0,2.9581283480000002,188.78451950000002,0.0,False,10
9036,5,Rap/Hiphop,fall,male,K_POP,Group,225,7,59.0,65.0,0.0,-0.00050109,30.1,35786.0,2.403803594,142.145917,0.0,False,10
9037,10,Rap/Hiphop,fall,male,K_POP,Group,225,7,63.0,63.3,0.0,-0.00050109,20.2,27073.0,3.379246053,160.10202180000002,0.0,False,10
9038,8,Rap/Hiphop,fall,male,K_POP,Group,225,7,39.0,38.3,0.0,-0.00050109,9.8,26303.0,2.0812767930000002,121.37405859999998,0.0,False,10
9039,6,Rap/Hiphop,summer,male,K_POP,Group,225,7,54.0,58.9,0.0,0.049246414,13.2,21712.0,3.1338591069999997,276.9960034,0.0,False,10
9040,10,Rap/Hiphop,summer,male,K_POP,Group,225,7,43.0,70.5,0.0,0.049246414,12.9,32559.0,2.0213080469999998,171.1983343,0.0,False,10
9041,8,Rap/Hiphop,fall,male,K_POP,Group,226,6,45.0,54.7,0.0,-0.00050109,23.9,26796.0,2.609319351,190.8465077,0.0,False,10
9042,7,Rap/Hiphop,summer,male,K_POP,Group,226,6,54.0,58.9,0.0,0.049246414,13.2,21712.0,3.1338591069999997,276.9960034,0.0,False,10
9043,9,Rap/Hiphop,fall,male,K_POP,Group,226,6,39.0,38.3,0.0,-0.00050109,9.8,26303.0,2.0812767930000002,121.37405859999998,0.0,False,10
9044,10,Rap/Hiphop,fall,male,K_POP,Group,226,6,63.0,63.3,0.0,-0.00050109,20.2,27073.0,3.379246053,160.10202180000002,0.0,False,10
9045,10,Rap/Hiphop,summer,male,K_POP,Group,226,6,43.0,70.5,0.0,0.049246414,12.9,32559.0,2.0213080469999998,171.1983343,0.0,False,10
9046,6,Rap/Hiphop,fall,male,K_POP,Group,226,6,59.0,65.0,0.0,-0.00050109,30.1,35786.0,2.403803594,142.145917,0.0,False,10
9047,10,Rap/Hiphop,winter,male,K_POP,Group,246,12,50.0,42.8,0.0,0.00027579,11.1,8926.0,3.776992802,197.40455880000002,0.0,False,10
9048,6,Rap/Hiphop,summer,male,K_POP,Group,246,12,54.0,58.9,0.0,0.049246414,13.2,21712.0,3.1338591069999997,276.9960034,0.0,False,10
9049,6,Rap/Hiphop,fall,male,K_POP,Group,246,12,45.0,54.7,0.0,-0.00050109,23.9,26796.0,2.609319351,190.8465077,0.0,False,10
9050,10,Rap/Hiphop,winter,male,K_POP,Group,246,12,51.0,44.6,0.0,0.00027579,19.9,10460.0,3.3973226239999996,243.15060240000003,0.0,False,10
9051,9,Rap/Hiphop,fall,male,K_POP,Group,246,12,47.0,39.0,0.0,-0.00050109,15.2,12684.0,2.9581283480000002,188.78451950000002,0.0,False,10
9052,8,Rap/Hiphop,fall,male,K_POP,Group,246,12,39.0,38.3,0.0,-0.00050109,9.8,26303.0,2.0812767930000002,121.37405859999998,0.0,False,10
9053,10,Rap/Hiphop,winter,male,K_POP,Group,246,12,41.0,40.7,0.0,0.00027579,8.8,7135.0,4.296406628,247.8549618,0.0,False,10
9054,10,Rap/Hiphop,summer,male,K_POP,Group,246,12,43.0,70.5,0.0,0.049246414,12.9,32559.0,2.0213080469999998,171.1983343,0.0,False,10
9055,10,Rap/Hiphop,winter,male,K_POP,Group,246,12,47.0,48.2,0.0,0.00027579,12.8,5902.0,4.7822492930000005,346.8659996,0.0,False,10
9056,4,Rap/Hiphop,fall,male,K_POP,Group,246,12,59.0,65.0,0.0,-0.00050109,30.1,35786.0,2.403803594,142.145917,0.0,False,10
9057,9,Rap/Hiphop,fall,male,K_POP,Group,246,12,64.0,54.8,0.0,-0.00050109,23.0,18034.0,3.7710400589999997,209.01771409999998,0.0,False,10
9058,8,Rap/Hiphop,fall,male,K_POP,Group,246,12,63.0,63.3,0.0,-0.00050109,20.2,27073.0,3.379246053,160.10202180000002,0.0,False,10
9059,10,Rap/Hiphop,winter,male,K_POP,Group,262,10,38.0,50.0,0.0,0.00027579,15.0,9955.0,1.228494624,94.73959794,0.0,False,10
9060,7,Rap/Hiphop,winter,male,K_POP,Group,262,10,40.0,51.8,0.0,0.00027579,15.2,8605.0,2.063027075,159.7212605,0.0,False,10
9061,4,Rap/Hiphop,spring,male,K_POP,Group,262,10,34.0,42.4,0.0,-0.03748262,11.8,7570.0,1.684241359,110.9650459,0.0,False,10
9062,6,Rap/Hiphop,spring,male,K_POP,Group,262,10,30.0,26.5,0.0,-0.03748262,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,False,10
9063,9,Rap/Hiphop,spring,male,K_POP,Group,262,10,27.0,23.8,0.0,-0.03748262,11.0,2835.0,1.236723164,111.8711864,0.0,False,10
9064,9,Rap/Hiphop,spring,male,K_POP,Group,262,10,24.0,23.2,0.0,-0.03748262,9.9,4723.0,1.0748407640000002,99.35164544,0.0,False,10
9065,5,Rap/Hiphop,spring,male,K_POP,Group,262,10,33.0,34.9,0.0,-0.03748262,12.2,9220.0,1.171463648,73.76292457,0.0,False,10
9066,8,Rap/Hiphop,spring,male,K_POP,Group,262,10,27.0,24.6,0.0,-0.03748262,13.5,2754.0,2.037267081,126.24957649999999,0.0,False,10
9067,7,Rap/Hiphop,spring,male,K_POP,Group,262,10,28.0,24.6,0.0,-0.03748262,9.9,2995.0,1.118068834,114.26434029999999,0.0,False,10
9068,9,Rap/Hiphop,spring,male,K_POP,Group,262,10,27.0,26.1,0.0,-0.03748262,10.8,4514.0,1.1561242090000001,101.0322024,0.0,False,10
9069,10,Rap/Hiphop,spring,male,K_POP,Group,236,2,24.0,30.9,0.0,-0.03748262,6.0,13205.0,2.280724815,179.2710544,0.0,False,10
9070,10,Rap/Hiphop,spring,male,K_POP,Group,236,2,24.0,45.4,0.0,-0.03748262,6.5,17589.0,2.8677923119999997,217.777229,0.0,False,10
9071,5,All,summer,male,K_POP,Group,211,14,47.0,48.1,0.0,0.07544699099999999,10.5,23910.0,2.00625093,200.88807859999997,0.0,False,10
9072,3,All,spring,male,K_POP,Group,211,14,100.0,100.0,0.0,-0.087906286,100.0,21703.0,3.589892786,246.157804,0.0,False,10
9073,10,All,summer,male,K_POP,Group,211,14,31.0,34.4,0.0,0.07544699099999999,7.2,18616.0,1.936381053,129.6155777,0.0,False,10
9074,9,All,summer,male,K_POP,Group,211,14,34.0,36.3,0.0,0.07544699099999999,7.0,18381.0,1.5186217880000001,172.3115581,0.0,False,10
9075,10,All,summer,male,K_POP,Group,211,14,32.0,31.3,0.0,0.07544699099999999,8.6,17128.0,1.5724219680000002,160.6633742,0.0,False,10
9076,10,All,summer,male,K_POP,Group,211,14,32.0,31.3,0.0,0.07544699099999999,11.5,17122.0,1.7489110369999998,144.6352159,0.0,False,10
9077,8,All,summer,male,K_POP,Group,211,14,40.0,38.0,0.0,0.07544699099999999,8.2,12919.0,2.741093336,245.58533709999998,0.0,False,10
9078,4,All,spring,male,K_POP,Group,211,14,82.0,94.0,0.0,-0.087906286,51.6,35496.0,2.5464096919999997,188.81459109999997,0.0,False,10
9079,9,All,summer,male,K_POP,Group,211,14,35.0,36.6,0.0,0.07544699099999999,8.4,10834.0,2.47713255,287.3622716,0.0,False,10
9080,9,All,summer,male,K_POP,Group,211,14,37.0,35.0,0.0,0.07544699099999999,6.8,13223.0,2.214167074,212.32154369999998,0.0,False,10
9081,9,All,summer,male,K_POP,Group,211,14,26.0,36.3,0.0,0.07544699099999999,8.1,13596.0,2.530868796,206.32386630000002,0.0,False,10
9082,4,All,summer,male,K_POP,Group,211,14,66.0,61.8,0.0,0.07544699099999999,18.1,22079.0,2.460210618,217.62468790000003,0.0,False,10
9083,10,All,summer,male,K_POP,Group,211,14,31.0,31.2,0.0,0.07544699099999999,6.5,11544.0,2.359012556,203.8655033,0.0,False,10
9084,10,All,spring,male,K_POP,Group,211,14,38.0,79.3,0.0,-0.087906286,10.9,33033.0,2.450679605,178.0955371,0.0,False,10
9085,5,Dance,summer,male,K_POP,Group,274,105,35.0,32.6,0.0,-0.093811857,11.9,9613.0,0.876197069,53.76047075,0.0,False,10
9086,4,Dance,winter,male,K_POP,Group,274,105,38.0,50.0,0.0,0.111252801,15.0,9955.0,1.228494624,94.73959794,0.0,False,10
9087,8,Dance,fall,male,K_POP,Group,274,105,26.0,26.4,0.0,-0.020120957,8.2,1985.0,2.3020771509999998,173.3578635,0.0,False,10
9088,6,Dance,fall,male,K_POP,Group,274,105,41.0,35.9,0.0,-0.020120957,9.7,14167.0,2.104272635,165.6881994,0.0,False,10
9089,7,Dance,spring,male,K_POP,Group,274,105,27.0,26.1,0.0,0.012953573000000001,10.8,4514.0,1.1561242090000001,101.0322024,0.0,False,10
9090,7,Dance,fall,male,K_POP,Group,274,105,41.0,32.8,0.0,-0.020120957,8.8,9202.0,3.474351327,192.035938,0.0,False,10
9091,7,Dance,spring,male,K_POP,Group,274,105,31.0,36.5,0.0,0.012953573000000001,8.1,5893.0,2.872007913,216.0350148,0.0,True,10
9092,3,Dance,winter,male,K_POP,Group,274,105,35.0,33.5,0.0,0.111252801,38.8,3683.0,3.703410265,322.6613848,0.0,False,10
9093,4,Dance,spring,male,K_POP,Group,274,105,49.0,58.7,0.0,0.012953573000000001,14.9,10105.0,3.501353084,230.2521008,0.0,False,10
9094,4,Dance,summer,male,K_POP,Group,274,105,35.0,36.6,0.0,-0.093811857,8.4,10834.0,2.47713255,287.3622716,0.0,False,10
9095,7,Dance,summer,male,K_POP,Group,274,105,34.0,31.0,0.0,-0.093811857,21.2,4875.0,2.166789487,126.4593466,0.0,False,10
9096,4,Dance,spring,male,K_POP,Group,274,105,53.0,47.3,0.0,0.012953573000000001,12.2,7248.0,4.676421405,252.2349498,0.0,False,10
9097,7,Dance,spring,male,K_POP,Group,274,105,27.0,23.8,0.0,0.012953573000000001,11.0,2835.0,1.236723164,111.8711864,0.0,False,10
9098,6,Dance,winter,male,K_POP,Group,274,105,41.0,40.7,0.0,0.111252801,8.8,7135.0,4.296406628,247.8549618,0.0,False,10
9099,9,Dance,fall,male,K_POP,Group,274,105,30.0,29.8,0.0,-0.020120957,6.4,3813.0,2.459912989,155.8766314,0.0,False,10
9100,5,Dance,fall,male,K_POP,Group,274,105,39.0,38.3,0.0,-0.020120957,9.8,26303.0,2.0812767930000002,121.37405859999998,0.0,False,10
9101,5,Dance,fall,male,K_POP,Group,274,105,47.0,39.0,0.0,-0.020120957,15.2,12684.0,2.9581283480000002,188.78451950000002,0.0,False,10
9102,4,Dance,spring,male,K_POP,Group,274,105,41.0,42.5,0.0,0.012953573000000001,8.9,10353.0,2.5549113230000002,133.7702933,0.0,False,10
9103,7,Dance,summer,male,K_POP,Group,274,105,37.0,31.7,0.0,-0.093811857,10.3,3292.0,3.1893687710000003,190.9738372,0.0,False,10
9104,4,Dance,spring,male,K_POP,Group,274,105,100.0,100.0,0.0,0.012953573000000001,100.0,21703.0,3.589892786,246.157804,0.0,False,10
9105,5,Dance,summer,male,K_POP,Group,274,105,54.0,58.9,0.0,-0.093811857,13.2,21712.0,3.1338591069999997,276.9960034,0.0,False,10
9106,4,Dance,spring,male,K_POP,Group,274,105,56.0,59.9,0.0,0.012953573000000001,16.5,4818.0,6.818549406,380.3239828,0.0,False,10
9107,9,Dance,spring,male,K_POP,Group,274,105,33.0,34.9,0.0,0.012953573000000001,12.2,9220.0,1.171463648,73.76292457,0.0,False,10
9108,5,Dance,spring,male,K_POP,Group,274,105,31.0,35.4,0.0,0.012953573000000001,22.4,4259.0,4.640392707,278.12089760000003,0.0,False,10
9109,6,Dance,fall,male,K_POP,Group,274,105,64.0,54.8,0.0,-0.020120957,23.0,18034.0,3.7710400589999997,209.01771409999998,0.0,False,10
9110,4,Dance,summer,male,K_POP,Group,274,105,52.0,47.0,0.0,-0.093811857,15.3,13781.0,2.298764236,147.9877635,0.0,False,10
9111,5,Dance,winter,male,K_POP,Group,274,105,41.0,40.3,0.0,0.111252801,24.1,4778.0,5.71467526,371.4665345,0.0,False,10
9112,5,Dance,fall,male,K_POP,Group,274,105,45.0,54.7,0.0,-0.020120957,23.9,26796.0,2.609319351,190.8465077,0.0,False,10
9113,7,Dance,winter,male,K_POP,Group,274,105,45.0,41.3,0.0,0.111252801,9.6,14242.0,4.207873497,222.01655409999998,0.0,False,10
9114,5,Dance,fall,male,K_POP,Group,274,105,48.0,42.2,0.0,-0.020120957,20.1,19080.0,3.079816735,166.9705811,0.0,False,10
9115,8,Dance,fall,male,K_POP,Group,274,105,20.0,27.0,0.0,-0.020120957,5.6,2343.0,1.974281392,144.7771054,0.0,False,10
9116,5,Dance,summer,male,K_POP,Group,274,105,32.0,31.3,0.0,-0.093811857,8.6,17128.0,1.5724219680000002,160.6633742,0.0,False,10
9117,8,Dance,fall,male,K_POP,Group,274,105,28.0,27.1,0.0,-0.020120957,5.7,4302.0,2.141214623,176.35082549999998,0.0,False,10
9118,8,Dance,spring,male,K_POP,Group,274,105,30.0,26.5,0.0,0.012953573000000001,10.3,4135.0,1.5461564280000002,112.80228259999998,0.0,False,10
9119,9,Dance,winter,male,K_POP,Group,274,105,31.0,39.2,0.0,0.111252801,10.8,6818.0,2.158958996,137.64032949999998,0.0,False,10
9120,4,Dance,summer,male,K_POP,Group,274,105,37.0,35.0,0.0,-0.093811857,6.8,13223.0,2.214167074,212.32154369999998,0.0,False,10
9121,7,Dance,summer,male,K_POP,Group,274,105,35.0,32.0,0.0,-0.093811857,10.5,3272.0,3.6447920639999998,259.8344143,0.0,False,10
9122,9,Dance,winter,male,K_POP,Group,274,105,28.0,38.4,0.0,0.111252801,50.8,6283.0,1.881385281,111.4062771,0.0,False,10
9123,7,Dance,fall,male,K_POP,Group,274,105,28.0,29.6,0.0,-0.020120957,7.6,3891.0,1.645581114,98.343523,0.0,False,10
9124,9,Dance,fall,male,K_POP,Group,274,105,28.0,22.6,0.0,-0.020120957,5.4,3366.0,3.219726993,139.94760019999998,0.0,False,10
9125,6,Dance,winter,male,K_POP,Group,274,105,41.0,45.2,0.0,0.111252801,10.5,22287.0,1.9219185090000002,85.96419844,0.0,False,10
9126,5,Dance,summer,male,K_POP,Group,274,105,31.0,34.4,0.0,-0.093811857,7.2,18616.0,1.936381053,129.6155777,0.0,False,10
9127,7,Dance,summer,male,K_POP,Group,274,105,38.0,29.1,0.0,-0.093811857,8.8,5098.0,1.069365427,93.21225383,0.0,False,10
9128,5,Dance,winter,male,K_POP,Group,274,105,41.0,40.8,0.0,0.111252801,11.1,7838.0,3.490873435,227.34424500000003,0.0,False,10
9129,6,Dance,fall,male,K_POP,Group,274,105,59.0,65.0,0.0,-0.020120957,30.1,35786.0,2.403803594,142.145917,0.0,False,10
9130,6,Dance,winter,male,K_POP,Group,274,105,48.0,61.3,0.0,0.111252801,13.6,21679.0,2.835735754,162.7894866,0.0,False,10
9131,4,Dance,winter,male,K_POP,Group,274,105,24.0,29.8,0.0,0.111252801,14.2,3728.0,1.251364132,163.79592580000002,0.0,False,10
9132,4,Dance,spring,male,K_POP,Group,274,105,39.0,44.8,0.0,0.012953573000000001,8.9,8008.0,3.8491960819999997,188.37035669999997,0.0,False,10
9133,7,Dance,fall,male,K_POP,Group,274,105,27.0,25.5,0.0,-0.020120957,6.9,6970.0,1.839210851,99.59679408,0.0,False,10
9134,10,Dance,spring,male,K_POP,Group,274,105,21.0,32.9,0.0,0.012953573000000001,5.9,15064.0,2.524424285,208.2992847,0.0,False,10
9135,7,Dance,winter,male,K_POP,Group,274,105,44.0,56.2,0.0,0.111252801,13.8,14418.0,3.1621209689999996,225.77089680000003,0.0,False,10
9136,4,Dance,summer,male,K_POP,Group,274,105,39.0,39.6,0.0,-0.093811857,12.2,7767.0,1.916134061,155.9719408,0.0,False,10
