rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
7,10,10,드라마,winter,female,OST,Solo,0.7041420118343196,0.038461538461538464,0.1,0.009000000000000001,0.015368639667705089,0.6469448594456976,0.147,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.7041420118343196,0.038461538461538464,0.08,0.006999999999999999,0,0.6469448594456976,0.142,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.7041420118343196,0.038461538461538464,0.08,0.006999999999999999,0,0.6469448594456976,0.071,0,0,0,0
10,9,7,드라마,winter,female,OST,Solo,0.7041420118343196,0.038461538461538464,0.08,0.008,0.016303219106957426,0.6469448594456976,0.059000000000000004,0,0,0,0
10,10,10,댄스,summer,female,K_POP,Solo,0.6153846153846154,0,0.17,0.3,0,0.39452528860234637,0.12300000000000001,0,0,0,0
6,6,10,댄스,summer,female,K_POP,Solo,0.5,0.028846153846153848,0.17,0.3,0.02596053997923157,0.39452528860234637,0.12300000000000001,0,0,0,0
10,8,6,댄스,summer,female,K_POP,Solo,0.5,0.028846153846153848,0.15,0.042,0.018795430944963654,0.39452528860234637,0.154,0,0,0,0
10,10,10,댄스,summer,female,K_POP,Solo,0.5,0.028846153846153848,0.1,0.013000000000000001,0,0.39452528860234637,0.096,0,0,0,0
10,10,10,댄스,summer,female,K_POP,Solo,0.5,0.028846153846153848,0.12,0.021,0,0.39452528860234637,0.052000000000000005,0,0,0,0
9,10,10,드라마,winter,female,OST,Solo,0.5798816568047337,0.009615384615384616,0.12,0.025,0,0.6469448594456976,0.345,0,0,0,0
10,10,9,드라마,winter,female,OST,Solo,0.5798816568047337,0.009615384615384616,0.07,0.013999999999999999,0,0.6469448594456976,0.172,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.052000000000000005,0,0.4062052521737344,0.358,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.006,0,0.613522263450423,0.336,0,0,0,0
8,6,3,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.13,0.012,0.030529595015576325,0.6469448594456976,0.354,0,0,0,0
8,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.013000000000000001,0,0.3744206038750878,0.395,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.006999999999999999,0,0.613522263450423,0.6,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.16,0.01,0,0.4062052521737344,0.385,0,0,0,0
9,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.17,0.098,0,0.3744206038750878,0.39,0,0,0,0
7,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.006999999999999999,0,0.6469448594456976,0.34,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.09,0.009000000000000001,0,0.6469448594456976,0.247,0,0,0,0
9,10,8,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.013999999999999999,0,0.613522263450423,0.52,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.01,0,0.3744206038750878,0.5820000000000001,0,0,0,0
9,10,8,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.006,0,0.613522263450423,0.41200000000000003,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.06,0.006,0,0.6469448594456976,0.309,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.006,0,0.613522263450423,0.22699999999999998,0,0,0,0.31380073800738006
8,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.006999999999999999,0,0.6469448594456976,0.179,0,0,0,0.05686346863468634
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.17,0.3,0,0.4062052521737344,0.19,0,0,0,0.3397416974169742
7,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,1,1,0,0.4062052521737344,0.158,0,0,0,0.06940959409594095
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.006,0,0.613522263450423,0.134,0,0,0,0.36350553505535055
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.025,0,0.6469448594456976,0.17,0,0,0,0
7,10,8,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.006999999999999999,0,0.6469448594456976,0.157,0,0,0,0.3699261992619926
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.316,0,0.4062052521737344,0.136,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.008,0,0.613522263450423,0.182,0,0,0,0.3665313653136531
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.006,0,0.613522263450423,0.249,0,0,0,0
6,10,6,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.009000000000000001,0,0.6469448594456976,0.149,0,0,0,0
9,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.09,0.051,0,0.3744206038750878,0.20800000000000002,0,0,0,0
7,6,4,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.13,0.011000000000000001,0.036033229491173414,0.6469448594456976,0.171,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.09,0.006999999999999999,0,0.613522263450423,0.133,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.021,0,0.4062052521737344,0.158,0,0,0,0
8,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.11,0.006999999999999999,0,0.6469448594456976,0.109,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.061,0,0.4062052521737344,0.09300000000000001,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.03,0.01,0,0.6469448594456976,0.076,0,0,0,0
7,10,7,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.22,0.027000000000000003,0,0.613522263450423,0.07200000000000001,0,0,0,0
9,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.008,0,0.3744206038750878,0.11599999999999999,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.008,0,0.4062052521737344,0.075,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.22,0.022000000000000002,0,0.4062052521737344,0.11800000000000001,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.13,0.02,0,0.4062052521737344,0.099,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.011000000000000001,0,0.613522263450423,0.13,0,0,0,0
7,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.006999999999999999,0,0.6469448594456976,0.113,0,0,0,0
7,10,7,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.034,0,0.613522263450423,0.069,0,0,0,0
8,10,8,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.13,0.013999999999999999,0,0.613522263450423,0.08199999999999999,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.015,0,0.6469448594456976,0.036000000000000004,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.042,0,0.4062052521737344,0.064,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.013999999999999999,0,0.6469448594456976,0.078,0,0,0,0
6,10,7,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.008,0,0.6469448594456976,0.054000000000000006,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.006999999999999999,0,0.3744206038750878,0.06,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.013000000000000001,0,0.4062052521737344,0.063,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.008,0,0.4062052521737344,0.248,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.09,0.006999999999999999,0,0.3744206038750878,0.1,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.13,0.049,0,0.4062052521737344,0.126,0,0,0,0
8,10,8,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.06,0.006999999999999999,0,0.6469448594456976,0.066,0,0,0,0
8,10,7,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.24,0.02,0,0.4062052521737344,0.133,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.19,0.066,0,0.613522263450423,0.078,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.009000000000000001,0,0.4062052521737344,0.087,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.18,0.21,0,0.6469448594456976,0.067,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.011000000000000001,0,0.613522263450423,0.054000000000000006,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.09,0.006,0,0.6469448594456976,0.068,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.07200000000000001,0,0.6469448594456976,0.113,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.012,0,0.3744206038750878,0.24100000000000002,0,0,0,0
8,10,7,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.24,0.031,0,0.613522263450423,0.121,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.008,0,0.4062052521737344,0.11800000000000001,0,0,0,0
6,8,6,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.013000000000000001,0.02035306334371755,0.6469448594456976,0.136,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.06,0.006,0,0.613522263450423,0.324,0,0,0,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.04,0.006,0,0.613522263450423,0.23199999999999998,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.18,0.022000000000000002,0,0.4062052521737344,0.165,0,0,0,0
8,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.006,0,0.6469448594456976,0.12300000000000001,0,0,0,0
9,5,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.16,0.086,0.03894080996884735,0.3744206038750878,0.052000000000000005,0,0,0,0.16132841328413283
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.01,0,0.3744206038750878,0.107,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.006999999999999999,0,0.4062052521737344,0.071,0,0,0,0.15738007380073799
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.12,0.042,0,0.6469448594456976,0.142,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.008,0,0.6469448594456976,0.098,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.013000000000000001,0,0.4062052521737344,0.105,0,0,0,0
7,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.009000000000000001,0,0.613522263450423,0.04,0,0,0,0
10,10,9,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.019,0,0.4062052521737344,0.14,0,0,0,0
9,10,8,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.01,0,0.3744206038750878,0.059000000000000004,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.006999999999999999,0,0.6469448594456976,0.08900000000000001,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.11,0.008,0,0.4062052521737344,0.133,0,0,0,0
9,10,9,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.012,0,0.4062052521737344,0.034,0,0,0,0
10,10,10,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.14,0.015,0,0.4062052521737344,0.057999999999999996,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.04,0.009000000000000001,0,0.3744206038750878,0.175,0,0,0,0
8,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.05,0.051,0,0.6469448594456976,0.077,0,0,0,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.07,0.009000000000000001,0,0.3744206038750878,0.14,0,0,0,0
9,10,8,드라마,summer,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.06,0.012,0,0.4062052521737344,0.05,0,0,0,0
10,10,10,드라마,winter,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.19,0.013000000000000001,0,0.6469448594456976,0.057999999999999996,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,10,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.08,0.012,0,0.3744206038750878,0.046,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
9,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.15,0.07200000000000001,0,0.3744206038750878,0.10400000000000001,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,9,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.06,0.006,0,0.613522263450423,0.107,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,9,드라마,fall,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.16,0.013000000000000001,0,0.3744206038750878,0.033,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,10,드라마,spring,female,OST,Solo,0.6035502958579881,0.8365384615384616,0.1,0.01,0,0.613522263450423,0.066,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,10,발라드,winter,mixed,K_POP,Project,0.5680473372781065,0,0.34,0.25,0,0.5379761267894403,0.149,0.005365278554871713,0.0543469964124876,0.0263427641201893,0
10,10,10,발라드,fall,male,K_POP,Solo,0.6183431952662722,0,0.54,0.109,0,0.42184186175878197,0.46399999999999997,0.0021581008712333147,0.04626262626262626,0.024103910088162057,0
9,10,3,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.019230769230769232,0.46,0.026000000000000002,0,0.4775718770625279,0,0.0021581008712333147,0.04626262626262626,0.024103910088162057,0
3,10,10,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.019230769230769232,1,1,0,0.4775718770625279,0,0.0021581008712333147,0.04626262626262626,0.024103910088162057,0
10,10,9,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.019230769230769232,0.5,0.013000000000000001,0,0.4775718770625279,0,0.0021581008712333147,0.04626262626262626,0.024103910088162057,0
9,10,10,랩/힙합,spring,male,K_POP,Group,0.3136094674556213,0,1,1,0,0.4775718770625279,0,0.0021581008712333147,0.04626262626262626,0.024103910088162057,0
6,10,10,랩/힙합,spring,male,K_POP,Group,0.514792899408284,0.009615384615384616,1,1,0,0.4775718770625279,0,8.392614499240669e-4,0.06455862977602109,0.03610334661344589,0
10,10,6,랩/힙합,spring,male,K_POP,Group,0.514792899408284,0.009615384615384616,0.46,0.026000000000000002,0,0.4775718770625279,0,8.392614499240669e-4,0.06455862977602109,0.03610334661344589,0
9,10,10,랩/힙합,spring,male,K_POP,Group,0.11242603550295859,0,1,1,0,0.4775718770625279,0,8.392614499240669e-4,0.06455862977602109,0.03610334661344589,0
5,10,10,랩/힙합,spring,male,K_POP,Group,0.4556213017751479,0.009615384615384616,1,1,0,0.4775718770625279,0,3.496922708016945e-4,0.11931818181818182,0.03995414034784114,0
10,10,5,랩/힙합,spring,male,K_POP,Group,0.4556213017751479,0.009615384615384616,0.46,0.026000000000000002,0,0.4775718770625279,0,3.496922708016945e-4,0.11931818181818182,0.03995414034784114,0
6,10,2,랩/힙합,spring,male,K_POP,Group,0.5295857988165681,0.038461538461538464,0.46,0.026000000000000002,0,0.4775718770625279,0,1.9982415474382542e-4,0.07988980716253442,0.043305775589240154,0
10,10,9,랩/힙합,spring,male,K_POP,Group,0.5295857988165681,0.038461538461538464,0.23,0.006,0,0.4775718770625279,0,1.9982415474382542e-4,0.07988980716253442,0.043305775589240154,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.5295857988165681,0.038461538461538464,0.23,0.006,0,0.4775718770625279,0,1.9982415474382542e-4,0.0808080808080808,0.03534942747541173,0
2,10,10,랩/힙합,spring,male,K_POP,Group,0.5295857988165681,0.038461538461538464,1,1,0,0.4775718770625279,0,1.2988570058348654e-4,0.025252525252525252,0.03831251862747925,0
9,10,6,랩/힙합,spring,male,K_POP,Group,0.5295857988165681,0.038461538461538464,0.5,0.013000000000000001,0,0.4775718770625279,0,3.996483094876509e-5,0.3484848484848485,0.05021487698653053,0
1,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,1,1,0,0.4775718770625279,0,9.991207737191271e-5,0.20606060606060606,0.04469441319835021,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.11,0.003,0,0.6054370972069156,0,1.798417392694429e-4,0.05808080808080808,0.030794227644621346,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.08,0.004,0,0.6054370972069156,0,0.001398769083206778,0.030046224961479198,0.02339472885315672,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.08,0.004,0,0.6054370972069156,0,1.798417392694429e-4,0.03232323232323233,0.039525828502206456,0
2,10,2,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.08,0.008,0,0.4775718770625279,0,1.2988570058348654e-4,0.10227272727272728,0.03748089181160047,0
1,10,1,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.5,0.013000000000000001,0,0.4775718770625279,0,2.0981536248101672e-4,0.09523809523809525,0.04374178502412474,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.16,0.004,0,0.6054370972069156,0,1.2988570058348654e-4,0.20202020202020204,0.03727418688048609,0
5,10,4,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.07,0.006999999999999999,0,0.4775718770625279,0,1.4986811605786907e-4,0.09427609427609428,0.03986681152035483,0
6,10,6,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.04,0.006,0,0.6054370972069156,0,1.2988570058348654e-4,0.05387205387205387,0.03799525059367579,0
9,10,8,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.04,0.011000000000000001,0,0.6054370972069156,0,8.992086963472145e-5,0.045454545454545456,0.028020535894551644,0
6,10,5,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.11,0.004,0,0.6054370972069156,0,3.6967468627607705e-4,0.005270092226613965,0.022467091279141944,0
1,10,1,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.46,0.026000000000000002,0,0.4775718770625279,0,3.197186475901207e-4,0.0766488413547237,0.0379296479342797,0
5,10,5,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.15,0.006999999999999999,0,0.4775718770625279,0,0.0017484613540084725,0.016504329004329004,0.0262518696151992,0
10,10,10,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.25,0,0.003,0,0.5320940050772667,0,0.002577731596195348,0.015073009891662742,0.025598434312889044,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.08,0.004,0,0.6054370972069156,0,0.0022580129486052276,0.03202479338842976,0.026316858994024347,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.08,0.004,0,0.6054370972069156,0,2.6976260890416434e-4,0.032828282828282825,0.03411112072529396,0
3,10,3,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.19,0.004,0,0.4775718770625279,0,2.0981536248101672e-4,0.12424242424242424,0.031767182948285316,0
3,10,2,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.19,0.004,0,0.4775718770625279,0,2.5977140116697307e-4,0.0338680926916221,0.027777070852568763,0
10,10,9,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.34,0.003,0,0.6054370972069156,0,9.991207737191271e-5,0.06060606060606061,0.03907753289080623,0
2,10,2,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.23,0.006,0,0.4775718770625279,0,0,0,0,0
8,10,7,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.19,0.003,0,0.6054370972069156,0,0,0,0,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.15,0.003,0,0.6054370972069156,0,0,0,0,0
10,10,10,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.25,0.11,0.004,0,0.5320940050772667,0,0,0,0,0
4,10,4,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.15,0.005,0,0.4775718770625279,0,0,0,0,0
2,10,1,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.23,0.006,0,0.4775718770625279,0,0,0,0,0
7,10,6,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.25,0.11,0.003,0,0.6054370972069156,0,0,0,0,0
4,10,3,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.25,0.04,0.004,0,0.4775718770625279,0,0,0,0,0
10,10,10,락,fall,male,K_POP,Band,0.5443786982248521,0,0.21,0.124,0,0.5814835766034052,0.049,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5,0.019230769230769232,0.59,0.17300000000000001,0,0.5092992128856656,0.052000000000000005,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5,0.019230769230769232,0.24,0.215,0,0.5092992128856656,0.037000000000000005,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5,0.019230769230769232,0.37,0.11800000000000001,0,0.5092992128856656,0.037000000000000005,0,0,0,0
10,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.17,0.18899999999999997,0,0.6403329249439684,0.07400000000000001,0,0,0,0
1,10,1,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.51,0.48700000000000004,0,0.5092992128856656,0.081,0,0,0,0
1,10,2,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,1,0.589,0,0.6403329249439684,0.064,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.19,0.040999999999999995,0,0.5092992128856656,1,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.13,0.043,0,0.5092992128856656,0.10800000000000001,0,0,0,0
2,10,2,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.37,0.11800000000000001,0,0.5092992128856656,0.052000000000000005,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.06,0.037000000000000005,0,0.5092992128856656,0.038,0,0,0,0
1,10,1,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.72,0.354,0,0.5092992128856656,0.040999999999999995,0,0,0,0
10,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.2,0.139,0,0.6403329249439684,0.045,0,0,0,0
10,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.04,0.05,0,0.6403329249439684,0.09300000000000001,0,0,0,0
4,10,4,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.18,0.391,0,0.39217601118466033,0.052000000000000005,0,0,0,0
4,10,4,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.18,0.11900000000000001,0,0.39217601118466033,0.067,0,0,0,0
10,10,10,락,fall,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.09,0.057,0,0.5814835766034052,0.037000000000000005,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.07,0.040999999999999995,0,0.5092992128856656,0.065,0,0,0,0
9,10,8,락,fall,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0,0.032,0,0.5814835766034052,0.037000000000000005,0,0,0,0
3,10,3,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.04,0.034,0,0.39217601118466033,0.05,0,0,0,0
2,10,2,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.59,0.17300000000000001,0,0.5092992128856656,0.043,0,0,0,0
4,10,4,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.05,0.057999999999999996,0,0.39217601118466033,0.039,0,0,0,0
6,10,5,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.04,0.034,0,0.39217601118466033,0.04,0,0,0,0
10,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.07,0.165,0,0.6403329249439684,0.039,0,0,0,0
5,10,4,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.1,0.039,0,0.39217601118466033,0.036000000000000004,0,0,0,0
10,10,10,락,fall,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.09,0.069,0,0.5814835766034052,0.034,0,0,0,0
10,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.11,0.059000000000000004,0,0.6403329249439684,0.036000000000000004,0,0,0,0
10,10,9,락,fall,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.21,0.124,0,0.5814835766034052,0.038,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.06,0.034,0,0.5092992128856656,0.036000000000000004,0,0,0,0
5,10,5,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.18,0.043,0,0.39217601118466033,0.033,0,0,0,0
10,10,10,락,spring,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.06,0.027000000000000003,0,0.5092992128856656,0.038,0,0,0,0
3,10,2,락,summer,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.09,0.03,0,0.39217601118466033,0.044000000000000004,0,0,0,0
7,10,7,락,fall,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.13,0.025,0,0.5814835766034052,0.06,0,0,0,0
2,10,10,락,winter,male,K_POP,Band,0.5473372781065089,0.5865384615384616,0.41,0.379,0,0.6403329249439684,0.10300000000000001,0,0,0,0
