rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
4,6,4,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.51,1,0.03509865005192108,0.6968535468484371,0.038,0,0,0,0
9,10,8,댄스,spring,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.23,0.157,0,0.5519303086234274,0.046,0,0,0,0
10,10,10,댄스,spring,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.24,0.146,0,0.5519303086234274,0.028999999999999998,0,0,0,0
6,7,5,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.58,0.574,0.021910695742471443,0.6968535468484371,0.038,0,0,0,0
4,4,3,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.24,0.907,0.04257528556593977,0.6968535468484371,0.033,0,0,0,0
5,7,5,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.15,0.42200000000000004,0.025233644859813085,0.6968535468484371,0.035,0,0,0,0
10,10,9,댄스,spring,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.1,0.184,0,0.5519303086234274,0.043,0,0,0,0
7,9,7,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.19,0.282,0.016303219106957426,0.6968535468484371,0.106,0,0,0,0
6,8,6,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.31,0.44,0.01838006230529595,0.6968535468484371,0.10300000000000001,0,0,0,0
1,2,1,댄스,fall,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.27,0.7609999999999999,0.07320872274143302,0.5031682970704731,0.091,0,0,0,0
2,3,1,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.25,0.62,0.05970924195223261,0.6968535468484371,0.042,0,0,0,0
7,10,7,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.15,0.25,0.014537902388369679,0.6968535468484371,0.07,0,0,0,0
8,10,7,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.18,0.21600000000000003,0,0.6968535468484371,0.08199999999999999,0,0,0,0
5,7,4,댄스,winter,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.15,0.415,0.029906542056074768,0.6968535468484371,0.028999999999999998,0,0,0,0
1,2,10,댄스,fall,male,K_POP,Group,0.621301775147929,0.18269230769230768,0.59,0.847,0.09262720664589824,0.5031682970704731,0.071,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.15,0.42200000000000004,0,0.6968535468484371,0.028999999999999998,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.51,1,0,0.6968535468484371,0.091,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.15,0.415,0,0.6968535468484371,0.07,0,0,0,0
7,10,6,댄스,winter,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.25,0.62,0,0.6968535468484371,0.07400000000000001,0,0,0,0
6,10,2,댄스,fall,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.27,0.7609999999999999,0,0.5031682970704731,0.071,0,0,0,0
2,10,9,댄스,fall,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.59,0.847,0,0.5031682970704731,0.046,0,0,0,0
10,10,7,댄스,winter,male,K_POP,Group,0.5680473372781065,0.057692307692307696,0.23,0.535,0,0.6968535468484371,0.035,0,0,0,0
10,10,4,댄스,fall,male,K_POP,Group,0.6331360946745562,0.019230769230769232,0.27,0.7609999999999999,0,0.5031682970704731,0.07,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.6331360946745562,0.019230769230769232,0.51,1,0,0.6968535468484371,0.07400000000000001,0,0,0,0
4,10,10,댄스,fall,male,K_POP,Group,0.6331360946745562,0.019230769230769232,0.59,0.847,0,0.5031682970704731,0.091,0,0,0,0
3,10,10,댄스,fall,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.59,0.847,0,0.5031682970704731,0.091,0,0,0,0
8,10,7,댄스,winter,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.25,0.62,0,0.6968535468484371,0.035,0,0,0,0
7,10,3,댄스,fall,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.27,0.7609999999999999,0,0.5031682970704731,0.07400000000000001,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.15,0.42200000000000004,0,0.6968535468484371,0.046,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.51,1,0,0.6968535468484371,0.028999999999999998,0,0,0,0
10,10,8,댄스,winter,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.23,0.535,0,0.6968535468484371,0.071,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.47337278106508873,0.057692307692307696,0.15,0.415,0,0.6968535468484371,0.07,0,0,0,0
9,10,10,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,1,0.88,0,0.39452528860234637,0.344,0,0,0,0
9,10,8,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.46,0.431,0,0.39452528860234637,0.368,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.15,0.415,0,0.6968535468484371,0.335,0,0,0,0
7,8,6,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.25,0.513,0.023260643821391484,0.5519303086234274,0.201,0,0,0,0
9,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.6,0.562,0,0.39452528860234637,0.111,0,0,0,0
10,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.31,0.5489999999999999,0,0.39452528860234637,0.16699999999999998,0,0,0,0
8,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.39,0.5,0,0.39452528860234637,0.222,0,0,0,0
9,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.31,0.47700000000000004,0,0.39452528860234637,0.591,0,0,0,0
10,10,10,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.88,0.539,0,0.5519303086234274,0.276,0,0,0,0
8,10,8,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.32,0.478,0,0.39452528860234637,0.214,0,0,0,0
10,10,10,댄스,winter,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.51,1,0,0.6968535468484371,0.385,0,0,0,0
9,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.15,0.434,0,0.39452528860234637,0.341,0,0,0,0
10,10,10,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.24,0.39799999999999996,0,0.39452528860234637,0.215,0,0,0,0
8,10,8,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.42,0.39899999999999997,0,0.39452528860234637,0.106,0,0,0,0
8,8,7,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.6,0.535,0.019937694704049845,0.5519303086234274,0.322,0,0,0,0
10,10,9,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.74,0.484,0,0.5519303086234274,0.26899999999999996,0,0,0,0
9,9,8,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.48,0.478,0.01889927310488058,0.5519303086234274,0.748,0,0,0,0
9,10,9,댄스,summer,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.48,0.379,0,0.39452528860234637,0.314,0,0,0,0
6,7,10,댄스,spring,male,K_POP,Group,0.5769230769230769,0.17307692307692307,0.3,0.491,0.02336448598130841,0.5519303086234274,0.27,0,0,0,0
10,10,9,댄스,spring,male,K_POP,Group,0.4822485207100592,0.4423076923076923,0.23,0.157,0,0.5519303086234274,0.222,0,0,0,0
