,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
4915,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈 ,2019.11.17~2019.11.23,4652418,116,OST / 드라마,03:38,혼성,프로젝트
4916,All I Want For Christmas Is You,Columbia/Legacy,Sony Music,Mariah Carey,2019.11.17~2019.11.23,4419542,117,그외장르 / 캐롤,04:02,여성,솔로
4917,원더우먼,"에이팝, 미스틱스토리",카카오 M,브라운 아이드 걸스,2019.11.17~2019.11.23,4369343,118,가요 / 댄스,03:53,여성,그룹
4918,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.11.17~2019.11.23,4334180,119,POP / 팝,02:46,여성,솔로
4919,Show Yourself,Walt Disney Records,Universal Music,"Idina Menzel, Evan Rachel Wood",2019.11.17~2019.11.23,4303853,120,OST / 애니메이션/게임,04:21,여성,프로젝트
4920,온도 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,4269040,121,가요 / 랩/힙합,03:35,남성,솔로
4921,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.11.17~2019.11.23,4197061,122,가요 / 댄스,03:42,여성,솔로
4922,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,4156768,123,가요 / 인디,03:37,여성,솔로
4923,Don`t Start Now,Warner Records,Warner Music,Dua Lipa,2019.11.17~2019.11.23,4059032,124,POP / 팝,03:03,여성,솔로
4924,FLASH,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.11.17~2019.11.23,4052637,125,가요 / 댄스,03:31,남성,그룹
4925,Here I Am,SM Entertainment,Dreamus,태연 ,2019.11.17~2019.11.23,4048136,126,가요 / 발라드,03:24,여성,솔로
4926,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.11.17~2019.11.23,4024019,127,가요 / 발라드,04:41,남성,솔로
4927,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,4021793,128,POP / 팝,03:27,여성,솔로
4928,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.11.17~2019.11.23,4002767,129,POP / 팝,03:54,남성,솔로
4929,Memories,222 Records/Interscope Records,Universal Music,Maroon 5,2019.11.17~2019.11.23,3959684,130,POP / 팝,03:10,남성,밴드
4930,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.11.17~2019.11.23,3895123,131,POP / 팝,03:23,혼성,프로젝트
4931,그 무렵,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,김나영,2019.11.17~2019.11.23,3887631,132,OST / 드라마,04:33,여성,솔로
4932,이상한 사람,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,존박,2019.11.17~2019.11.23,3787227,133,OST / 드라마,03:46,남성,솔로
4933,Attention,Artist Partners,Warner Music,Charlie Puth,2019.11.17~2019.11.23,3784279,134,POP / 팝,03:32,남성,솔로
4934,삐삐,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,3736373,135,가요 / R&B/소울,03:15,여성,솔로
4935,Santa Tell Me,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,3691487,136,POP / 팝,03:24,여성,솔로
4936,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.11.17~2019.11.23,3635241,137,OST / 드라마,03:50,여성,솔로
4937,We don`t talk together ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,3630627,138,가요 / R&B/소울,03:19,여성,솔로
4938,비가 내리는 날에는,C9엔터테인먼트,카카오 M,윤하,2019.11.17~2019.11.23,3615005,139,가요 / 발라드,03:32,여성,솔로
4939,만추 ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.17~2019.11.23,3589920,140,가요 / R&B/소울,03:33,여성,솔로
4940,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.11.17~2019.11.23,3584789,141,가요 / 발라드,04:22,남성,그룹
4941,Youth,Universal Music,Universal Music,Troye Sivan,2019.11.17~2019.11.23,3583803,142,POP / 팝,03:05,남성,솔로
4942,EX,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Kiana Lede,2019.11.17~2019.11.23,3554184,143,POP / R&B/소울,03:42,여성,솔로
4943,초록빛,뉴런뮤직,카카오 M,폴킴,2019.11.17~2019.11.23,3533009,144,가요 / 발라드,03:46,남성,솔로
4944,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019.11.17~2019.11.23,3503254,145,POP / 팝,03:40,남성,프로젝트
4945,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019.11.17~2019.11.23,3496133,146,OST / 해외영화,02:56,혼성,그룹
4946,사랑의 재개발,MBC,YG PLUS,유산슬,2019.11.17~2019.11.23,3485375,147,가요 / 트로트,03:15,남성,솔로
4947,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.11.17~2019.11.23,3410885,148,POP / 팝,03:15,남성,솔로
4948,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019.11.17~2019.11.23,3387251,149,POP / 일렉트로니카,03:14,남성,프로젝트
4949,음파음파 ,SM Entertainment,Dreamus,레드벨벳,2019.11.17~2019.11.23,3370664,150,가요 / 댄스,03:40,여성,그룹
4950,우리 왜 헤어져야 해,스튜디오 오드리,카카오 M,신예영,2019.11.17~2019.11.23,3328880,151,가요 / 발라드,04:07,여성,솔로
4951,고백,브랜뉴뮤직,카카오 M,양다일,2019.11.17~2019.11.23,3219146,152,가요 / 발라드,03:31,남성,솔로
4952,미리 메리 크리스마스 ,카카오 M,카카오 M,아이유 ,2019.11.17~2019.11.23,3170452,153,가요 / 전체,04:30,여성,솔로
4953,게릴라 ,Stone Music Entertainment,지니뮤직,오마이걸 ,2019.11.17~2019.11.23,3156570,154,가요 / 전체,03:47,여성,그룹
4954,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.11.17~2019.11.23,3140179,155,가요 / 발라드,03:44,남성,솔로
4955,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,3135557,156,가요 / 인디,03:41,여성,솔로
4956,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.11.17~2019.11.23,3135196,157,가요 / 발라드,03:52,남성,그룹
4957,한숨만,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,벤 ,2019.11.17~2019.11.23,3127044,158,OST / 드라마,04:04,여성,솔로
4958,우린 결국 다시 만날 운명이었지 ,RBW,카카오 M,마마무 ,2019.11.17~2019.11.23,3085149,159,가요 / 전체,04:08,여성,그룹
4959,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.11.17~2019.11.23,3081086,160,POP / 일렉트로니카,03:19,남성,솔로
4960,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.11.17~2019.11.23,3055689,161,POP / 팝,02:59,여성,솔로
4961,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.11.17~2019.11.23,3048450,162,가요 / 랩/힙합,03:09,여성,그룹
4962,180도,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,3024169,163,가요 / 발라드,03:49,여성,솔로
4963,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.11.17~2019.11.23,2997000,164,가요 / 인디,04:21,남성,듀엣
4964,Honesty,"Human Re Sources, LLC",Warner Music,Pink Sweat$,2019.11.17~2019.11.23,2993758,165,POP / R&B/소울,03:09,남성,솔로
4965,열애중,메이저나인,지니뮤직,벤 ,2019.11.17~2019.11.23,2956725,166,가요 / 발라드,04:31,여성,솔로
4966,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.11.17~2019.11.23,2938006,167,가요 / 발라드,05:07,남성,솔로
4967,별의노래 ,뷰티플노이즈,카카오 M,마미손,2019.11.17~2019.11.23,2899056,168,가요 / 랩/힙합,02:53,남성,솔로
4968,Empty Head,앰비션뮤직,"지니뮤직, Stone Music Entertainment",ASH ISLAND,2019.11.17~2019.11.23,2853038,169,가요 / 랩/힙합,03:06,남성,솔로
4969,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019.11.17~2019.11.23,2849950,170,POP / R&B/소울,04:33,남성,솔로
4970,Painkiller,Rca Records Label,Sony Music,Ruel,2019.11.17~2019.11.23,2821979,171,POP / 팝,03:34,남성,솔로
4971,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.11.17~2019.11.23,2814647,172,OST / 드라마,04:01,남성,솔로
4972,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,2814054,173,가요 / 댄스,03:58,여성,그룹
4973,무인도 ,밀리언마켓,Dreamus,MC몽,2019.11.17~2019.11.23,2804516,174,가요 / 랩/힙합,03:52,남성,솔로
4974,그날처럼,리메즈,카카오 M,장덕철,2019.11.17~2019.11.23,2800442,175,가요 / 발라드,03:53,남성,그룹
4975,뱃노래,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2785999,176,가요 / 발라드,02:18,혼성,듀엣
4976,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.11.17~2019.11.23,2769108,177,POP / 팝,03:37,여성,솔로
4977,야생화,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",박효신,2019.11.17~2019.11.23,2737644,178,가요 / 발라드,05:12,남성,솔로
4978,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.17~2019.11.23,2729486,179,POP / 락,03:24,여성,솔로
4979,Love Shot,SM Entertainment,Dreamus,EXO,2019.11.17~2019.11.23,2723568,180,가요 / 댄스,03:20,남성,그룹
4980,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.11.17~2019.11.23,2700581,181,POP / 팝,03:54,남성,솔로
4981,너였다면,Stone Music Entertainment,지니뮤직,정승환,2019.11.17~2019.11.23,2691694,182,OST / 드라마,04:33,남성,솔로
4982,쓰레기,인디고뮤직,카카오 M,저스디스 ,2019.11.17~2019.11.23,2680649,183,가요 / 랩/힙합,04:06,남성,프로젝트
4983,나만 아픈 일,Stone Music Entertainment,지니뮤직,이해리,2019.11.17~2019.11.23,2678359,184,가요 / 발라드,03:33,여성,솔로
4984,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.11.17~2019.11.23,2677829,185,POP / 팝,03:11,남성,솔로
4985,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.11.17~2019.11.23,2638190,186,가요 / 발라드,04:03,남성,솔로
4986,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.11.17~2019.11.23,2633735,187,가요 / 댄스,03:01,여성,그룹
4987,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.11.17~2019.11.23,2630722,188,가요 / 발라드,05:03,남성,솔로
4988,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.11.17~2019.11.23,2613139,189,가요 / 랩/힙합,04:27,남성,프로젝트
4989,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.11.17~2019.11.23,2610438,190,POP / R&B/소울,04:46,여성,솔로
4990,미안해,브랜뉴뮤직,카카오 M,양다일,2019.11.17~2019.11.23,2604883,191,가요 / R&B/소울,03:49,남성,솔로
4991,밤 끝없는 밤,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2601609,192,가요 / 블루스/포크,03:01,혼성,듀엣
4992,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.11.17~2019.11.23,2591238,193,가요 / 락,04:00,남성,솔로
4993,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.17~2019.11.23,2590792,194,가요 / 인디,03:21,여성,솔로
4994,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.11.17~2019.11.23,2588609,195,가요 / R&B/소울,03:53,여성,솔로
4995,FREEDOM,YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.17~2019.11.23,2553582,196,가요 / 락,03:34,혼성,듀엣
4996,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.11.17~2019.11.23,2539727,197,POP / 팝,04:06,남성,듀엣
4997,신용재,인디안레이블,지니뮤직,하은 ,2019.11.17~2019.11.23,2539106,198,가요 / 발라드,03:34,남성,솔로
4998,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.11.17~2019.11.23,2536615,199,가요 / 인디,03:39,남성,솔로
4999,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.11.17~2019.11.23,2531521,200,가요 / 랩/힙합,02:46,남성,솔로
5000,Blueming,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,55037317,1,가요 / 락,03:37,여성,솔로
5001,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,카카오 M,노을,2019.11.24~2019.11.30,44046549,2,가요 / 발라드,03:36,남성,그룹
5002,Love poem,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,42214649,3,가요 / 발라드,04:18,여성,솔로
5003,HIP,RBW,카카오 M,마마무 ,2019.11.24~2019.11.30,37289867,4,가요 / 댄스,03:15,여성,그룹
5004,Into the Unknown,Walt Disney Records,Universal Music,"Idina Menzel, AURORA",2019.11.24~2019.11.30,37065320,5,OST / 애니메이션/게임,03:15,여성,프로젝트
5005,이 번호로 전화해줘,메이저나인,지니뮤직,바이브 ,2019.11.24~2019.11.30,31534009,6,가요 / 발라드,03:13,남성,그룹
5006,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2019.11.24~2019.11.30,31465953,7,가요 / 발라드,04:50,혼성,듀엣
5007,시간의 바깥,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,28039921,8,가요 / 발라드,05:01,여성,솔로
5008,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019.11.24~2019.11.30,27541875,9,OST / 드라마,02:49,남성,솔로
5009,새 사랑,더하기미디어,카카오 M,송하예,2019.11.24~2019.11.30,24659027,10,가요 / 발라드,03:38,여성,솔로
5010,조금 취했어 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.24~2019.11.30,23862343,11,가요 / 인디,04:18,남성,솔로
5011,인기 ,밀리언마켓,Dreamus,MC몽,2019.11.24~2019.11.30,23799346,12,가요 / 랩/힙합,04:02,남성,솔로
5012,Obsession,SM Entertainment,Dreamus,EXO,2019.11.24~2019.11.30,23351448,13,가요 / 댄스,03:24,남성,그룹
5013,Show Yourself,Walt Disney Records,Universal Music,"Idina Menzel, Evan Rachel Wood",2019.11.24~2019.11.30,22397037,14,OST / 애니메이션/게임,04:21,여성,프로젝트
5014,unlucky,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,22377245,15,가요 / 발라드,03:51,여성,솔로
5015,사랑이란 멜로는 없어,스튜디오 오드리,카카오 M,전상근,2019.11.24~2019.11.30,22248335,16,가요 / 발라드,04:35,남성,솔로
5016,불티 ,SM Entertainment,Dreamus,태연 ,2019.11.24~2019.11.30,21752685,17,가요 / 댄스,03:38,여성,솔로
5017,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019.11.24~2019.11.30,20282294,18,OST / 드라마,03:45,남성,솔로
5018,있어줘요,리메즈,카카오 M,장덕철,2019.11.24~2019.11.30,20075126,19,가요 / 인디,03:36,남성,그룹
5019,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.11.24~2019.11.30,20066264,20,가요 / 인디,04:26,남성,솔로
5020,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.24~2019.11.30,18849818,21,가요 / 발라드,03:19,여성,솔로
5021,그 사람,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,18060616,22,가요 / 발라드,03:51,여성,솔로
5022,니 소식,더하기미디어,카카오 M,송하예,2019.11.24~2019.11.30,17681764,23,가요 / 발라드,04:00,여성,솔로
5023,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019.11.24~2019.11.30,17201753,24,가요 / 발라드,03:54,남성,솔로
5024,자장가,카카오 M,카카오 M,아이유 ,2019.11.24~2019.11.30,16458998,25,가요 / 발라드,04:22,여성,솔로
5025,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.11.24~2019.11.30,16387784,26,POP / 팝,03:07,여성,솔로
5026,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.11.24~2019.11.30,15872341,27,가요 / 인디,03:11,여성,솔로
5027,숨겨진 세상 ,Walt Disney Records,Universal Music,태연 ,2019.11.24~2019.11.30,15845887,28,OST / 애니메이션/게임,03:09,여성,솔로
5028,이별주,How엔터테인먼트,NHN벅스,황인욱,2019.11.24~2019.11.30,15490659,29,가요 / 발라드,03:25,남성,솔로
5029,차가워진 이 바람엔 우리가 써있어,엔터테인먼트뉴오더,카카오 M,HYNN,2019.11.24~2019.11.30,14785404,30,가요 / 발라드,03:33,여성,솔로
5030,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.11.24~2019.11.30,14672595,31,가요 / 발라드,04:16,남성,솔로
5031,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019.11.24~2019.11.30,14482591,32,OST / 드라마,03:49,여성,솔로
5032,LION,Stone Music Entertainment,지니뮤직,(여자)아이들,2019.11.24~2019.11.30,14463761,33,가요 / 전체,03:31,여성,그룹
5033,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.11.24~2019.11.30,14422221,34,OST / 드라마,03:31,남성,솔로
5034,샤넬 ,밀리언마켓,Dreamus,MC몽,2019.11.24~2019.11.30,13770473,35,가요 / 랩/힙합,04:01,남성,솔로
5035,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.11.24~2019.11.30,13762794,36,가요 / 발라드,03:41,남성,솔로
5036,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시 ,2019.11.24~2019.11.30,13665837,37,가요 / 발라드,04:14,여성,솔로
5037,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019.11.24~2019.11.30,13643204,38,POP / 팝,03:11,혼성,프로젝트
5038,허전해,뉴런뮤직,카카오 M,폴킴,2019.11.24~2019.11.30,13442201,39,가요 / R&B/소울,03:53,남성,솔로
5039,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019.11.24~2019.11.30,13189987,40,가요 / 발라드,04:07,혼성,프로젝트
5040,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.11.24~2019.11.30,13167133,41,POP / 락,03:14,여성,솔로
5041,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.11.24~2019.11.30,12987900,42,가요 / 랩/힙합,03:50,남성,그룹
5042,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019.11.24~2019.11.30,12532162,43,가요 / 발라드,03:33,남성,그룹
5043,그대라는 시,냠냠엔터테인먼트,카카오 M,태연 ,2019.11.24~2019.11.30,12335181,44,OST / 드라마,03:30,여성,솔로
5044,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.11.24~2019.11.30,12295797,45,가요 / 발라드,04:41,남성,솔로
5045,Feel Special,JYP Entertainment,Dreamus,TWICE,2019.11.24~2019.11.30,11770438,46,가요 / 댄스,03:27,여성,그룹
5046,헤어지자 ,RBW,카카오 M,휘인,2019.11.24~2019.11.30,11541733,47,가요 / 발라드,04:13,여성,솔로
5047,사계 ,SM Entertainment,Dreamus,태연 ,2019.11.24~2019.11.30,11447421,48,가요 / 발라드,03:08,여성,솔로
5048,영화 속에 나오는 주인공처럼,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,펀치 ,2019.11.24~2019.11.30,11193310,49,OST / 드라마,03:55,여성,솔로
5049,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.11.24~2019.11.30,11048280,50,가요 / 랩/힙합,04:06,남성,프로젝트
5050,날 보러 와요 ,FNC엔터테인먼트,카카오 M,AOA,2019.11.24~2019.11.30,10904393,51,가요 / 댄스,03:23,여성,그룹
5051,떨어지는 낙엽까지도,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.11.24~2019.11.30,10876243,52,가요 / R&B/소울,03:23,여성,솔로
