,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
3060,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.09.15~2019.09.21,9571514,61,가요 / 일렉트로니카,03:34,남성,솔로
3061,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.09.15~2019.09.21,9556867,62,가요 / 락,03:31,남성,밴드
3062,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.15~2019.09.21,9484392,63,가요 / 인디,03:37,여성,솔로
3063,낮 ,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.15~2019.09.21,9472689,64,가요 / 인디,03:13,여성,솔로
3064,Say Goodbye,냠냠엔터테인먼트,카카오 M,송하예,2019.09.15~2019.09.21,9407196,65,OST / 드라마,03:06,여성,솔로
3065,독 _ Fear,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,9257465,66,가요 / 댄스,02:55,남성,그룹
3066,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.09.15~2019.09.21,9202548,67,가요 / 댄스,03:42,여성,솔로
3067,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.09.15~2019.09.21,9138420,68,가요 / 발라드,04:17,남성,밴드
3068,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.09.15~2019.09.21,9114922,69,POP / 락,03:24,남성,그룹
3069,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.09.15~2019.09.21,9080824,70,가요 / 발라드,04:30,남성,솔로
3070,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019.09.15~2019.09.21,9071594,71,가요 / 발라드,04:48,남성,솔로
3071,괜찮아도 괜찮아 ,SM Entertainment,Dreamus,디오 ,2019.09.15~2019.09.21,9008012,72,가요 / R&B/소울,03:41,남성,솔로
3072,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.09.15~2019.09.21,8677721,73,가요 / 발라드,04:07,남성,밴드
3073,바다 ,Stone Music Entertainment,지니뮤직,"Woodie Gochild, 최엘비 ",2019.09.15~2019.09.21,8424165,74,가요 / 랩/힙합,03:48,남성,프로젝트
3074,너만 너만 너만,냠냠엔터테인먼트,카카오 M,양다일,2019.09.15~2019.09.21,8185769,75,OST / 드라마,04:14,남성,솔로
3075,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.15~2019.09.21,8084509,76,가요 / 댄스,04:34,남성,그룹
3076,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.15~2019.09.21,7565911,77,가요 / 랩/힙합,03:43,남성,그룹
3077,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.09.15~2019.09.21,7504221,78,POP / 팝,03:02,남성,솔로
3078,꿈속에 너 ,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드 ,2019.09.15~2019.09.21,7464821,79,가요 / 발라드,04:12,남성,그룹
3079,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019.09.15~2019.09.21,7100908,80,OST / 해외영화,02:56,혼성,그룹
3080,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.09.15~2019.09.21,6938591,81,가요 / 랩/힙합,03:09,여성,그룹
3081,BUNGEE ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.09.15~2019.09.21,6828471,82,가요 / 댄스,02:57,여성,그룹
3082,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.09.15~2019.09.21,6453057,83,가요 / 발라드,05:07,남성,솔로
3083,대충 입고 나와,인디안레이블,지니뮤직,우디,2019.09.15~2019.09.21,6349663,84,가요 / 인디,03:26,남성,솔로
3084,서울 밤 ,메이크어스엔터테인먼트,카카오 M,어반 자카파 ,2019.09.15~2019.09.21,6291028,85,가요 / R&B/소울,03:25,혼성,그룹
3085,비워 ,"딩고뮤직, Ambition Musik",카카오 M,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",2019.09.15~2019.09.21,6229046,86,가요 / 랩/힙합,03:38,남성,솔로
3086,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.09.15~2019.09.21,6224723,87,가요 / 발라드,04:13,여성,솔로
3087,비오는 날 뭐해,인디안레이블,지니뮤직,하은 ,2019.09.15~2019.09.21,6215762,88,가요 / 인디,03:33,남성,솔로
3088,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019.09.15~2019.09.21,6080502,89,POP / 팝,03:40,남성,프로젝트
3089,웃을 때 제일 예뻐,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.15~2019.09.21,6067329,90,가요 / 댄스,03:25,남성,그룹
3090,Love Shot,SM Entertainment,Dreamus,EXO,2019.09.15~2019.09.21,5909955,91,가요 / 댄스,03:20,남성,그룹
3091,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.15~2019.09.21,5816116,92,가요 / 랩/힙합,03:44,남성,그룹
3092,러브 델루나,냠냠엔터테인먼트,카카오 M,태용 ,2019.09.15~2019.09.21,5804585,93,OST / 드라마,04:28,혼성,프로젝트
3093,"시작할까, 나",스타쉽엔터테인먼트,카카오 M,"비, 소유",2019.09.15~2019.09.21,5683226,94,가요 / R&B/소울,03:47,혼성,프로젝트
3094,시계 바늘,안테나뮤직,카카오 M,권진아,2019.09.15~2019.09.21,5534294,95,가요 / 발라드,04:08,여성,솔로
3095,180도,메이저나인,지니뮤직,벤 ,2019.09.15~2019.09.21,5454398,96,가요 / 발라드,03:49,여성,솔로
3096,초록빛,뉴런뮤직,카카오 M,폴킴,2019.09.15~2019.09.21,5362054,97,가요 / 발라드,03:46,남성,솔로
3097,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.09.15~2019.09.21,5357093,98,가요 / 랩/힙합,02:46,남성,솔로
3098,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.15~2019.09.21,5353331,99,가요 / 인디,03:41,여성,솔로
3099,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.15~2019.09.21,5323080,100,가요 / 인디,03:21,여성,솔로
3100,달라진 니 마음,스퀘어 레코드,카카오 M,정효빈,2019.09.15~2019.09.21,5271009,101,가요 / 인디,03:33,여성,솔로
3101,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.09.15~2019.09.21,5251689,102,가요 / 발라드,04:41,남성,솔로
3102,방에 모기가 있어 ,매직스트로베리사운드,카카오 M,10cm,2019.09.15~2019.09.21,5154240,103,가요 / 인디,03:16,남성,솔로
3103,오늘 밤에,뮤직K,카카오 M,홍진영,2019.09.15~2019.09.21,5147576,104,가요 / 트로트,03:01,여성,솔로
3104,UN Village,SM Entertainment,Dreamus,백현 ,2019.09.15~2019.09.21,5101254,105,가요 / R&B/소울,03:56,남성,솔로
3105,U GOT IT ,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.15~2019.09.21,5071283,106,가요 / 댄스,03:10,남성,그룹
3106,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.09.15~2019.09.21,5057642,107,가요 / 댄스,03:01,여성,그룹
3107,너나 해 ,Stone Music Entertainment,지니뮤직,AOA,2019.09.15~2019.09.21,5023619,108,가요 / 전체,03:35,여성,그룹
3108,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.09.15~2019.09.21,4965281,109,POP / 팝,03:54,남성,솔로
3109,삐삐,카카오 M,카카오 M,아이유 ,2019.09.15~2019.09.21,4951041,110,가요 / R&B/소울,03:15,여성,솔로
3110,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.09.15~2019.09.21,4849258,111,가요 / 발라드,03:52,남성,그룹
3111,움직여 ,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.15~2019.09.21,4723905,112,가요 / 댄스,03:05,남성,그룹
3112,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.09.15~2019.09.21,4661643,113,POP / 팝,02:59,여성,솔로
3113,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.09.15~2019.09.21,4649615,114,POP / 팝,03:23,혼성,프로젝트
3114,Youth,Universal Music,Universal Music,Troye Sivan,2019.09.15~2019.09.21,4606381,115,POP / 팝,03:05,남성,솔로
3115,열애중,메이저나인,지니뮤직,벤 ,2019.09.15~2019.09.21,4602510,116,가요 / 발라드,04:31,여성,솔로
3116,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.09.15~2019.09.21,4602281,117,가요 / 락,04:00,남성,솔로
3117,진심이 담긴 노래 ,넥스타엔터테인먼트,카카오 M,케이시 ,2019.09.15~2019.09.21,4588466,118,가요 / 발라드,04:31,여성,솔로
3118,광안리101,Stone Music Entertainment,지니뮤직,짱유,2019.09.15~2019.09.21,4575542,119,가요 / 랩/힙합,03:48,혼성,프로젝트
3119,누구 없소 ,YG Entertainment,YG PLUS,이하이,2019.09.15~2019.09.21,4566310,120,가요 / 댄스,03:15,여성,솔로
3120,십삼월 ,예스아이엠엔터테인먼트,인터파크,임창정,2019.09.15~2019.09.21,4532883,121,가요 / 발라드,04:02,남성,솔로
3121,고백,브랜뉴뮤직,카카오 M,양다일,2019.09.15~2019.09.21,4528774,122,가요 / 발라드,03:31,남성,솔로
3122,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.09.15~2019.09.21,4496590,123,가요 / 인디,03:39,남성,솔로
3123,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.09.15~2019.09.21,4479725,124,POP / 팝,03:27,여성,솔로
3124,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.09.15~2019.09.21,4445637,125,가요 / R&B/소울,03:53,여성,솔로
3125,짐살라빔 ,SM Entertainment,Dreamus,레드벨벳,2019.09.15~2019.09.21,4433123,126,가요 / 댄스,03:11,여성,그룹
3126,괜찮아요,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.15~2019.09.21,4405098,127,가요 / 발라드,04:40,남성,그룹
3127,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.09.15~2019.09.21,4404913,128,가요 / 댄스,03:58,여성,그룹
3128,관둬 ,FNC엔터테인먼트,카카오 M,FTISLAND ,2019.09.15~2019.09.21,4376871,129,가요 / 락,03:54,남성,밴드
3129,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.09.15~2019.09.21,4357487,130,OST / 드라마,04:01,남성,솔로
3130,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019.09.15~2019.09.21,4286788,131,POP / R&B/소울,04:33,남성,솔로
3131,신용재,인디안레이블,지니뮤직,하은 ,2019.09.15~2019.09.21,4257772,132,가요 / 발라드,03:34,남성,솔로
3132,Uh-Oh,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.09.15~2019.09.21,4204212,133,가요 / 랩/힙합,03:27,여성,그룹
3133,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.09.15~2019.09.21,4125006,134,가요 / 인디,04:21,남성,듀엣
3134,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.09.15~2019.09.21,4117996,135,가요 / 랩/힙합,04:27,남성,프로젝트
3135,Attention,Artist Partners,Warner Music,Charlie Puth,2019.09.15~2019.09.21,4115264,136,POP / 팝,03:32,남성,솔로
3136,덜어 ,Stone Music Entertainment,지니뮤직,윤비 ,2019.09.15~2019.09.21,4098900,137,가요 / 랩/힙합,04:55,혼성,프로젝트
3137,거짓말을 해,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,4055621,138,가요 / 댄스,03:20,남성,그룹
3138,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.09.15~2019.09.21,4015883,139,가요 / 발라드,04:03,남성,솔로
3139,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019.09.15~2019.09.21,4004166,140,POP / 일렉트로니카,03:14,남성,프로젝트
3140,교통정리 ,린치핀뮤직,카카오 M,기리보이,2019.09.15~2019.09.21,3958751,141,가요 / 랩/힙합,03:18,남성,솔로
3141,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.15~2019.09.21,3929173,142,가요 / 랩/힙합,03:46,남성,그룹
3142,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.09.15~2019.09.21,3896359,143,POP / 일렉트로니카,03:19,남성,솔로
3143,AH YEAH ,YG Entertainment,YG PLUS,WINNER,2019.09.15~2019.09.21,3886645,144,가요 / 댄스,02:57,남성,그룹
3144,열대야 ,쏘스뮤직,카카오 M,여자친구 ,2019.09.15~2019.09.21,3886517,145,가요 / 댄스,03:34,여성,그룹
3145,"fuck, i`m lonely",뮤직테이블,NHN벅스,"Lauv, Anne-Marie",2019.09.15~2019.09.21,3860339,146,POP / 팝,03:19,남성,솔로
3146,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.09.15~2019.09.21,3816942,147,POP / 랩/힙합,02:57,남성,솔로
3147,BAMN ,Stone Music Entertainment,지니뮤직,펀치넬로 ,2019.09.15~2019.09.21,3805172,148,가요 / 랩/힙합,03:55,남성,프로젝트
3148,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.09.15~2019.09.21,3782243,149,POP / 팝,03:11,남성,솔로
3149,멍청이,RBW,카카오 M,화사,2019.09.15~2019.09.21,3765122,150,가요 / 댄스,03:11,여성,솔로
3150,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.09.15~2019.09.21,3757746,151,POP / 팝,03:15,남성,솔로
3151,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.09.15~2019.09.21,3719243,152,POP / 팝,03:37,여성,솔로
3152,불꽃 ,린치핀뮤직,카카오 M,한요한,2019.09.15~2019.09.21,3685100,153,가요 / 랩/힙합,04:02,남성,솔로
3153,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.09.15~2019.09.21,3615594,154,가요 / 발라드,05:03,남성,솔로
3154,Destiny ,Stone Music Entertainment,지니뮤직,오마이걸 ,2019.09.15~2019.09.21,3604551,155,가요 / 전체,03:50,여성,그룹
3155,Goodbyes ,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Post Malone,2019.09.15~2019.09.21,3569890,156,POP / 랩/힙합,02:55,남성,솔로
3156,Stand Up ,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.15~2019.09.21,3556297,157,가요 / 댄스,02:11,남성,그룹
3157,Let me hear you say,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,3555709,158,가요 / 댄스,03:00,남성,그룹
3158,Snap Shoot,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,3513222,159,가요 / 댄스,02:56,남성,그룹
3159,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.09.15~2019.09.21,3485846,160,가요 / 발라드,03:44,남성,솔로
3160,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.09.15~2019.09.21,3470511,161,가요 / 랩/힙합,03:25,여성,솔로
3161,SOLO,YG Entertainment,YG PLUS,제니 ,2019.09.15~2019.09.21,3450308,162,가요 / 랩/힙합,02:50,여성,솔로
3162,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.09.15~2019.09.21,3447172,163,POP / 락,03:07,남성,그룹
3163,Tempo,SM Entertainment,Dreamus,EXO,2019.09.15~2019.09.21,3433240,164,가요 / 댄스,03:45,남성,그룹
3164,247,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,3407278,165,가요 / 댄스,03:33,남성,그룹
3165,Second Life,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,3405024,166,가요 / 댄스,03:22,남성,그룹
3166,미안해,브랜뉴뮤직,카카오 M,양다일,2019.09.15~2019.09.21,3347803,167,가요 / R&B/소울,03:49,남성,솔로
3167,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019.09.15~2019.09.21,3294630,168,POP / 팝,02:43,남성,프로젝트
3168,신청곡 ,에르타알레,NHN벅스,이소라,2019.09.15~2019.09.21,3284444,169,가요 / 발라드,04:41,여성,솔로
3169,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.09.15~2019.09.21,3266777,170,POP / 팝,04:06,남성,듀엣
3170,Summer Days ,Epic Amsterdam,Sony Music,Martin Garrix,2019.09.15~2019.09.21,3247650,171,POP / 일렉트로니카,04:15,남성,솔로
3171,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.09.15~2019.09.21,3237391,172,가요 / 랩/힙합,03:46,남성,프로젝트
3172,헤어질 걸 알아,뉴런뮤직,카카오 M,폴킴,2019.09.15~2019.09.21,3226702,173,가요 / R&B/소울,03:10,남성,솔로
3173,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019.09.15~2019.09.21,3223836,174,POP / 락,03:13,혼성,밴드
3174,비올레타,"Stone Music Entertainment, OFF THE RECORD Entertainment","지니뮤직, Stone Music Entertainment",IZ*ONE ,2019.09.15~2019.09.21,3180486,175,가요 / 댄스,03:21,여성,그룹
3175,어떤 별보다,냠냠엔터테인먼트,카카오 M,레드벨벳,2019.09.15~2019.09.21,3173329,176,OST / 드라마,03:43,여성,그룹
3176,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.09.15~2019.09.21,3135149,177,가요 / 발라드,04:09,남성,솔로
3177,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.09.15~2019.09.21,3126171,178,POP / 팝,03:54,남성,솔로
3178,다섯 번째 계절 ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.09.15~2019.09.21,3121588,179,가요 / 댄스,04:00,여성,그룹
3179,CCTV ,Stone Music Entertainment,지니뮤직,강현준 ,2019.09.15~2019.09.21,3117247,180,가요 / 랩/힙합,03:12,남성,프로젝트
3180,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.09.15~2019.09.21,3104810,181,가요 / 댄스,03:29,여성,그룹
3181,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.09.15~2019.09.21,3103319,182,가요 / 발라드,04:22,남성,그룹
3182,BIRTHDAY,The Black Label,YG PLUS,전소미,2019.09.15~2019.09.21,3096564,183,가요 / 댄스,03:06,여성,솔로
3183,Sunflower ,Universal Music,Universal Music,Post Malone & Swae Lee,2019.09.15~2019.09.21,3090627,184,OST / 애니메이션/게임,02:38,남성,프로젝트
3184,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.09.15~2019.09.21,3084555,185,POP / 팝,03:20,남성,솔로
3185,그날처럼,리메즈,카카오 M,장덕철,2019.09.15~2019.09.21,3076448,186,가요 / 발라드,03:53,남성,그룹
3186,GOTT ,AOMG,"지니뮤직, Stone Music Entertainment",사이먼 도미닉 ,2019.09.15~2019.09.21,3040927,187,가요 / 랩/힙합,02:49,남성,솔로
3187,싸운날,SG MADE,카카오 M,여은,2019.09.15~2019.09.21,3039641,188,가요 / 발라드,04:31,여성,솔로
3188,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.15~2019.09.21,3038247,189,가요 / 인디,03:43,여성,솔로
3189,땡땡 ,Stone Music Entertainment,지니뮤직,강현준 ,2019.09.15~2019.09.21,3036606,190,가요 / 랩/힙합,03:47,혼성,프로젝트
3190,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.09.15~2019.09.21,3024320,191,POP / R&B/소울,04:46,여성,솔로
3191,The Ocean ,DF Records,Sony Music,Mike Perry,2019.09.15~2019.09.21,2965561,192,POP / 일렉트로니카,03:03,남성,솔로
3192,Faded,MER Musikk,Sony Music,Alan Walker,2019.09.15~2019.09.21,2954309,193,POP / 일렉트로니카,03:33,남성,솔로
3193,Lost Stars,Interscope Records,Universal Music,Adam Levine,2019.09.15~2019.09.21,2939121,194,POP / 팝,04:28,남성,솔로
3194,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.09.15~2019.09.21,2935307,195,POP / 팝,03:38,남성,솔로
3195,Happy Ending ,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.15~2019.09.21,2929829,196,가요 / 댄스,03:28,남성,그룹
3196,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.09.15~2019.09.21,2927957,197,POP / 락,03:24,여성,솔로
3197,별 보러 가자,스톰프뮤직,NHN벅스,적재,2019.09.15~2019.09.21,2919303,198,가요 / 인디,05:18,남성,솔로
3198,When We Were Young,XL Recordings,강앤뮤직,Adele,2019.09.15~2019.09.21,2906822,199,POP / R&B/소울,04:51,여성,솔로
3199,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.09.15~2019.09.21,2898791,200,가요 / 발라드,04:12,남성,솔로
3200,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019.09.22~2019.09.28,52851408,1,OST / 드라마,02:49,남성,솔로
3201,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,51798806,2,가요 / 발라드,04:50,혼성,듀엣
3202,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,45418493,3,가요 / 인디,03:11,여성,솔로
3203,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019.09.22~2019.09.28,37825944,4,OST / 드라마,03:45,남성,솔로
3204,가끔 이러다,냠냠엔터테인먼트,카카오 M,펀치 ,2019.09.22~2019.09.28,33647757,5,가요 / R&B/소울,03:41,여성,솔로
3205,조금 취했어 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.09.22~2019.09.28,32496404,6,가요 / 인디,04:18,남성,솔로
3206,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시 ,2019.09.22~2019.09.28,31587572,7,가요 / 발라드,04:14,여성,솔로
3207,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2019.09.22~2019.09.28,31420103,8,가요 / 인디,04:26,남성,솔로
3208,Feel Special,JYP Entertainment,Dreamus,TWICE,2019.09.22~2019.09.28,31217233,9,가요 / 댄스,03:27,여성,그룹
3209,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019.09.22~2019.09.28,30026022,10,가요 / 발라드,03:19,여성,솔로
3210,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019.09.22~2019.09.28,28051025,11,OST / 드라마,03:49,여성,솔로
3211,헤어지자 ,RBW,카카오 M,휘인,2019.09.22~2019.09.28,26286383,12,가요 / 발라드,04:13,여성,솔로
3212,니 소식,더하기미디어,카카오 M,송하예,2019.09.22~2019.09.28,25014379,13,가요 / 발라드,04:00,여성,솔로
3213,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019.09.22~2019.09.28,24657787,14,가요 / 발라드,03:54,남성,솔로
3214,그대라는 시,냠냠엔터테인먼트,카카오 M,태연 ,2019.09.22~2019.09.28,23761192,15,OST / 드라마,03:30,여성,솔로
3215,사랑이란 멜로는 없어,스튜디오 오드리,카카오 M,전상근,2019.09.22~2019.09.28,22816326,16,가요 / 발라드,04:35,남성,솔로
3216,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019.09.22~2019.09.28,22220450,17,가요 / 발라드,04:07,혼성,프로젝트
3217,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.09.22~2019.09.28,21771789,18,POP / 팝,03:07,여성,솔로
3218,달,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,20586124,19,가요 / 발라드,04:03,혼성,듀엣
3219,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.09.22~2019.09.28,20576634,20,가요 / 발라드,04:16,남성,솔로
3220,Done For Me,냠냠엔터테인먼트,카카오 M,펀치 ,2019.09.22~2019.09.28,19323744,21,OST / 드라마,03:52,여성,솔로
3221,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019.09.22~2019.09.28,18122850,22,POP / 팝,03:11,혼성,프로젝트
3222,나만 아픈 일,Stone Music Entertainment,지니뮤직,이해리,2019.09.22~2019.09.28,18052281,23,가요 / 발라드,03:33,여성,솔로
3223,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.09.22~2019.09.28,18050675,24,가요 / 발라드,03:41,남성,솔로
3224,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤 ,2019.09.22~2019.09.28,17860313,25,OST / 드라마,04:32,여성,솔로
3225,헤어져줘서 고마워,메이저나인,지니뮤직,벤 ,2019.09.22~2019.09.28,17591769,26,가요 / 발라드,04:14,여성,솔로
3226,날라리 ,메이크어스엔터테인먼트,카카오 M,선미,2019.09.22~2019.09.28,17544595,27,가요 / 댄스,02:55,여성,솔로
3227,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.09.22~2019.09.28,17186662,28,POP / 락,03:14,여성,솔로
3228,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019.09.22~2019.09.28,17067597,29,OST / 드라마,03:31,남성,솔로
3229,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.09.22~2019.09.28,16988716,30,OST / 드라마,03:31,남성,솔로
3230,뱃노래,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,16181798,31,가요 / 발라드,02:18,혼성,듀엣
3231,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈 ,2019.09.22~2019.09.28,15555111,32,OST / 드라마,03:46,여성,솔로
3232,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.22~2019.09.28,15534449,33,가요 / 랩/힙합,03:50,남성,그룹
3233,FREEDOM,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,15419668,34,가요 / 락,03:34,혼성,듀엣
3234,물 만난 물고기,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,15155569,35,가요 / 블루스/포크,03:37,혼성,듀엣
3235,나빠,피네이션,Dreamus,크러쉬 ,2019.09.22~2019.09.28,14761395,36,가요 / R&B/소울,03:14,남성,솔로
3236,Speechless ,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019.09.22~2019.09.28,14600264,37,OST / 해외영화,03:29,여성,솔로
3237,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.09.22~2019.09.28,14540624,38,가요 / 발라드,04:41,남성,솔로
3238,ICY,JYP Entertainment,Dreamus,ITZY ,2019.09.22~2019.09.28,14433750,39,가요 / 댄스,03:11,여성,그룹
