st_day,dc_total_numb,dc_mean_reccomend,dc_mean_views,artist
2019-11-24,1,0,130,이성민
2019-12-01,3,2,306.6666666666667,이성민
2019-12-08,2,4.5,288,이성민
2019-12-22,2,0,284.5,이성민
2019-12-29,1,0,175,이성민
2020-01-12,3,0,329.3333333333333,이성민
2020-01-19,6,0.8333333333333334,201.16666666666666,이성민
2020-01-26,3,0.6666666666666666,172.33333333333334,이성민
2020-02-09,3,0,131,이성민
2020-02-16,1,0,220,이성민
2020-02-23,1,0,211,이성민
2020-03-01,1,2,201,이성민
2020-04-12,1,0,105,이성민
2020-05-03,1,0,41,이성민
2017-10-01,17,0.058823529411764705,330.4117647058824,이세은
2017-10-08,18,0.2222222222222222,434.27777777777777,이세은
2017-10-15,1,0,425,이세은
2017-10-29,1,0,379,이세은
2017-12-24,1,0,586,이세은
2018-07-15,1,1,442,이세은
2018-10-28,1,0,201,이세은
2018-11-04,1,0,226,이세은
2018-11-18,1,0,296,이세은
2018-12-30,1,0,251,이세은
2019-02-10,1,0,263,이세은
2019-04-14,1,1,273,이세은
2019-11-24,1,0,53,이세은
2020-02-16,1,0,42,이세은
2020-03-01,1,0,66,이세은
2018-03-11,17,0.7142857142857143,248.92857142857142,이소라
2018-03-18,14,0.7692307692307693,230.46153846153845,이소라
2018-03-25,23,0.47619047619047616,255.28571428571428,이소라
2018-04-01,27,0.68,272.68,이소라
2018-04-08,14,0.7272727272727273,356,이소라
2018-04-15,24,0.6470588235294118,241.52941176470588,이소라
2018-04-22,56,1.24,223.68,이소라
2018-04-29,49,0.7027027027027027,241.3783783783784,이소라
2018-05-06,36,1.0526315789473684,248.42105263157896,이소라
2018-05-13,34,1.5517241379310345,266.86206896551727,이소라
2018-05-20,22,1.0476190476190477,209.38095238095238,이소라
2018-05-27,33,0.8695652173913043,210.52173913043478,이소라
2018-06-03,22,3.526315789473684,310.8421052631579,이소라
2018-06-10,40,1.1764705882352942,226.64705882352942,이소라
2018-06-17,141,3.21875,300.2265625,이소라
2018-06-24,40,2.84,371.4,이소라
2018-07-01,52,1.8,338.48,이소라
2018-07-08,36,1.1363636363636365,303.27272727272725,이소라
2018-07-15,33,0.6,283.06666666666666,이소라
2018-07-22,42,0.9411764705882353,294.1470588235294,이소라
2018-07-29,20,1.25,263,이소라
2018-08-05,28,0.8181818181818182,229.27272727272728,이소라
2018-08-12,47,1.03125,227.6875,이소라
2018-08-19,25,1.5,256.3636363636364,이소라
2018-08-26,16,7.923076923076923,215.76923076923077,이소라
2018-09-02,29,5.714285714285714,235.64285714285714,이소라
2018-09-09,48,1,195.78571428571428,이소라
2018-09-16,64,0.8235294117647058,243.07843137254903,이소라
2018-09-23,124,0.7012987012987013,212.8181818181818,이소라
2018-09-30,159,0.9052631578947369,303.5157894736842,이소라
2018-10-07,79,1.4307692307692308,295.2,이소라
2018-10-14,182,0.44881889763779526,222.37007874015748,이소라
2018-10-21,133,0.7586206896551724,279.51724137931035,이소라
2018-10-28,96,0.9411764705882353,211.38235294117646,이소라
2018-11-04,44,0.6060606060606061,242.6060606060606,이소라
2018-11-11,35,1.2592592592592593,289.3703703703704,이소라
2018-11-18,28,1.7142857142857142,264.8095238095238,이소라
2018-11-25,56,1.4634146341463414,271.780487804878,이소라
2018-12-02,104,0.9534883720930233,206.32558139534885,이소라
2018-12-09,90,1.4035087719298245,309.859649122807,이소라
2018-12-16,154,1.5185185185185186,277.4074074074074,이소라
2018-12-23,411,2.66189111747851,332.43839541547277,이소라
2018-12-30,177,3.282442748091603,319.35114503816794,이소라
2019-01-06,48,4.371428571428571,286.74285714285713,이소라
2019-01-13,60,5,310.87179487179486,이소라
2019-01-20,330,2.923076923076923,359.4567307692308,이소라
2019-01-27,70,1.2698412698412698,402.3015873015873,이소라
2019-02-03,50,5.487179487179487,343.4102564102564,이소라
2019-02-10,14,2.8333333333333335,336.25,이소라
2019-02-17,20,1.5,330,이소라
2019-02-24,20,1.5555555555555556,377.5,이소라
2019-03-03,15,0.5,312,이소라
2019-03-10,20,0.6923076923076923,340.2307692307692,이소라
2019-03-17,15,1.5,303.64285714285717,이소라
2019-03-24,16,3.5833333333333335,316.6666666666667,이소라
2019-03-31,25,1.25,235.0625,이소라
2019-04-07,20,1.4285714285714286,310,이소라
2019-04-14,12,0.42857142857142855,389.57142857142856,이소라
2019-04-21,23,2.6666666666666665,430.6666666666667,이소라
2019-04-28,14,1.9166666666666667,356.4166666666667,이소라
2019-05-05,15,3,370.5833333333333,이소라
2019-05-12,15,1.75,293.1666666666667,이소라
2019-05-19,16,1.3846153846153846,329.46153846153845,이소라
2019-05-26,12,2.5454545454545454,321.8181818181818,이소라
2019-06-02,30,3.9,266.05,이소라
2019-06-09,19,0.8666666666666667,252.4,이소라
2019-06-16,18,4.5,263,이소라
2019-06-23,16,5,344,이소라
2019-06-30,16,1.6666666666666667,369.8333333333333,이소라
2019-07-07,12,0.5555555555555556,326.8888888888889,이소라
2019-07-14,3,2.3333333333333335,473.6666666666667,이소라
2019-07-21,9,0.8888888888888888,324.6666666666667,이소라
2019-07-28,9,0,307.625,이소라
2019-08-04,12,0,294.55555555555554,이소라
2019-08-11,10,0.5555555555555556,292.8888888888889,이소라
2019-08-18,15,0.7,408.1,이소라
2019-08-25,10,1.6666666666666667,380.1666666666667,이소라
2019-09-01,20,1.5555555555555556,253.22222222222223,이소라
2019-09-08,18,0.5714285714285714,318.92857142857144,이소라
2019-09-15,6,0.5,239.83333333333334,이소라
2019-09-22,19,4.8125,319.375,이소라
2019-09-29,22,1.0588235294117647,269.6470588235294,이소라
2019-10-06,48,1.8717948717948718,283.5128205128205,이소라
2019-10-13,154,0.4016393442622951,260.08196721311475,이소라
2019-10-20,74,0.8490566037735849,280.9056603773585,이소라
2019-10-27,70,1.8,293.425,이소라
2019-11-03,37,0.5151515151515151,332.3939393939394,이소라
2019-11-10,41,0.6428571428571429,323.4642857142857,이소라
2019-11-17,16,1,344.46153846153845,이소라
2019-11-24,22,0.8947368421052632,336.1578947368421,이소라
2019-12-01,25,0.7777777777777778,353.94444444444446,이소라
2019-12-08,42,3,340.3703703703704,이소라
2019-12-15,267,1.1528384279475983,318.585152838428,이소라
2019-12-22,341,1.6920289855072463,303.59420289855075,이소라
2019-12-29,201,1.2662721893491125,307.37278106508876,이소라
2020-01-05,72,1.74,356.62,이소라
2020-01-12,69,3,322.5090909090909,이소라
2020-01-19,33,4.310344827586207,391.0344827586207,이소라
2020-01-26,35,2.7241379310344827,289.3448275862069,이소라
2020-02-02,19,2.2777777777777777,361.94444444444446,이소라
2020-02-09,12,1,319.1818181818182,이소라
2020-02-16,19,1,260.125,이소라
2020-02-23,23,0.375,235.25,이소라
2020-03-01,20,1.4375,315.5625,이소라
2020-03-08,14,0.21428571428571427,273.35714285714283,이소라
2020-03-15,20,0.9375,297.6875,이소라
2020-03-22,10,0.8888888888888888,276.3333333333333,이소라
2020-03-29,13,0.7,244.9,이소라
2020-04-05,13,1.4166666666666667,224.25,이소라
2020-04-12,14,1.5384615384615385,234.3846153846154,이소라
2020-04-19,22,2.05,242.5,이소라
2020-04-26,18,1.1176470588235294,194.2941176470588,이소라
2020-05-03,25,0.5652173913043478,133.82608695652175,이소라
2018-01-28,1,0,97,이수영
2018-02-04,2,0,235.5,이수영
2018-02-11,6,0,143,이수영
2018-02-18,5,0,150.75,이수영
2018-02-25,2,0,188.5,이수영
2018-03-04,3,3,304.5,이수영
2018-03-11,1,0,251,이수영
2018-04-01,7,0,155.33333333333334,이수영
2018-04-08,8,0.8,181.8,이수영
2018-04-15,10,0.75,253.375,이수영
2018-04-22,12,0.16666666666666666,150,이수영
2018-04-29,11,0.14285714285714285,141.42857142857142,이수영
2018-05-06,6,0,141.75,이수영
2018-05-13,8,0,180.16666666666666,이수영
2018-05-20,5,0,252.33333333333334,이수영
2018-05-27,11,0.375,187.75,이수영
2018-06-10,1,0,286,이수영
2018-06-24,14,0,211,이수영
2018-07-01,30,0,203,이수영
2018-07-08,10,0.5,217.5,이수영
2018-07-15,1,0,113,이수영
2018-07-22,4,0,254,이수영
2018-07-29,2,0,188,이수영
2018-08-05,2,0,231,이수영
2018-08-19,1,0,205,이수영
2018-08-26,2,0,199.5,이수영
2018-09-02,1,0,120,이수영
2018-09-09,1,0,234,이수영
2018-09-16,3,0,170,이수영
2018-09-23,2,0,150,이수영
2018-09-30,4,0.5,178.5,이수영
2018-10-07,1,1,102,이수영
2018-10-14,1,0,178,이수영
2018-10-21,2,0.5,167.5,이수영
2018-10-28,5,0.25,121,이수영
2018-11-04,3,0,145,이수영
2018-11-11,7,0.4,165.2,이수영
2018-11-18,6,0.6666666666666666,202,이수영
2018-11-25,1,0,127,이수영
2018-12-02,5,0,196.66666666666666,이수영
2018-12-09,6,0.5,145.75,이수영
2018-12-16,11,0.16666666666666666,136.5,이수영
2018-12-23,6,0.25,161,이수영
2018-12-30,7,0.25,190.25,이수영
2019-01-06,1,0,233,이수영
2019-01-13,1,1,221,이수영
2019-01-20,2,0.5,352,이수영
2019-01-27,4,0.75,222.25,이수영
2019-02-03,2,0,236,이수영
2019-02-10,2,0,243,이수영
2019-02-17,3,2.6666666666666665,286.6666666666667,이수영
2019-02-24,2,0.5,274,이수영
2019-03-03,1,0,237,이수영
2019-03-10,2,0,237,이수영
2019-03-17,6,0,214.33333333333334,이수영
2019-03-24,10,0.375,215.125,이수영
2019-04-07,4,0,161.5,이수영
2019-04-14,1,0,331,이수영
2019-04-21,9,0.6666666666666666,215,이수영
2019-04-28,1,1,241,이수영
2019-05-19,1,3,195,이수영
2019-06-09,1,2,201,이수영
2019-06-30,1,0,207,이수영
2019-07-21,1,0,147,이수영
2019-07-28,8,0.125,99.875,이수영
2019-08-04,7,0.16666666666666666,121.5,이수영
2019-08-11,17,0,99.55555555555556,이수영
2019-08-18,20,0.29411764705882354,95.29411764705883,이수영
2019-08-25,11,0.09090909090909091,123.81818181818181,이수영
2019-09-01,7,0,114.83333333333333,이수영
2019-09-08,11,0.2,142.5,이수영
2019-09-15,5,0,148,이수영
2019-09-22,6,0.4,137.8,이수영
2019-09-29,12,0.3333333333333333,162.88888888888889,이수영
2019-10-06,7,1.1428571428571428,178,이수영
2019-10-13,11,1.0909090909090908,169.0909090909091,이수영
2019-10-20,6,0.8,201.6,이수영
2019-10-27,4,0.25,179.5,이수영
2019-11-03,6,0.2,208.6,이수영
2019-11-10,6,0.8,239.2,이수영
2019-11-17,9,0.875,211.125,이수영
2019-11-24,8,0.6,224.4,이수영
2019-12-01,4,0.25,207.25,이수영
2019-12-08,5,0.5,168.5,이수영
2019-12-15,8,0.14285714285714285,161.85714285714286,이수영
2019-12-22,13,0.8181818181818182,182.72727272727272,이수영
2019-12-29,1,1,271,이수영
2020-01-05,1,0,196,이수영
2020-02-09,2,2.5,122,이수영
2020-02-16,12,0.4444444444444444,145.88888888888889,이수영
2020-02-23,68,0.9016393442622951,153.80327868852459,이수영
2020-03-01,148,1.7173913043478262,146.7246376811594,이수영
2020-03-08,36,0.8235294117647058,199.44117647058823,이수영
2020-03-15,7,1.5,168.25,이수영
2020-03-22,13,2.8,172.6,이수영
2020-03-29,4,1.25,213.25,이수영
2020-04-05,1,1,123,이수영
2020-04-12,11,1.3333333333333333,148,이수영
2020-04-19,2,0,124,이수영
2020-04-26,4,0.5,110,이수영
2020-05-03,27,1.434782608695652,71.52173913043478,이수영
2018-03-11,9,1.3333333333333333,322.1111111111111,이수혁
2018-03-18,17,0.058823529411764705,215.2941176470588,이수혁
2018-03-25,20,0.15,226.65,이수혁
2018-04-01,17,0.9375,283.9375,이수혁
2018-04-08,15,0.06666666666666667,320.3333333333333,이수혁
2018-04-15,21,1.4,350.45,이수혁
2018-04-22,17,1.411764705882353,307.8235294117647,이수혁
2018-04-29,13,0.23076923076923078,262.15384615384613,이수혁
2018-05-06,12,0,273.4166666666667,이수혁
2018-05-13,9,0,269.44444444444446,이수혁
2018-05-20,9,0,252.77777777777777,이수혁
2018-05-27,11,1.3636363636363635,421.27272727272725,이수혁
2018-06-03,10,0.3,279.2,이수혁
2018-06-10,10,0,271.2,이수혁
2018-06-17,9,0,249.22222222222223,이수혁
2018-06-24,15,0,229.14285714285714,이수혁
2018-07-01,29,0.375,270.375,이수혁
2018-07-08,16,0,223.14285714285714,이수혁
2018-07-15,16,0,205.71428571428572,이수혁
2018-07-22,19,0,284,이수혁
2018-07-29,7,0,292,이수혁
2018-08-05,8,0.125,233,이수혁
2018-08-12,8,0,216.75,이수혁
2018-08-19,11,0,250.3,이수혁
2018-08-26,8,0,210.42857142857142,이수혁
2018-09-02,7,0,204.71428571428572,이수혁
2018-09-09,17,0,214.625,이수혁
2018-09-16,34,0.15384615384615385,252.53846153846155,이수혁
2018-09-23,10,0.5555555555555556,247.33333333333334,이수혁
2018-09-30,16,0,262.9,이수혁
2018-10-07,11,1,263.57142857142856,이수혁
2018-10-14,9,0,247.44444444444446,이수혁
2018-10-21,7,0,226.57142857142858,이수혁
2018-10-28,5,0,215,이수혁
2018-11-04,7,0.2857142857142857,200.42857142857142,이수혁
2018-11-11,21,0.7777777777777778,220.11111111111111,이수혁
2018-11-18,7,0.14285714285714285,230,이수혁
2018-11-25,15,0.26666666666666666,217.73333333333332,이수혁
2018-12-02,5,1,215.33333333333334,이수혁
2018-12-09,7,1,205,이수혁
2018-12-16,14,0.16666666666666666,194.25,이수혁
2018-12-23,10,0,188.57142857142858,이수혁
2018-12-30,8,0,207.625,이수혁
2019-01-06,6,0,229.66666666666666,이수혁
2019-01-13,7,0,252.4,이수혁
2019-01-20,4,0,312.75,이수혁
2019-01-27,3,0,315.6666666666667,이수혁
2019-02-03,2,0,325.5,이수혁
2019-02-10,1,0,307,이수혁
2019-02-17,4,0,306.5,이수혁
2019-02-24,3,0.3333333333333333,348.6666666666667,이수혁
2019-03-03,1,0,344,이수혁
2019-03-10,2,0,338.5,이수혁
2019-03-24,1,1,571,이수혁
2019-03-31,1,1,388,이수혁
2019-04-07,2,1,422.5,이수혁
2019-04-21,1,0,455,이수혁
2019-04-28,6,0,467.3333333333333,이수혁
2019-05-05,2,0.5,560,이수혁
2019-05-19,1,0,462,이수혁
2019-05-26,3,0,447.6666666666667,이수혁
2019-06-02,2,0,425.5,이수혁
2019-06-16,1,0,494,이수혁
2019-06-30,2,0,448.5,이수혁
2019-07-14,3,1.3333333333333333,545.3333333333334,이수혁
2019-07-21,3,7,734,이수혁
2019-08-04,2,0.5,314,이수혁
2019-08-11,2,0,275,이수혁
2019-08-18,2,2,611,이수혁
2019-08-25,5,1.2,370.4,이수혁
2019-09-01,2,1.5,455,이수혁
2019-09-29,3,0,283,이수혁
2019-10-13,2,5,262,이수혁
2019-10-20,1,1,355,이수혁
2019-10-27,1,0,278,이수혁
2019-11-24,1,0,68,이수혁
2019-12-01,25,0,102.625,이수혁
2019-12-08,5,0.25,197.25,이수혁
2019-12-15,8,0.5,212.25,이수혁
2019-12-22,2,0.5,265,이수혁
2019-12-29,17,1.0714285714285714,242.14285714285714,이수혁
2020-01-05,7,0.16666666666666666,200.16666666666666,이수혁
2020-01-12,7,1,177.71428571428572,이수혁
2020-01-19,12,0.5,180.91666666666666,이수혁
2020-01-26,17,2.0588235294117645,196.11764705882354,이수혁
2020-02-02,22,3.4,219.75,이수혁
2020-02-09,11,1.9090909090909092,227.9090909090909,이수혁
2020-02-16,19,1.6470588235294117,211.05882352941177,이수혁
2020-02-23,18,1.2307692307692308,217.23076923076923,이수혁
2020-03-01,12,1.5454545454545454,208.63636363636363,이수혁
2020-03-08,15,1.6923076923076923,185.92307692307693,이수혁
2020-03-15,17,0.7857142857142857,211.92857142857142,이수혁
2020-03-22,15,2.076923076923077,167.53846153846155,이수혁
2020-03-29,12,0.45454545454545453,162.63636363636363,이수혁
2020-04-05,12,1.5,172.33333333333334,이수혁
2020-04-12,32,1.6451612903225807,119.45161290322581,이수혁
2020-04-19,53,0.8679245283018868,148.75471698113208,이수혁
2020-04-26,55,1.1481481481481481,180.87037037037038,이수혁
2020-05-03,28,1.3571428571428572,182.85714285714286,이수혁
2018-03-25,19,0.05555555555555555,160.77777777777777,이수현
2018-04-01,173,0.70625,157.1,이수현
2018-04-08,117,0.6576576576576577,221.75675675675674,이수현
2018-04-15,110,1.8478260869565217,287.2826086956522,이수현
2018-04-22,95,1.2337662337662338,335.6753246753247,이수현
2018-04-29,129,0.6779661016949152,214,이수현
2018-05-06,127,0.3884297520661157,227.34710743801654,이수현
2018-05-13,117,0.8198198198198198,203.16216216216216,이수현
2018-05-20,81,1.2142857142857142,370.14285714285717,이수현
2018-05-27,67,1.6984126984126984,429.58730158730157,이수현
2018-06-03,73,0.4852941176470588,275.1029411764706,이수현
2018-06-10,91,0.6292134831460674,286.2584269662921,이수현
2018-06-17,75,0.684931506849315,158.97260273972603,이수현
2018-06-24,110,0.6020408163265306,60.12244897959184,이수현
2018-07-01,99,0.2597402597402597,160.7792207792208,이수현
2018-07-08,119,0.1574074074074074,191.49074074074073,이수현
2018-07-15,100,0.7441860465116279,251.7674418604651,이수현
2018-07-22,265,1.0450819672131149,142.422131147541,이수현
2018-07-29,145,0.8613138686131386,169.6058394160584,이수현
2018-08-05,190,1.6722222222222223,193.44444444444446,이수현
2018-08-12,176,1.9245283018867925,176.32075471698113,이수현
2018-08-19,327,0.8503184713375797,130.11783439490446,이수현
2018-08-26,161,0.23809523809523808,169.43537414965985,이수현
2018-09-02,338,0.44805194805194803,95.33116883116882,이수현
2018-09-09,175,0.5099337748344371,171.0728476821192,이수현
2018-09-16,134,1.087378640776699,175.24271844660194,이수현
2018-09-23,89,1.4303797468354431,234.81012658227849,이수현
2018-09-30,68,0.01639344262295082,546.5573770491803,이수현
2018-10-07,57,0.9245283018867925,710.433962264151,이수현
2018-10-14,77,1.9054054054054055,330.4864864864865,이수현
2018-10-21,85,1.4303797468354431,447.7721518987342,이수현
2018-10-28,55,0.7407407407407407,443.64814814814815,이수현
2018-11-04,121,0.017094017094017096,246.76923076923077,이수현
2018-11-11,70,0.65,416.75,이수현
2018-11-18,76,0.5066666666666667,385.04,이수현
2018-11-25,75,1.1917808219178083,451.5753424657534,이수현
2018-12-02,60,0.3333333333333333,485.63157894736844,이수현
2018-12-09,91,0.38372093023255816,376.1744186046512,이수현
2018-12-16,55,0.5370370370370371,571.4629629629629,이수현
2018-12-23,66,1.0923076923076922,340.0153846153846,이수현
2018-12-30,72,1.8955223880597014,624.1940298507462,이수현
2019-01-06,47,2.0869565217391304,1523.5869565217392,이수현
2019-01-13,80,1.3625,1023.15,이수현
2019-01-20,65,1.0344827586206897,1750.8793103448277,이수현
2019-01-27,60,1.271186440677966,1909.6271186440679,이수현
2019-02-03,43,1.8333333333333333,2484.0476190476193,이수현
2019-02-10,39,1.864864864864865,2065.108108108108,이수현
2019-02-17,46,0.9523809523809523,1485.404761904762,이수현
2019-02-24,64,0.7719298245614035,1261.7894736842106,이수현
2019-03-03,57,0.6296296296296297,1704.0925925925926,이수현
2019-03-10,47,1.565217391304348,2141.978260869565,이수현
2019-03-17,82,1.8148148148148149,1285.1851851851852,이수현
2019-03-24,45,1.5333333333333334,1097.4888888888888,이수현
2019-03-31,58,1.3928571428571428,729.7142857142857,이수현
2019-04-07,63,2.6557377049180326,176.11475409836066,이수현
2019-04-14,50,3.4791666666666665,165.10416666666666,이수현
2019-04-21,43,3.3333333333333335,120.54761904761905,이수현
2019-04-28,42,1.7297297297297298,82.94594594594595,이수현
2019-05-05,75,1.1076923076923078,79.81538461538462,이수현
2019-05-12,60,1.4042553191489362,75.08510638297872,이수현
2019-05-19,36,0.16666666666666666,43.55555555555556,이수현
2019-05-26,48,0.3953488372093023,50.13953488372093,이수현
2019-06-02,49,1.934782608695652,122.28260869565217,이수현
2019-06-09,42,1.9523809523809523,75.30952380952381,이수현
2019-06-16,49,0.7142857142857143,82.07142857142857,이수현
2019-06-23,40,1.2777777777777777,73,이수현
2019-06-30,38,0.6944444444444444,57.52777777777778,이수현
2019-07-07,43,1.868421052631579,117.42105263157895,이수현
2019-07-14,33,0.7272727272727273,60.21212121212121,이수현
2019-07-21,34,0.6060606060606061,78.3030303030303,이수현
2019-07-28,31,0.6,50.233333333333334,이수현
2019-08-04,32,0.4838709677419355,51.03225806451613,이수현
2019-08-11,39,0.4864864864864865,51.810810810810814,이수현
2019-08-18,73,1.6307692307692307,114.75384615384615,이수현
2019-08-25,41,1.1842105263157894,74.21052631578948,이수현
2019-09-01,48,0.6170212765957447,66.02127659574468,이수현
2019-09-08,27,0.08333333333333333,92.45833333333333,이수현
2019-09-15,20,0.6470588235294118,103.82352941176471,이수현
2019-09-22,15,0.3333333333333333,94.46666666666667,이수현
2019-09-29,22,0.23809523809523808,103.19047619047619,이수현
2019-10-06,28,1.7142857142857142,100.21428571428571,이수현
2019-10-13,86,1.4024390243902438,93.51219512195122,이수현
2019-10-20,43,1.627906976744186,82.46511627906976,이수현
2019-10-27,83,0.7058823529411765,125.95588235294117,이수현
2019-11-03,70,3.2419354838709675,199.1451612903226,이수현
2019-11-10,203,2.2263157894736842,140.16842105263157,이수현
2019-11-17,132,2.131782945736434,114.93798449612403,이수현
2019-11-24,188,0.3423913043478261,51.34239130434783,이수현
2019-12-01,68,0.8769230769230769,83.38461538461539,이수현
2019-12-08,67,0.7,74.18333333333334,이수현
2019-12-15,69,0.2537313432835821,42.985074626865675,이수현
2019-12-22,37,0.21212121212121213,50.84848484848485,이수현
2019-12-29,32,0.0967741935483871,49.645161290322584,이수현
2020-01-05,21,1.8,96.85,이수현
2020-01-12,21,0.3157894736842105,79.10526315789474,이수현
2020-01-19,21,0.05555555555555555,76.61111111111111,이수현
2020-01-26,17,0.2,52.8,이수현
2020-02-02,15,0,56.333333333333336,이수현
2020-02-09,15,0.07142857142857142,49.357142857142854,이수현
2020-02-16,14,0.14285714285714285,44.92857142857143,이수현
2020-02-23,23,0.8947368421052632,48.526315789473685,이수현
2020-03-01,16,2.1875,63.8125,이수현
2020-03-08,15,0,52.13333333333333,이수현
2020-03-15,18,1.3125,73.25,이수현
2020-03-22,18,1.9333333333333333,56.2,이수현
2020-03-29,17,0.375,43.5,이수현
2020-04-05,17,1.5625,74.625,이수현
2020-04-12,15,0,55.666666666666664,이수현
2020-04-19,15,0.5333333333333333,48.2,이수현
2020-04-26,14,0.14285714285714285,33.714285714285715,이수현
2020-05-03,9,0,19.77777777777778,이수현
2016-01-10,1,1409,28949,이승기
2016-06-05,1,1116,19623,이승기
2017-01-08,1,1055,175418,이승기
2018-01-21,1,351,13690,이승기
2018-03-25,37,21.344827586206897,1412.6896551724137,이승기
2018-04-01,292,26.316964285714285,1675.0625,이승기
2018-04-08,496,17.011142061281337,1358.5264623955431,이승기
2018-04-15,1045,9.497076023391813,701.2266081871345,이승기
2018-04-22,423,22.34082397003745,1536.9775280898875,이승기
2018-04-29,326,23.407239819004523,1670.4117647058824,이승기
2018-05-06,254,18.834437086092716,1545.76821192053,이승기
2018-05-13,343,19.50526315789474,1495.3,이승기
2018-05-20,340,15.858024691358025,1507.530864197531,이승기
2018-05-27,379,16.757575757575758,1509.1818181818182,이승기
2018-06-03,906,14.854578096947936,1033.5852782764812,이승기
2018-06-10,494,17.110091743119266,1469.894495412844,이승기
2018-06-17,352,14.429530201342281,1465.2818791946308,이승기
2018-06-24,258,12.496815286624203,1453.5477707006369,이승기
2018-07-01,669,8.214105793450882,919.0831234256927,이승기
2018-07-08,504,10.907063197026023,1049.2490706319702,이승기
2018-07-15,689,6.600467289719626,724.3995327102804,이승기
2018-07-22,898,4.46583850931677,443.4425465838509,이승기
2018-07-29,601,3.789325842696629,525.4185393258427,이승기
2018-08-05,796,4.230769230769231,500.2701252236136,이승기
2018-08-12,557,4.069135802469136,464.4938271604938,이승기
2018-08-19,627,4.638383838383838,454.41212121212124,이승기
2018-08-26,751,5.182163187855788,436.94876660341555,이승기
2018-09-02,309,8.14090909090909,826.6227272727273,이승기
2018-09-09,464,7.003311258278146,706.4867549668874,이승기
2018-09-16,308,16.83,1149.375,이승기
2018-09-23,164,18.962616822429908,1204.0841121495328,이승기
2018-09-30,265,17.005102040816325,1143.7755102040817,이승기
2018-10-07,210,20.45138888888889,1302.6944444444443,이승기
2018-10-14,213,16.84375,1237.025,이승기
2018-10-21,188,18.788732394366196,1457.1408450704225,이승기
2018-10-28,333,14.791836734693877,972.4530612244898,이승기
2018-11-04,278,15.195876288659793,1171.9845360824743,이승기
2018-11-11,356,17.34552845528455,1179.4674796747968,이승기
2018-11-18,329,16.934010152284262,1225.9543147208121,이승기
2018-11-25,336,18.370892018779344,1456.3192488262912,이승기
2018-12-02,325,14.027149321266968,1131.683257918552,이승기
2018-12-09,565,12.765432098765432,1105.9907407407406,이승기
2018-12-16,464,17.724550898203592,1191.2035928143712,이승기
2018-12-23,1630,8.1297192642788,476.1974830590513,이승기
2018-12-30,927,18.86088379705401,983.2945990180033,이승기
2019-01-06,339,22.68867924528302,1306.5943396226414,이승기
2019-01-13,674,9.179282868525897,575.4760956175298,이승기
2019-01-20,330,15.896995708154506,1186.7081545064377,이승기
2019-01-27,276,16.65829145728643,959.4221105527638,이승기
2019-02-03,530,10.755287009063444,739.3444108761329,이승기
2019-02-10,333,16.619791666666668,1114.5104166666667,이승기
2019-02-17,285,16.3375,1221.70625,이승기
2019-02-24,263,18.54268292682927,1156.75,이승기
2019-03-03,259,13.659090909090908,1051.1420454545455,이승기
2019-03-10,300,13.202127659574469,1099.4893617021276,이승기
2019-03-17,329,19.96153846153846,1210.7393162393162,이승기
2019-03-24,294,15.600985221674877,1207.92118226601,이승기
2019-03-31,276,15.689873417721518,1197.3481012658228,이승기
2019-04-07,239,19.55704697986577,1310.744966442953,이승기
2019-04-14,314,13.751322751322752,845.005291005291,이승기
2019-04-21,207,19.02857142857143,1223.0666666666666,이승기
2019-04-28,237,22.312,1318.672,이승기
2019-05-05,289,26.61392405063291,1215.0379746835442,이승기
2019-05-12,266,20.983739837398375,1240.4715447154472,이승기
2019-05-19,332,23.74175824175824,1296.0714285714287,이승기
2019-05-26,281,24.611464968152866,1331.3694267515923,이승기
2019-06-02,495,13.800613496932515,837.0582822085889,이승기
2019-06-09,205,16.775,1282.85,이승기
2019-06-16,202,21.051020408163264,1356.1020408163265,이승기
2019-06-23,251,17.366412213740457,1162.2824427480916,이승기
2019-06-30,347,22.69402985074627,1160.4179104477612,이승기
2019-07-07,175,22.46808510638298,1422.6382978723404,이승기
2019-07-14,692,6.861261261261261,352.6342342342342,이승기
2019-07-21,297,15.863247863247864,832.2179487179487,이승기
2019-07-28,157,26.441176470588236,1330.921568627451,이승기
2019-08-04,263,16.09655172413793,980.2620689655172,이승기
2019-08-11,471,14.925333333333333,922.792,이승기
2019-08-18,457,13.647519582245431,787.065274151436,이승기
2019-08-25,396,11.827242524916944,819.9036544850499,이승기
2019-09-01,268,15.845814977973568,1059.8854625550662,이승기
2019-09-08,326,15.183908045977011,971.8429118773946,이승기
2019-09-15,844,10.575206611570248,648.3173553719008,이승기
2019-09-22,916,14.60096930533118,731.2180936995153,이승기
2019-09-29,614,16.595890410958905,789.9086757990867,이승기
2019-10-06,484,16.38858695652174,889.2201086956521,이승기
2019-10-13,469,15.422155688622755,776.374251497006,이승기
2019-10-20,376,16.813793103448276,811.4896551724138,이승기
2019-10-27,253,23.93617021276596,947.9946808510638,이승기
2019-11-03,339,18.42323651452282,951.8091286307053,이승기
2019-11-10,234,21.94871794871795,941.723076923077,이승기
2019-11-17,294,18.45614035087719,963.6929824561404,이승기
2019-11-24,285,31.120218579234972,1252.8907103825136,이승기
2019-12-01,160,30.34453781512605,1186.5966386554621,이승기
2019-12-08,199,21.133757961783438,931.9872611464968,이승기
