,name,production,distributor,artist,time,score,rank
4335,좋니,미스틱스토리,카카오 M,윤종신,2019.01.20~2019.01.26,4562765,136
4336,어디에도,뮤직앤뉴,뮤직앤뉴,엠씨더맥스 ,2019.01.20~2019.01.26,4556524,137
4337,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.20~2019.01.26,4538158,138
4338,Gravity,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,4478542,139
4339,사랑은 다 이러니,뮤직K,카카오 M,홍진영,2019.01.20~2019.01.26,4475976,140
4340,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.01.20~2019.01.26,4434276,141
4341,별이 빛나는 밤,RBW,카카오 M,마마무 ,2019.01.20~2019.01.26,4399403,142
4342,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.01.20~2019.01.26,4380616,143
4343,닿은 순간 ,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,4344673,144
4344,어쩌나,플레디스,카카오 M,세븐틴,2019.01.20~2019.01.26,4297090,145
4345,이 별,뮤직웍스,지니뮤직,길구봉구,2019.01.20~2019.01.26,4238534,146
4346,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.01.20~2019.01.26,4198755,147
4347,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2019.01.20~2019.01.26,4144052,148
4348,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.01.20~2019.01.26,4128088,149
4349,24/7,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,4095009,150
4350,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.01.20~2019.01.26,4084303,151
4351,켜줘 ,"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,Wanna One ,2019.01.20~2019.01.26,4025489,152
4352,눈,뉴런뮤직,카카오 M,폴킴,2019.01.20~2019.01.26,4022429,153
4353,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2019.01.20~2019.01.26,4019554,154
4354,한,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.01.20~2019.01.26,3997076,155
4355,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.01.20~2019.01.26,3991660,156
4356,I`M OK,YG Entertainment,YG PLUS,iKON,2019.01.20~2019.01.26,3980783,157
4357,소년점프 ,Beautiful Noise,지니뮤직,마미손,2019.01.20~2019.01.26,3979663,158
4358,SoulMate ,세븐시즌스,Sony Music,지코 ,2019.01.20~2019.01.26,3973100,159
4359,눈송이,로맨틱팩토리,Warner Music,"오반, 빈첸 ",2019.01.20~2019.01.26,3917823,160
4360,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.01.20~2019.01.26,3895162,161
4361,밤이 되니까,냠냠엔터테인먼트,"지니뮤직, Stone Music Entertainment",펀치 ,2019.01.20~2019.01.26,3891667,162
4362,시차 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.01.20~2019.01.26,3885691,163
4363,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.01.20~2019.01.26,3881195,164
4364,사임사임 ,Stone Music Entertainment,지니뮤직,"Coogie, SUPERBEE, D.Ark",2019.01.20~2019.01.26,3864736,165
4365,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.01.20~2019.01.26,3857762,166
4366,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.01.20~2019.01.26,3857669,167
4367,여기 있을게 ,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,3802541,168
4368,Love U,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.01.20~2019.01.26,3779356,169
4369,좋은 날,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",멜로망스,2019.01.20~2019.01.26,3771527,170
4370,야생화,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",박효신,2019.01.20~2019.01.26,3767420,171
4371,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.01.20~2019.01.26,3761530,172
4372,With you,어라운드 어스,카카오 M,양요섭,2019.01.20~2019.01.26,3737103,173
4373,Sign,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,3717616,174
4374,마지막처럼,YG Entertainment,YG PLUS,BLACKPINK,2019.01.20~2019.01.26,3690640,175
4375,너였다면,Stone Music Entertainment,지니뮤직,정승환,2019.01.20~2019.01.26,3681970,176
4376,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.01.20~2019.01.26,3670216,177
4377,A-TEEN,PLAYLIST,카카오 M,세븐틴,2019.01.20~2019.01.26,3662393,178
4378,REALLY REALLY,YG Entertainment,YG PLUS,WINNER,2019.01.20~2019.01.26,3660218,179
4379,소나기 ,어라운드 어스,카카오 M,용준형,2019.01.20~2019.01.26,3655511,180
4380,I`m Here,Stone Music Entertainment,지니뮤직,양다일,2019.01.20~2019.01.26,3639980,181
4381,Trivia 轉 _ Seesaw,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.20~2019.01.26,3630003,182
4382,아주 NICE,플레디스,카카오 M,세븐틴,2019.01.20~2019.01.26,3609880,183
4383,Faded,MER Musikk,Sony Music,Alan Walker,2019.01.20~2019.01.26,3581042,184
4384,I`m Not The Only One,Capitol Records,Universal Music,Sam Smith,2019.01.20~2019.01.26,3568127,185
4385,노력,메이크어스엔터테인먼트,카카오 M,박원,2019.01.20~2019.01.26,3560175,186
4386,FRIENDS,Atlantic Records UK,Warner Music,Marshmello & Anne-Marie,2019.01.20~2019.01.26,3540501,187
4387,매트리스,매직스트로베리사운드,카카오 M,10cm,2019.01.20~2019.01.26,3485710,188
4388,Is You,Stone Music Entertainment,지니뮤직,에일리,2019.01.20~2019.01.26,3464991,189
4389,꽃 길,YG Entertainment,YG PLUS,빅뱅,2019.01.20~2019.01.26,3449054,190
4390,Girls Like You ,Interscope Records,Universal Music,Maroon 5,2019.01.20~2019.01.26,3447933,191
4391,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.01.20~2019.01.26,3440933,192
4392,명동콜링,더파이브문화산업전문회사,카카오 M,카더가든,2019.01.20~2019.01.26,3420156,193
4393,이 밤이 특별해진 건,메이크어스엔터테인먼트,카카오 M,어반 자카파 ,2019.01.20~2019.01.26,3411613,194
4394,Damage,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,3406306,195
4395,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2019.01.20~2019.01.26,3404756,196
4396,가끔 ,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,3372569,197
4397,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.01.20~2019.01.26,3355045,198
4398,북향 ,아메바컬쳐,"지니뮤직, Stone Music Entertainment",다이나믹 듀오 ,2019.01.20~2019.01.26,3338109,199
4399,오아시스 ,SM Entertainment,Dreamus,EXO,2019.01.20~2019.01.26,3311375,200
4400,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.01.27~2019.02.02,49517597,1
4401,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.01.27~2019.02.02,43044817,2
4402,신청곡 ,에르타알레,NHN벅스,이소라,2019.01.27~2019.02.02,39313281,3
4403,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.01.27~2019.02.02,37858941,4
4404,초록빛,뉴런뮤직,카카오 M,폴킴,2019.01.27~2019.02.02,30550195,5
4405,180도,메이저나인,지니뮤직,벤 ,2019.01.27~2019.02.02,30462047,6
4406,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.01.27~2019.02.02,30153062,7
4407,신용재,인디안레이블,지니뮤직,하은 ,2019.01.27~2019.02.02,28961447,8
4408,SOLO,YG Entertainment,YG PLUS,제니 ,2019.01.27~2019.02.02,26954853,9
4409,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.01.27~2019.02.02,26138161,10
4410,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.01.27~2019.02.02,26048051,11
4411,아낙네,YG Entertainment,YG PLUS,송민호,2019.01.27~2019.02.02,23792783,12
4412,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.01.27~2019.02.02,23693647,13
4413,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019.01.27~2019.02.02,22258841,14
4414,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.01.27~2019.02.02,20847371,15
4415,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.01.27~2019.02.02,19884062,16
4416,해야 ,쏘스뮤직,카카오 M,여자친구 ,2019.01.27~2019.02.02,18435017,17
4417,삐삐,카카오 M,카카오 M,아이유 ,2019.01.27~2019.02.02,17293737,18
4418,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.01.27~2019.02.02,16917280,19
4419,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.01.27~2019.02.02,16802536,20
4420,We all lie,JTBC콘텐트허브,Warner Music,하진,2019.01.27~2019.02.02,16798991,21
4421,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.01.27~2019.02.02,16604778,22
4422,고백,브랜뉴뮤직,카카오 M,양다일,2019.01.27~2019.02.02,16260973,23
4423,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.01.27~2019.02.02,15516211,24
4424,열애중,메이저나인,지니뮤직,벤 ,2019.01.27~2019.02.02,15341587,25
4425,첫눈에,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.01.27~2019.02.02,15289423,26
4426,Love Shot,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,15120078,27
4427,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.01.27~2019.02.02,14588058,28
4428,%%,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.01.27~2019.02.02,14432257,29
4429,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.01.27~2019.02.02,14408011,30
4430,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,14211344,31
4431,Home,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,14018140,32
4432,길 ,"iHQ, god",카카오 M,god,2019.01.27~2019.02.02,13906892,33
4433,잊지마요 ,스타크루이엔티,인터파크,하성운,2019.01.27~2019.02.02,13584031,34
4434,아름답고도 아프구나,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.27~2019.02.02,13194103,35
4435,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.01.27~2019.02.02,12670206,36
4436,습관 ,디씨톰엔터테인먼트,Warner Music,숀 ,2019.01.27~2019.02.02,12423051,37
4437,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.01.27~2019.02.02,12393487,38
4438,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.01.27~2019.02.02,12322028,39
4439,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.01.27~2019.02.02,12179790,40
4440,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.01.27~2019.02.02,11883032,41
4441,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.01.27~2019.02.02,11606074,42
4442,Tempo,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,11489297,43
4443,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.01.27~2019.02.02,11463583,44
4444,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.01.27~2019.02.02,11075804,45
4445,미안해,브랜뉴뮤직,카카오 M,양다일,2019.01.27~2019.02.02,11067405,46
4446,비,뉴런뮤직,카카오 M,폴킴,2019.01.27~2019.02.02,10932767,47
4447,라비앙로즈 ,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.01.27~2019.02.02,10744221,48
4448,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.01.27~2019.02.02,10640902,49
4449,사이렌 ,메이크어스엔터테인먼트,카카오 M,선미,2019.01.27~2019.02.02,10380565,50
4450,우리 그만하자,Stone Music Entertainment,지니뮤직,로이킴,2019.01.27~2019.02.02,10197667,51
4451,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,10023092,52
4452,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,10022269,53
4453,헤어지는 중,냠냠엔터테인먼트,카카오 M,펀치 ,2019.01.27~2019.02.02,9828831,54
4454,알았다면,리메즈,카카오 M,장덕철,2019.01.27~2019.02.02,9518260,55
4455,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.01.27~2019.02.02,9353216,56
4456,봄바람,"SWING Entertainment, Stone Music Entertainment",지니뮤직,Wanna One ,2019.01.27~2019.02.02,9330236,57
4457,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.01.27~2019.02.02,9303762,58
4458,시간이 들겠지 ,AOMG,카카오 M,로꼬 ,2019.01.27~2019.02.02,9228433,59
4459,Candle ,브랜뉴뮤직,Warner Music,"박우진, 이대휘",2019.01.27~2019.02.02,9136160,60
4460,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",지니뮤직,로이킴,2019.01.27~2019.02.02,8870873,61
4461,사랑을 했다 ,YG Entertainment,YG PLUS,iKON,2019.01.27~2019.02.02,8611720,62
4462,행복,로맨틱팩토리,Warner Music,오반 ,2019.01.27~2019.02.02,8397267,63
4463,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.27~2019.02.02,8222948,64
4464,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,8195250,65
4465,Heu ! ,영앤리치 레코즈,Stone Music Entertainment,수퍼비,2019.01.27~2019.02.02,8163422,66
4466,이별을 걷다 ,How엔터테인먼트,NHN벅스,황치열,2019.01.27~2019.02.02,8144285,67
4467,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.01.27~2019.02.02,8045852,68
4468,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.01.27~2019.02.02,8016445,69
4469,사랑하지 말아요 ,하얀달엔터테인먼트,카카오 M,이석훈,2019.01.27~2019.02.02,7921918,70
4470,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.27~2019.02.02,7897893,71
4471,IndiGO,인디고뮤직,카카오 M,저스디스 ,2019.01.27~2019.02.02,7729160,72
4472,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.01.27~2019.02.02,7586312,73
4473,행성 ,H1GHR MUSIC,카카오 M,GroovyRoom ,2019.01.27~2019.02.02,7571521,74
4474,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.01.27~2019.02.02,7456064,75
4475,그날처럼,리메즈,카카오 M,장덕철,2019.01.27~2019.02.02,7455384,76
4476,I`m Fine,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,7313360,77
4477,Wind flower,RBW,카카오 M,마마무 ,2019.01.27~2019.02.02,7307437,78
4478,꿈처럼 내린,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,다비치,2019.01.27~2019.02.02,6873448,79
4479,이별길 ,YG Entertainment,YG PLUS,iKON,2019.01.27~2019.02.02,6766949,80
4480,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.01.27~2019.02.02,6709084,81
4481,멋지게 인사하는 법 ,The Black Label,YG PLUS,자이언티,2019.01.27~2019.02.02,6684158,82
4482,남은 기억,"매직스트로베리 사운드, 딴딴한 피플",카카오 M,윤딴딴,2019.01.27~2019.02.02,6632921,83
4483,동화 ,뮤직팜,카카오 M,김동률,2019.01.27~2019.02.02,6528990,84
4484,No Question,"GRANDLINE, Urbane Music",카카오 M,"매드클라운, 스텔라장",2019.01.27~2019.02.02,6522282,85
4485,Euphoria,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,6348995,86
4486,사랑 이딴 거,모스트웍스,카카오 M,임한별,2019.01.27~2019.02.02,6319458,87
4487,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.01.27~2019.02.02,6292820,88
4488,다 핀 꽃,DOROTHY COMPANY,Stone Music Entertainment,로시 ,2019.01.27~2019.02.02,6280938,89
4489,Roller Coaster,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.01.27~2019.02.02,6177130,90
4490,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019.01.27~2019.02.02,6111212,91
4491,Answer _ Love Myself,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,6058659,92
4492,Bohemian Rhapsody ,Universal Music,Universal Music,Queen,2019.01.27~2019.02.02,6031904,93
4493,그대가 내 안에 박혔다,How엔터테인먼트,NHN벅스,황치열,2019.01.27~2019.02.02,5959523,94
4494,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.01.27~2019.02.02,5939164,95
4495,전하지 못한 진심 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,5911582,96
4496,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2019.01.27~2019.02.02,5883768,97
4497,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.01.27~2019.02.02,5807127,98
4498,Forever Young,YG Entertainment,YG PLUS,BLACKPINK,2019.01.27~2019.02.02,5801457,99
4499,You,JTBC,인터파크,멜로망스,2019.01.27~2019.02.02,5741567,100
4500,Good To Me,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,5690449,101
4501,주지마,한국방송공사,카카오 M,"로꼬, 화사",2019.01.27~2019.02.02,5672917,102
4502,RBB ,SM Entertainment,Dreamus,레드벨벳,2019.01.27~2019.02.02,5558486,103
4503,잘 지내요,씨그널엔터테인먼트그룹,지니뮤직,정승환,2019.01.27~2019.02.02,5476232,104
4504,사랑 알 수 없나봐,"쇼파르뮤직, 이들미디어",NHN벅스,폴킴,2019.01.27~2019.02.02,5356679,105
4505,수퍼비와 ,Stone Music Entertainment,지니뮤직,SUPERBEE,2019.01.27~2019.02.02,5293871,106
4506,어쩌나,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,5266477,107
4507,그 남자를 떠나,"iHQ, god",카카오 M,god,2019.01.27~2019.02.02,5222477,108
4508,Youth,Universal Music,Universal Music,Troye Sivan,2019.01.27~2019.02.02,5208615,109
4509,너나 해 ,RBW,카카오 M,마마무 ,2019.01.27~2019.02.02,5205592,110
4510,눈사람,안테나뮤직,지니뮤직,정승환,2019.01.27~2019.02.02,5045985,111
4511,숨이 차,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,5034363,112
4512,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2019.01.27~2019.02.02,4976256,113
4513,Power Up,SM Entertainment,Dreamus,레드벨벳,2019.01.27~2019.02.02,4971722,114
4514,What is Love?,JYP Entertainment,Dreamus,TWICE,2019.01.27~2019.02.02,4916262,115
4515,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.01.27~2019.02.02,4882490,116
4516,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.01.27~2019.02.02,4880341,117
4517,아주 NICE,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,4838715,118
4518,넋두리,닐로엔터테인먼트,루미넌트엔터테인먼트,닐로 ,2019.01.27~2019.02.02,4794648,119
4519,2cm ,"에이팝, 미스틱스토리",카카오 M,민서,2019.01.27~2019.02.02,4761861,120
4520,Attention,Artist Partners,Warner Music,Charlie Puth,2019.01.27~2019.02.02,4710152,121
4521,알러뷰,바나나컬쳐,Sony Music,EXID,2019.01.27~2019.02.02,4688131,122
4522,1도 없어,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.01.27~2019.02.02,4656508,123
4523,Goodbye,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,웬디,2019.01.27~2019.02.02,4610903,124
4524,BOOMERANG ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.01.27~2019.02.02,4605420,125
4525,Epiphany,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,4600865,126
4526,셋 셀테니 ,YG Entertainment,YG PLUS,승리,2019.01.27~2019.02.02,4580863,127
4527,Save ,Stone Music Entertainment,지니뮤직,루피,2019.01.27~2019.02.02,4524560,128
4528,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.01.27~2019.02.02,4513031,129
4529,좋니,미스틱스토리,카카오 M,윤종신,2019.01.27~2019.02.02,4490391,130
4530,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.01.27~2019.02.02,4486094,131
4531,A-TEEN,PLAYLIST,카카오 M,세븐틴,2019.01.27~2019.02.02,4482016,132
4532,어디에도,뮤직앤뉴,뮤직앤뉴,엠씨더맥스 ,2019.01.27~2019.02.02,4453344,133
4533,밤 ,쏘스뮤직,카카오 M,여자친구 ,2019.01.27~2019.02.02,4435276,134
4534,Bohemian Rhapsody,"Virgin EMI Records, a division of Universal",Universal Music,Queen,2019.01.27~2019.02.02,4405114,135
4535,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,4392655,136
4536,Universe,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,4370647,137
4537,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.01.27~2019.02.02,4348464,138
4538,포옹,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,4348189,139
4539,별이 빛나는 밤,RBW,카카오 M,마마무 ,2019.01.27~2019.02.02,4327439,140
4540,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.01.27~2019.02.02,4284195,141
4541,첫눈처럼 너에게 가겠다 ,"영엔터테인먼트, 하얀달엔터테인먼트","지니뮤직, Stone Music Entertainment",김범수,2019.01.27~2019.02.02,4261383,142
4542,트라우마 ,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,4260824,143
4543,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.01.27~2019.02.02,4244464,144
4544,이 별,뮤직웍스,지니뮤직,길구봉구,2019.01.27~2019.02.02,4107413,145
4545,Wait,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,4086026,146
4546,켜줘 ,"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,Wanna One ,2019.01.27~2019.02.02,4082734,147
4547,빈털터리 ,어라운드 어스,카카오 M,용준형,2019.01.27~2019.02.02,4078322,148
4548,Gravity,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,4058864,149
4549,Santa Tell Me,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.01.27~2019.02.02,4042587,150
4550,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.01.27~2019.02.02,4041476,151
4551,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.01.27~2019.02.02,4018460,152
4552,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2019.01.27~2019.02.02,4014336,153
4553,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2019.01.27~2019.02.02,3986023,154
4554,닿은 순간 ,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,3978611,155
4555,시간을 견디면,325 이엔씨,카카오 M,엠씨더맥스 ,2019.01.27~2019.02.02,3959598,156
4556,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.01.27~2019.02.02,3883214,157
4557,시차 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.01.27~2019.02.02,3876170,158
4558,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.01.27~2019.02.02,3848991,159
4559,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.01.27~2019.02.02,3841890,160
4560,한,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.01.27~2019.02.02,3835817,161
4561,SoulMate ,세븐시즌스,Sony Music,지코 ,2019.01.27~2019.02.02,3830641,162
4562,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.01.27~2019.02.02,3788102,163
4563,24/7,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,3770659,164
4564,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.01.27~2019.02.02,3725460,165
4565,밤이 되니까,냠냠엔터테인먼트,"지니뮤직, Stone Music Entertainment",펀치 ,2019.01.27~2019.02.02,3719990,166
4566,칠리,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,3719114,167
4567,야생화,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",박효신,2019.01.27~2019.02.02,3710812,168
4568,마지막처럼,YG Entertainment,YG PLUS,BLACKPINK,2019.01.27~2019.02.02,3689617,169
4569,명동콜링,더파이브문화산업전문회사,카카오 M,카더가든,2019.01.27~2019.02.02,3685385,170
4570,좋은 날,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",멜로망스,2019.01.27~2019.02.02,3663916,171
4571,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.01.27~2019.02.02,3656470,172
4572,소나기 ,어라운드 어스,카카오 M,용준형,2019.01.27~2019.02.02,3644531,173
4573,Love U,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.01.27~2019.02.02,3619601,174
4574,사임사임 ,Stone Music Entertainment,지니뮤직,"Coogie, SUPERBEE, D.Ark",2019.01.27~2019.02.02,3614937,175
4575,소년점프 ,Beautiful Noise,지니뮤직,마미손,2019.01.27~2019.02.02,3614065,176
4576,Faded,MER Musikk,Sony Music,Alan Walker,2019.01.27~2019.02.02,3605303,177
4577,Shhh,플레디스,카카오 M,세븐틴,2019.01.27~2019.02.02,3604520,178
4578,사랑은 다 이러니,뮤직K,카카오 M,홍진영,2019.01.27~2019.02.02,3601875,179
4579,너였다면,Stone Music Entertainment,지니뮤직,정승환,2019.01.27~2019.02.02,3564728,180
4580,I`m Not The Only One,Capitol Records,Universal Music,Sam Smith,2019.01.27~2019.02.02,3549198,181
4581,겨울이라 이런 거면 좋겠다,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.01.27~2019.02.02,3548837,182
4582,FRIENDS,Atlantic Records UK,Warner Music,Marshmello & Anne-Marie,2019.01.27~2019.02.02,3532507,183
4583,REALLY REALLY,YG Entertainment,YG PLUS,WINNER,2019.01.27~2019.02.02,3532106,184
4584,여기 있을게 ,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,3499950,185
4585,노력,메이크어스엔터테인먼트,카카오 M,박원,2019.01.27~2019.02.02,3499333,186
4586,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.01.27~2019.02.02,3447929,187
4587,Girls Like You ,Interscope Records,Universal Music,Maroon 5,2019.01.27~2019.02.02,3437871,188
4588,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2019.01.27~2019.02.02,3432902,189
