,name,production,distributor,artist,time,score,rank
9239,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.07.14~2019.07.20,12695991,40
9240,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.07.14~2019.07.20,12627362,41
9241,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.07.14~2019.07.20,12516437,42
9242,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.07.14~2019.07.20,12320173,43
9243,U GOT IT,Stone Music Entertainment,지니뮤직,갓츄 ,2019.07.14~2019.07.20,12298075,44
9244,Uh-Oh,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.07.14~2019.07.20,11719709,45
9245,아퍼 ,린치핀뮤직,카카오 M,기리보이,2019.07.14~2019.07.20,11477899,46
9246,대충 입고 나와,인디안레이블,지니뮤직,우디,2019.07.14~2019.07.20,11443823,47
9247,BIRTHDAY,The Black Label,YG PLUS,전소미,2019.07.14~2019.07.20,11389631,48
9248,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.07.14~2019.07.20,11358454,49
9249,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.07.14~2019.07.20,11132126,50
9250,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.07.14~2019.07.20,11048235,51
9251,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.07.14~2019.07.20,10120291,52
9252,Arabian Nights ,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019.07.14~2019.07.20,9936220,53
9253,오늘 밤에,뮤직K,카카오 M,홍진영,2019.07.14~2019.07.20,9926553,54
9254,AH YEAH ,YG Entertainment,YG PLUS,WINNER,2019.07.14~2019.07.20,9900052,55
