"","제목","시청률","주차"
"3048","미스터션샤인","1.510","20180921"
"3049","대림빅포레스트","1.459","20180921"
"3050","평화새로운미래2018남북정상회담평양","1.451","20180921"
"3051","알아두면쓸데없는신비한잡학사전3","5.115","20180921"
"3052","수미네반찬","1.946","20180921"
"3053","평화새로운미래2018남북정상회담평양","1.877","20180921"
"3054","수목드라마(아는와이프)","1.857","20180921"
"3055","2018KBO리그","1.749","20180921"
"3056","2018KBO리그","1.645","20180921"
"3057","쇼미더머니777","1.523","20180921"
"3058","미스터션샤인","1.510","20180921"
"3059","대림빅포레스트","1.459","20180921"
"3060","평화새로운미래2018남북정상회담평양","1.451","20180921"
"3061","미스터션샤인","8.937","20180922"
"3062","현지에서먹힐까중국편","4.110","20180922"
"3063","가성비갑럭셔리여행짠내투어","3.500","20180922"
"3064","놀라운토요일예능신대륙발견","2.757","20180922"
"3065","2018KBO리그","2.721","20180922"
"3066","알아두면쓸데없는신비한잡학사전3","2.438","20180922"
"3067","현지에서먹힐까중국편","2.102","20180922"
"3068","유퀴즈온더블럭","1.769","20180922"
"3069","브이아이피-2부","1.702","20180922"
"3070","유퀴즈온더블럭","1.535","20180922"
"3071","미스터션샤인","8.937","20180922"
"3072","현지에서먹힐까중국편","4.110","20180922"
"3073","가성비갑럭셔리여행짠내투어","3.500","20180922"
"3074","놀라운토요일예능신대륙발견","2.757","20180922"
"3075","2018KBO리그","2.721","20180922"
"3076","알아두면쓸데없는신비한잡학사전3","2.438","20180922"
"3077","현지에서먹힐까중국편","2.102","20180922"
"3078","유퀴즈온더블럭","1.769","20180922"
"3079","브이아이피-2부","1.702","20180922"
"3080","유퀴즈온더블럭","1.535","20180922"
"3081","TVN특선영화남한산성-1부","3.008","20180923"
"3082","TVN특선영화남한산성-2부","2.861","20180923"
"3083","2018KBO리그","2.718","20180923"
"3084","코미디빅리그","2.715","20180923"
"3085","현지에서먹힐까중국편","2.278","20180923"
"3086","출발640","1.919","20180923"
"3087","대한민국아침뉴스07","1.917","20180923"
"3088","수목드라마(아는와이프)","1.842","20180923"
"3089","연합뉴스TV뉴스08","1.762","20180923"
"3090","명품리포트맥","1.732","20180923"
"3091","TVN특선영화남한산성-1부","3.008","20180923"
"3092","TVN특선영화남한산성-2부","2.861","20180923"
"3093","2018KBO리그","2.718","20180923"
"3094","코미디빅리그","2.715","20180923"
"3095","현지에서먹힐까중국편","2.278","20180923"
"3096","출발640","1.919","20180923"
"3097","대한민국아침뉴스07","1.917","20180923"
"3098","수목드라마(아는와이프)","1.842","20180923"
"3099","연합뉴스TV뉴스08","1.762","20180923"
"3100","명품리포트맥","1.732","20180923"
"3101","TVN특선영화범죄도시-2부","6.236","20180924"
"3102","TVN특선영화범죄도시-1부","5.223","20180924"
"3103","월화드라마(백일의낭군님)","4.362","20180924"
"3104","미스터션샤인","2.405","20180924"
"3105","미스터션샤인","2.366","20180924"
"3106","즐거운시골살이풀뜯어먹는소리가을편","2.275","20180924"
"3107","연합뉴스TV뉴스18","1.709","20180924"
"3108","연합뉴스TV뉴스19","1.693","20180924"
"3109","미스터션샤인","1.669","20180924"
"3110","류현진REVIEW","1.633","20180924"
"3111","TVN특선영화범죄도시-2부","6.236","20180924"
"3112","TVN특선영화범죄도시-1부","5.223","20180924"
"3113","월화드라마(백일의낭군님)","4.362","20180924"
"3114","미스터션샤인","2.405","20180924"
"3115","미스터션샤인","2.366","20180924"
"3116","즐거운시골살이풀뜯어먹는소리가을편","2.275","20180924"
"3117","연합뉴스TV뉴스18","1.709","20180924"
"3118","연합뉴스TV뉴스19","1.693","20180924"
"3119","미스터션샤인","1.669","20180924"
"3120","류현진REVIEW","1.633","20180924"
"3121","월화드라마(백일의낭군님)","6.923","20180925"
"3122","범죄도시-2부","3.768","20180925"
"3123","범죄도시-1부","3.108","20180925"
"3124","TVN특선영화부라더","3.092","20180925"
"3125","미스터션샤인","2.591","20180925"
"3126","미스터션샤인","2.358","20180925"
"3127","미스터션샤인","2.181","20180925"
"3128","평균연령15세둥지탈출3","2.045","20180925"
"3129","뇌섹시대문제적남자","1.893","20180925"
"3130","월화드라마(백일의낭군님)","1.781","20180925"
"3131","월화드라마(백일의낭군님)","6.923","20180925"
"3132","범죄도시-2부","3.768","20180925"
"3133","범죄도시-1부","3.108","20180925"
"3134","TVN특선영화부라더","3.092","20180925"
"3135","미스터션샤인","2.591","20180925"
"3136","미스터션샤인","2.358","20180925"
"3137","미스터션샤인","2.181","20180925"
"3138","평균연령15세둥지탈출3","2.045","20180925"
"3139","뇌섹시대문제적남자","1.893","20180925"
"3140","월화드라마(백일의낭군님)","1.781","20180925"
"3141","미스터션샤인","4.662","20180926"
"3142","수미네반찬","4.459","20180926"
"3143","미스터션샤인","3.800","20180926"
"3144","미스터션샤인","3.425","20180926"
"3145","월화드라마(백일의낭군님)","3.410","20180926"
"3146","다큰자식의귀환엄마나왔어","3.360","20180926"
"3147","손THEGUEST","2.899","20180926"
"3148","미스터션샤인","2.675","20180926"
"3149","월화드라마(백일의낭군님)","2.486","20180926"
"3150","연합뉴스TV뉴스10","1.624","20180926"
"3151","미스터션샤인","4.662","20180926"
"3152","수미네반찬","4.459","20180926"
"3153","미스터션샤인","3.800","20180926"
"3154","미스터션샤인","3.425","20180926"
"3155","월화드라마(백일의낭군님)","3.410","20180926"
"3156","다큰자식의귀환엄마나왔어","3.360","20180926"
"3157","손THEGUEST","2.899","20180926"
"3158","미스터션샤인","2.675","20180926"
"3159","월화드라마(백일의낭군님)","2.486","20180926"
"3160","연합뉴스TV뉴스10","1.624","20180926"
"3161","어서와한국은처음이지","3.053","20180927"
"3162","미스터션샤인","3.027","20180927"
"3163","손THEGUEST","2.960","20180927"
"3164","알아두면쓸데없는신비한잡학사전3","2.008","20180927"
"3165","현지에서먹힐까중국편","1.901","20180927"
"3166","수미네반찬","1.793","20180927"
"3167","2018KBO리그","1.586","20180927"
"3168","수미네반찬","1.573","20180927"
"3169","다큰자식의귀환엄마나왔어","1.501","20180927"
"3170","뉴스N이슈","1.401","20180927"
"3171","어서와한국은처음이지","3.053","20180927"
"3172","미스터션샤인","3.027","20180927"
"3173","손THEGUEST","2.960","20180927"
"3174","알아두면쓸데없는신비한잡학사전3","2.008","20180927"
"3175","현지에서먹힐까중국편","1.901","20180927"
"3176","수미네반찬","1.793","20180927"
"3177","2018KBO리그","1.586","20180927"
"3178","수미네반찬","1.573","20180927"
"3179","다큰자식의귀환엄마나왔어","1.501","20180927"
"3180","뉴스N이슈","1.401","20180927"
"3181","알아두면쓸데없는신비한잡학사전3","5.039","20180928"
"3182","월화드라마(백일의낭군님)","2.169","20180928"
"3183","현지에서먹힐까중국편","1.741","20180928"
"3184","대림빅포레스트","1.704","20180928"
"3185","쇼미더머니777","1.624","20180928"
"3186","2018KBO리그","1.598","20180928"
"3187","월화드라마(백일의낭군님)","1.579","20180928"
"3188","2018KBO리그","1.577","20180928"
"3189","인생술집","1.340","20180928"
"3190","뉴스N이슈","1.211","20180928"
"3191","알아두면쓸데없는신비한잡학사전3","5.039","20180928"
"3192","월화드라마(백일의낭군님)","2.169","20180928"
"3193","현지에서먹힐까중국편","1.741","20180928"
"3194","대림빅포레스트","1.704","20180928"
"3195","쇼미더머니777","1.624","20180928"
"3196","2018KBO리그","1.598","20180928"
"3197","월화드라마(백일의낭군님)","1.579","20180928"
"3198","2018KBO리그","1.577","20180928"
"3199","인생술집","1.340","20180928"
"3200","뉴스N이슈","1.211","20180928"
"3201","미스터션샤인","15.419","20180929"
"3202","현지에서먹힐까중국편","4.578","20180929"
"3203","머니스틸액션플레이어","4.474","20180929"
"3204","가성비갑럭셔리여행짠내투어","3.406","20180929"
"3205","놀라운토요일예능신대륙발견","2.844","20180929"
"3206","2018메이저리그","2.531","20180929"
"3207","2018KBO리그","2.377","20180929"
"3208","현지에서먹힐까중국편","2.146","20180929"
"3209","다큰자식의귀환엄마나왔어","2.097","20180929"
"3210","미스터션샤인","1.814","20180929"
"3211","미스터션샤인","15.419","20180929"
"3212","현지에서먹힐까중국편","4.578","20180929"
"3213","머니스틸액션플레이어","4.474","20180929"
"3214","가성비갑럭셔리여행짠내투어","3.406","20180929"
"3215","놀라운토요일예능신대륙발견","2.844","20180929"
"3216","2018메이저리그","2.531","20180929"
"3217","2018KBO리그","2.377","20180929"
"3218","현지에서먹힐까중국편","2.146","20180929"
"3219","다큰자식의귀환엄마나왔어","2.097","20180929"
"3220","미스터션샤인","1.814","20180929"
"3221","미스터션샤인","18.129","20180930"
"3222","리얼막장모험활극신서유기5귀신과함께","5.727","20180930"
"3223","머니스틸액션플레이어","4.876","20180930"
"3224","특집코미디빅리그단내투어죄와벌","3.739","20180930"
"3225","현지에서먹힐까중국편","3.203","20180930"
"3226","미스터션샤인","3.114","20180930"
"3227","미스터션샤인","3.057","20180930"
"3228","월화드라마(백일의낭군님)","2.813","20180930"
"3229","2018KBO리그","2.380","20180930"
"3230","월화드라마(백일의낭군님)","2.161","20180930"
"3231","미스터션샤인","18.129","20180930"
"3232","리얼막장모험활극신서유기5귀신과함께","5.727","20180930"
"3233","머니스틸액션플레이어","4.876","20180930"
"3234","특집코미디빅리그단내투어죄와벌","3.739","20180930"
"3235","현지에서먹힐까중국편","3.203","20180930"
"3236","미스터션샤인","3.114","20180930"
"3237","미스터션샤인","3.057","20180930"
"3238","월화드라마(백일의낭군님)","2.813","20180930"
"3239","2018KBO리그","2.380","20180930"
"3240","월화드라마(백일의낭군님)","2.161","20180930"
"3241","월화드라마(백일의낭군님)","7.991","20181001"
"3242","미스터션샤인","3.266","20181001"
"3243","즐거운시골살이풀뜯어먹는소리가을편","2.765","20181001"
"3244","리얼막장모험활극신서유기5귀신과함께","1.900","20181001"
"3245","미스터션샤인","1.888","20181001"
"3246","머니스틸액션플레이어","1.802","20181001"
"3247","출발640","1.454","20181001"
"3248","어쩌면오늘은선다방가을겨울편","1.407","20181001"
"3249","뉴스N이슈","1.382","20181001"
"3250","알아두면쓸데없는신비한잡학사전3","1.256","20181001"
"3251","월화드라마(백일의낭군님)","7.991","20181001"
"3252","미스터션샤인","3.266","20181001"
"3253","즐거운시골살이풀뜯어먹는소리가을편","2.765","20181001"
"3254","리얼막장모험활극신서유기5귀신과함께","1.900","20181001"
"3255","미스터션샤인","1.888","20181001"
"3256","머니스틸액션플레이어","1.802","20181001"
"3257","출발640","1.454","20181001"
"3258","어쩌면오늘은선다방가을겨울편","1.407","20181001"
"3259","뉴스N이슈","1.382","20181001"
"3260","알아두면쓸데없는신비한잡학사전3","1.256","20181001"
"3261","월화드라마(백일의낭군님)","9.223","20181002"
"3262","뇌섹시대문제적남자","2.842","20181002"
"3263","평균연령15세둥지탈출3","2.151","20181002"
"3264","2018KBO리그","1.848","20181002"
"3265","뉴스N이슈","1.712","20181002"
"3266","리얼막장모험활극신서유기5귀신과함께","1.522","20181002"
"3267","월화드라마(백일의낭군님)","1.521","20181002"
"3268","2018메이저리그내셔널리그서부지구우승결정전","1.407","20181002"
"3269","뉴스투나잇2부","1.349","20181002"
"3270","김선영의뉴스나이트","1.294","20181002"
"3271","월화드라마(백일의낭군님)","9.223","20181002"
"3272","뇌섹시대문제적남자","2.842","20181002"
"3273","평균연령15세둥지탈출3","2.151","20181002"
"3274","2018KBO리그","1.848","20181002"
"3275","뉴스N이슈","1.712","20181002"
"3276","리얼막장모험활극신서유기5귀신과함께","1.522","20181002"
"3277","월화드라마(백일의낭군님)","1.521","20181002"
"3278","2018메이저리그내셔널리그서부지구우승결정전","1.407","20181002"
"3279","뉴스투나잇2부","1.349","20181002"
"3280","김선영의뉴스나이트","1.294","20181002"
"3281","수미네반찬","3.998","20181003"
"3282","수목드라마(하늘에서내리는일억개의별)","3.996","20181003"
"3283","월화드라마(백일의낭군님)","3.602","20181003"
"3284","손THEGUEST","3.025","20181003"
"3285","월화드라마(백일의낭군님)","2.470","20181003"
"3286","현지에서먹힐까중국편","2.399","20181003"
"3287","2018메이저리그포스트시즌내셔널리그와일드카드경기","2.127","20181003"
"3288","미운우리새끼다시쓰는육아일기","1.955","20181003"
"3289","리얼막장모험활극신서유기5귀신과함께","1.938","20181003"
"3290","유퀴즈온더블럭","1.590","20181003"
"3291","수미네반찬","3.998","20181003"
"3292","수목드라마(하늘에서내리는일억개의별)","3.996","20181003"
"3293","월화드라마(백일의낭군님)","3.602","20181003"
"3294","손THEGUEST","3.025","20181003"
"3295","월화드라마(백일의낭군님)","2.470","20181003"
"3296","현지에서먹힐까중국편","2.399","20181003"
"3297","2018메이저리그포스트시즌내셔널리그와일드카드경기","2.127","20181003"
"3298","미운우리새끼다시쓰는육아일기","1.955","20181003"
"3299","리얼막장모험활극신서유기5귀신과함께","1.938","20181003"
"3300","유퀴즈온더블럭","1.590","20181003"
"3301","수목드라마(하늘에서내리는일억개의별)","3.212","20181004"
"3302","어서와한국은처음이지","3.179","20181004"
"3303","손THEGUEST","3.151","20181004"
"3304","인생술집","2.065","20181004"
"3305","다큰자식의귀환엄마나왔어","1.994","20181004"
"3306","미스터션샤인","1.837","20181004"
"3307","수미네반찬","1.546","20181004"
"3308","2018KBO리그","1.399","20181004"
"3309","수목드라마(하늘에서내리는일억개의별)","1.340","20181004"
"3310","김선영의뉴스나이트","1.298","20181004"
"3311","수목드라마(하늘에서내리는일억개의별)","3.212","20181004"
"3312","어서와한국은처음이지","3.179","20181004"
"3313","손THEGUEST","3.151","20181004"
"3314","인생술집","2.065","20181004"
"3315","다큰자식의귀환엄마나왔어","1.994","20181004"
"3316","미스터션샤인","1.837","20181004"
"3317","수미네반찬","1.546","20181004"
"3318","2018KBO리그","1.399","20181004"
"3319","수목드라마(하늘에서내리는일억개의별)","1.340","20181004"
"3320","김선영의뉴스나이트","1.298","20181004"
"3321","알아두면쓸데없는신비한잡학사전3","4.854","20181005"
"3322","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.964","20181005"
"3323","2018메이저리그포스트시즌TODAY","1.976","20181005"
"3324","아찔한사돈연습","1.805","20181005"
"3325","현지에서먹힐까중국편","1.721","20181005"
"3326","인생술집","1.686","20181005"
"3327","뉴스Q","1.677","20181005"
"3328","수목드라마(하늘에서내리는일억개의별)","1.658","20181005"
"3329","월화드라마(백일의낭군님)","1.568","20181005"
"3330","뉴스N이슈","1.556","20181005"
"3331","알아두면쓸데없는신비한잡학사전3","4.854","20181005"
"3332","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.964","20181005"
"3333","2018메이저리그포스트시즌TODAY","1.976","20181005"
"3334","아찔한사돈연습","1.805","20181005"
"3335","현지에서먹힐까중국편","1.721","20181005"
"3336","인생술집","1.686","20181005"
"3337","뉴스Q","1.677","20181005"
"3338","수목드라마(하늘에서내리는일억개의별)","1.658","20181005"
"3339","월화드라마(백일의낭군님)","1.568","20181005"
"3340","뉴스N이슈","1.556","20181005"
"3341","토일드라마(나인룸)","6.155","20181006"
"3342","현지에서먹힐까중국편","5.359","20181006"
"3343","2018메이저리그포스트시즌내셔널리그디비전시리즈","4.224","20181006"
"3344","머니스틸액션플레이어","4.092","20181006"
"3345","가성비갑럭셔리여행짠내투어","3.155","20181006"
"3346","현지에서먹힐까중국편","3.136","20181006"
"3347","놀라운토요일예능신대륙발견","2.679","20181006"
"3348","알아두면쓸데없는신비한잡학사전3","2.468","20181006"
"3349","YTN뉴스특보","2.303","20181006"
"3350","아찔한사돈연습","2.015","20181006"
"3351","토일드라마(나인룸)","6.155","20181006"
"3352","현지에서먹힐까중국편","5.359","20181006"
"3353","2018메이저리그포스트시즌내셔널리그디비전시리즈","4.224","20181006"
"3354","머니스틸액션플레이어","4.092","20181006"
"3355","가성비갑럭셔리여행짠내투어","3.155","20181006"
"3356","현지에서먹힐까중국편","3.136","20181006"
"3357","놀라운토요일예능신대륙발견","2.679","20181006"
"3358","알아두면쓸데없는신비한잡학사전3","2.468","20181006"
"3359","YTN뉴스특보","2.303","20181006"
"3360","아찔한사돈연습","2.015","20181006"
"3361","토일드라마(나인룸)","5.413","20181007"
"3362","리얼막장모험활극신서유기5귀신과함께","4.772","20181007"
"3363","머니스틸액션플레이어","4.186","20181007"
"3364","코미디빅리그","3.651","20181007"
"3365","월화드라마(백일의낭군님)","2.267","20181007"
"3366","대한민국아침뉴스07","1.927","20181007"
"3367","현지에서먹힐까중국편","1.873","20181007"
"3368","출발640","1.776","20181007"
"3369","월화드라마(백일의낭군님)","1.774","20181007"
"3370","토일드라마(나인룸)","1.769","20181007"
"3371","토일드라마(나인룸)","5.413","20181007"
"3372","리얼막장모험활극신서유기5귀신과함께","4.772","20181007"
"3373","머니스틸액션플레이어","4.186","20181007"
"3374","코미디빅리그","3.651","20181007"
"3375","월화드라마(백일의낭군님)","2.267","20181007"
"3376","대한민국아침뉴스07","1.927","20181007"
"3377","현지에서먹힐까중국편","1.873","20181007"
"3378","출발640","1.776","20181007"
"3379","월화드라마(백일의낭군님)","1.774","20181007"
"3380","토일드라마(나인룸)","1.769","20181007"
"3381","월화드라마(백일의낭군님)","9.089","20181008"
"3382","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.486","20181008"
"3383","즐거운시골살이풀뜯어먹는소리가을편","2.284","20181008"
"3384","어쩌면오늘은선다방가을겨울편","1.835","20181008"
"3385","취향존중부부여행따로또같이","1.756","20181008"
"3386","리얼막장모험활극신서유기5귀신과함께","1.592","20181008"
"3387","토일드라마(나인룸)","1.536","20181008"
"3388","뉴스N이슈","1.425","20181008"
"3389","뉴스투나잇2부","1.221","20181008"
"3390","시골경찰4","1.175","20181008"
"3391","월화드라마(백일의낭군님)","9.089","20181008"
"3392","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.486","20181008"
"3393","즐거운시골살이풀뜯어먹는소리가을편","2.284","20181008"
"3394","어쩌면오늘은선다방가을겨울편","1.835","20181008"
"3395","취향존중부부여행따로또같이","1.756","20181008"
"3396","리얼막장모험활극신서유기5귀신과함께","1.592","20181008"
"3397","토일드라마(나인룸)","1.536","20181008"
"3398","뉴스N이슈","1.425","20181008"
"3399","뉴스투나잇2부","1.221","20181008"
"3400","시골경찰4","1.175","20181008"
"3401","월화드라마(백일의낭군님)","10.263","20181009"
"3402","월화드라마(백일의낭군님)","3.337","20181009"
"3403","베이스볼S","2.757","20181009"
"3404","평균연령15세둥지탈출3","2.593","20181009"
"3405","월화드라마(백일의낭군님)","2.370","20181009"
"3406","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.258","20181009"
"3407","리얼막장모험활극신서유기5귀신과함께","2.026","20181009"
"3408","뇌섹시대문제적남자","1.909","20181009"
"3409","월화드라마(백일의낭군님)","1.634","20181009"
"3410","OTVN전무후무한특종랭킹프리한19","1.612","20181009"
"3411","월화드라마(백일의낭군님)","10.263","20181009"
"3412","월화드라마(백일의낭군님)","3.337","20181009"
"3413","베이스볼S","2.757","20181009"
"3414","평균연령15세둥지탈출3","2.593","20181009"
"3415","월화드라마(백일의낭군님)","2.370","20181009"
"3416","2018메이저리그포스트시즌내셔널리그디비전시리즈","2.258","20181009"
"3417","리얼막장모험활극신서유기5귀신과함께","2.026","20181009"
"3418","뇌섹시대문제적남자","1.909","20181009"
"3419","월화드라마(백일의낭군님)","1.634","20181009"
"3420","OTVN전무후무한특종랭킹프리한19","1.612","20181009"
"3421","수미네반찬","3.473","20181010"
"3422","수목드라마(하늘에서내리는일억개의별)","2.988","20181010"
"3423","손THEGUEST","2.887","20181010"
"3424","2018KBO리그","2.652","20181010"
"3425","월화드라마(백일의낭군님)","2.290","20181010"
"3426","월화드라마(백일의낭군님)","1.664","20181010"
"3427","유퀴즈온더블럭","1.516","20181010"
"3428","대한민국아침뉴스06","1.297","20181010"
"3429","뉴스투나잇2부","1.267","20181010"
"3430","연합뉴스TV뉴스24","1.267","20181010"
"3431","수미네반찬","3.473","20181010"
"3432","수목드라마(하늘에서내리는일억개의별)","2.988","20181010"
"3433","손THEGUEST","2.887","20181010"
"3434","2018KBO리그","2.652","20181010"
"3435","월화드라마(백일의낭군님)","2.290","20181010"
"3436","월화드라마(백일의낭군님)","1.664","20181010"
"3437","유퀴즈온더블럭","1.516","20181010"
"3438","대한민국아침뉴스06","1.297","20181010"
"3439","뉴스투나잇2부","1.267","20181010"
"3440","연합뉴스TV뉴스24","1.267","20181010"
"3441","어서와한국은처음이지","3.459","20181011"
"3442","손THEGUEST","3.054","20181011"
"3443","수목드라마(하늘에서내리는일억개의별)","3.046","20181011"
"3444","2018KBO리그","2.350","20181011"
"3445","다큰자식의귀환엄마나왔어","2.012","20181011"
"3446","수미네반찬","1.869","20181011"
"3447","인생술집","1.644","20181011"
"3448","취향존중부부여행따로또같이","1.472","20181011"
"3449","토일드라마(나인룸)","1.356","20181011"
"3450","출발640","1.274","20181011"
"3451","어서와한국은처음이지","3.459","20181011"
"3452","손THEGUEST","3.054","20181011"
"3453","수목드라마(하늘에서내리는일억개의별)","3.046","20181011"
"3454","2018KBO리그","2.350","20181011"
"3455","다큰자식의귀환엄마나왔어","2.012","20181011"
"3456","수미네반찬","1.869","20181011"
"3457","인생술집","1.644","20181011"
"3458","취향존중부부여행따로또같이","1.472","20181011"
"3459","토일드라마(나인룸)","1.356","20181011"
"3460","출발640","1.274","20181011"
"3461","알아두면쓸데없는신비한잡학사전3","4.431","20181012"
"3462","2018KBO리그","3.028","20181012"
"3463","쇼미더머니777","1.431","20181012"
"3464","택시운전사-2부","1.372","20181012"
"3465","PRIMETIMENEWS나이트","1.362","20181012"
"3466","리얼막장모험활극신서유기5귀신과함께","1.301","20181012"
"3467","뉴스투나잇2부","1.241","20181012"
"3468","아찔한사돈연습","1.204","20181012"
"3469","현지에서먹힐까중국편","1.199","20181012"
"3470","SPORTSTIMEBASEBALL","1.181","20181012"
"3471","알아두면쓸데없는신비한잡학사전3","4.431","20181012"
"3472","2018KBO리그","3.028","20181012"
"3473","쇼미더머니777","1.431","20181012"
"3474","택시운전사-2부","1.372","20181012"
"3475","PRIMETIMENEWS나이트","1.362","20181012"
"3476","리얼막장모험활극신서유기5귀신과함께","1.301","20181012"
"3477","뉴스투나잇2부","1.241","20181012"
"3478","아찔한사돈연습","1.204","20181012"
"3479","현지에서먹힐까중국편","1.199","20181012"
"3480","SPORTSTIMEBASEBALL","1.181","20181012"
"3481","토일드라마(나인룸)","4.785","20181013"
"3482","현지에서먹힐까중국편","4.017","20181013"
"3483","머니스틸액션플레이어","3.720","20181013"
"3484","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","3.099","20181013"
"3485","가성비갑럭셔리여행짠내투어","3.034","20181013"
"3486","놀라운토요일예능신대륙발견","2.207","20181013"
"3487","범죄도시-2부","1.832","20181013"
"3488","연합뉴스TV뉴스18","1.716","20181013"
"3489","알아두면쓸데없는신비한잡학사전3","1.705","20181013"
"3490","범죄도시-1부","1.659","20181013"
"3491","토일드라마(나인룸)","4.785","20181013"
"3492","현지에서먹힐까중국편","4.017","20181013"
"3493","머니스틸액션플레이어","3.720","20181013"
"3494","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","3.099","20181013"
"3495","가성비갑럭셔리여행짠내투어","3.034","20181013"
"3496","놀라운토요일예능신대륙발견","2.207","20181013"
"3497","범죄도시-2부","1.832","20181013"
"3498","연합뉴스TV뉴스18","1.716","20181013"
"3499","알아두면쓸데없는신비한잡학사전3","1.705","20181013"
"3500","범죄도시-1부","1.659","20181013"
"3501","토일드라마(나인룸)","5.602","20181014"
"3502","리얼막장모험활극신서유기5귀신과함께","5.295","20181014"
"3503","머니스틸액션플레이어","4.573","20181014"
"3504","월화드라마(백일의낭군님)","3.445","20181014"
"3505","코미디빅리그","3.313","20181014"
"3506","현지에서먹힐까중국편","2.626","20181014"
"3507","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.114","20181014"
"3508","월화드라마(백일의낭군님)","2.062","20181014"
"3509","취향존중부부여행따로또같이","1.920","20181014"
"3510","출발640","1.721","20181014"
"3511","토일드라마(나인룸)","5.602","20181014"
"3512","리얼막장모험활극신서유기5귀신과함께","5.295","20181014"
"3513","머니스틸액션플레이어","4.573","20181014"
"3514","월화드라마(백일의낭군님)","3.445","20181014"
"3515","코미디빅리그","3.313","20181014"
"3516","현지에서먹힐까중국편","2.626","20181014"
"3517","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.114","20181014"
"3518","월화드라마(백일의낭군님)","2.062","20181014"
"3519","취향존중부부여행따로또같이","1.920","20181014"
"3520","출발640","1.721","20181014"
"3521","월화드라마(백일의낭군님)","10.120","20181015"
"3522","즐거운시골살이풀뜯어먹는소리가을편","2.456","20181015"
"3523","취향존중부부여행따로또같이","1.893","20181015"
"3524","리얼막장모험활극신서유기5귀신과함께","1.746","20181015"
"3525","어쩌면오늘은선다방가을겨울편","1.728","20181015"
"3526","토일드라마(나인룸)","1.431","20181015"
"3527","시골경찰4","1.297","20181015"
"3528","가성비갑럭셔리여행짠내투어","1.227","20181015"
"3529","뉴스N이슈","1.194","20181015"
"3530","2018메이저리그포스트시즌아메리칸리그챔피언십시리즈","1.140","20181015"
"3531","월화드라마(백일의낭군님)","10.120","20181015"
"3532","즐거운시골살이풀뜯어먹는소리가을편","2.456","20181015"
"3533","취향존중부부여행따로또같이","1.893","20181015"
"3534","리얼막장모험활극신서유기5귀신과함께","1.746","20181015"
"3535","어쩌면오늘은선다방가을겨울편","1.728","20181015"
"3536","토일드라마(나인룸)","1.431","20181015"
"3537","시골경찰4","1.297","20181015"
"3538","가성비갑럭셔리여행짠내투어","1.227","20181015"
"3539","뉴스N이슈","1.194","20181015"
"3540","2018메이저리그포스트시즌아메리칸리그챔피언십시리즈","1.140","20181015"
"3541","월화드라마(백일의낭군님)","11.170","20181016"
"3542","뇌섹시대문제적남자","2.620","20181016"
"3543","평균연령15세둥지탈출3","2.393","20181016"
"3544","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.365","20181016"
"3545","월화드라마(백일의낭군님)","2.221","20181016"
"3546","월화드라마(백일의낭군님)","2.096","20181016"
"3547","대한민국아침뉴스06","1.385","20181016"
"3548","뉴스N이슈","1.263","20181016"
"3549","리얼막장모험활극신서유기5귀신과함께","1.250","20181016"
"3550","대한민국아침뉴스07","1.242","20181016"
"3551","월화드라마(백일의낭군님)","11.170","20181016"
"3552","뇌섹시대문제적남자","2.620","20181016"
"3553","평균연령15세둥지탈출3","2.393","20181016"
"3554","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.365","20181016"
"3555","월화드라마(백일의낭군님)","2.221","20181016"
"3556","월화드라마(백일의낭군님)","2.096","20181016"
"3557","대한민국아침뉴스06","1.385","20181016"
"3558","뉴스N이슈","1.263","20181016"
"3559","리얼막장모험활극신서유기5귀신과함께","1.250","20181016"
"3560","대한민국아침뉴스07","1.242","20181016"
"3561","수미네반찬","4.248","20181017"
"3562","수목드라마(하늘에서내리는일억개의별)","3.410","20181017"
"3563","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.800","20181017"
"3564","손THEGUEST","2.616","20181017"
"3565","월화드라마(백일의낭군님)","2.572","20181017"
"3566","유퀴즈온더블럭","1.701","20181017"
"3567","취향존중부부여행따로또같이","1.552","20181017"
"3568","대한민국아침뉴스06","1.484","20181017"
"3569","월화드라마(백일의낭군님)","1.381","20181017"
"3570","곽승준의쿨까당","1.183","20181017"
"3571","수미네반찬","4.248","20181017"
"3572","수목드라마(하늘에서내리는일억개의별)","3.410","20181017"
"3573","2018메이저리그포스트시즌내셔널리그챔피언십시리즈","2.800","20181017"
"3574","손THEGUEST","2.616","20181017"
"3575","월화드라마(백일의낭군님)","2.572","20181017"
"3576","유퀴즈온더블럭","1.701","20181017"
"3577","취향존중부부여행따로또같이","1.552","20181017"
"3578","대한민국아침뉴스06","1.484","20181017"
